species,tissue_type,cell_name,marker,pmid
Human,blood,"CD14-positive monocytes
```",RETN,32351704
Human,blood,"CD14-positive monocytes
```",VCAN,32351704
Human,blood,"CD14-positive monocytes
```",MNDA,32351704
Human,blood,"CD14-positive monocytes
```",LYZ,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",MT1X,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",MT1E,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",MT1G,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",VCAN,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",FOLR3,32351704
Human,spleen,"cd141-positive myeloid dendritic cell
```",IER2,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",HLA-DPB1,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",HLA-DPA1,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",CD74,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",HLA-DRB1,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",MS4A7,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",C1QA,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",C1QB,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",C1QC,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",FCGR3A,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",RHOC,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",PELATON,32351704
Human,blood,"cd141-positive myeloid dendritic cell
```",CSF1R,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",FTL,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",SELENOP,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",HMOX1,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",FABP5,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",CD5L,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",APOE,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",APOC1,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",FABP4,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",NUPR1,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",MARCO,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",LGMN,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",SLC40A1,32351704
Human,spleen,"cell_ontology_class='macrophage', free_annotation='sorted myeloid'
```",MRC1,32351704
Human,blood,"megakaryocyte
```",PPBP,32351704
Human,blood,"megakaryocyte
```",PF4,32351704
Human,blood,"megakaryocyte
```",GNG11,32351704
Human,blood,"megakaryocyte
```",CAVIN2,32351704
Human,blood,"megakaryocyte
```",NRGN,32351704
Human,blood,"megakaryocyte
```",MYL9,32351704
Human,blood,"megakaryocyte
```",SPARC,32351704
Human,blood,"megakaryocyte
```",TUBB1,32351704
Human,blood,"megakaryocyte
```",ITGA2B,32351704
Human,blood,"megakaryocyte
```",PIG6B,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",CLEC9A,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",PTTG1,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",H4C3,32351704
Human,spleen,"plasma cell
```",HLA-DQA1,32351704
Human,spleen,"plasma cell
```",HLA-DQB1,32351704
Human,spleen,"plasma cell
```",CD1C,32351704
Human,spleen,"plasma cell
```",PPA1,32351704
Human,spleen,"plasma cell
```",FCER1A,32351704
Human,spleen,"b cell
```",LILRA4,32351704
Human,spleen,"b cell
```",TCF4,32351704
Human,spleen,"b cell
```",CCDC50,32351704
Human,spleen,"b cell
```",IRF8,32351704
Human,spleen,"b cell
```",BCL11A,32351704
Human,spleen,"b cell
```",ITM2C,32351704
Human,spleen,"b cell
```",C12orf75,32351704
Human,spleen,"b cell
```",IRF7,32351704
Human,spleen,"b cell
```",SPIB,32351704
Human,spleen,"naive b cell
```",TCL1A,32351704
Human,spleen,"naive b cell
```",IGHD,32351704
Human,spleen,"naive b cell
```",IGHM,32351704
Human,spleen,"naive b cell
```",FCER2,32351704
Human,spleen,"naive b cell
```",CXCR4,32351704
Human,spleen,"naive b cell
```",APLP2,32351704
Human,spleen,"naive b cell
```",PLPP5,32351704
Human,spleen,"naive b cell
```",IL4R,32351704
Human,spleen,"plasma cell
```",SMIM14,32351704
Human,spleen,"plasma cell
```",CD27,32351704
Human,spleen,"plasma cell
```",CR2,32351704
Human,spleen,"plasma cell
```",KLK1,32351704
Human,spleen,"plasma cell
```",ITM2C,32351704
Human,spleen,"plasma cell
```",DNASE1L3,32351704
Human,spleen,"plasma cell
```",HES4,32351704
Human,spleen,"plasma cell
```",ABI3,32351704
Human,spleen,"plasma cell
```",CHI3L2,32351704
Human,spleen,"hematopoietic stem cell
```",TSC22D3,32351704
Human,spleen,"hematopoietic stem cell
```",CRIP1,32351704
Human,spleen,"hematopoietic stem cell
```",COCH,32351704
Human,spleen,"hematopoietic stem cell
```",CD27,32351704
Human,spleen,"hematopoietic stem cell
```",ITGB1,32351704
Human,spleen,"hematopoietic stem cell
```",ANXA2,32351704
Human,spleen,"hematopoietic stem cell
```",IGHA2,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",FGR,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",FCRL5,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",MPHOSPH6,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",FCRL3,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",MACROD2,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",HSPB1,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",CELC2D,32351704
Human,spleen,"cd1c-positive myeloid dendritic cell
```",CD72,32351704
Human,spleen,"plasma cell
```",EGR3,32351704
Human,spleen,"plasma cell
```",CD83,32351704
Human,spleen,"plasma cell
```",DUSP2,32351704
Human,spleen,"plasma cell
```",EGR2,32351704
Human,spleen,"plasma cell
```",NR4A1,32351704
Human,spleen,"plasma cell
```",MYC,32351704
Human,spleen,"plasma cell
```",TNF,32351704
Human,spleen,"plasma cell
```",NFKBID,32351704
Human,spleen,"plasma cell
```",NFKBIA,32351704
Human,spleen,"plasma cell
```",CD69,32351704
Human,spleen,"naive b cell
```",ISG15,32351704
Human,spleen,"naive b cell
```",IFI6,32351704
Human,spleen,"naive b cell
```",IFIT3,32351704
Human,spleen,"naive b cell
```",IFIT1,32351704
Human,spleen,"naive b cell
```",IFI44L,32351704
Human,spleen,"naive b cell
```",MX1,32351704
Human,spleen,"naive b cell
```",ISG20,32351704
Human,spleen,"naive b cell
```",IRF7,32351704
Human,spleen,"naive b cell
```",SAMD9L,32351704
Human,spleen,"naive b cell
```",IFI44,32351704
Human,spleen,"memory b cell
```",ARPC1B,32351704
Human,spleen,"memory b cell
```",CD1C,32351704
Human,spleen,"memory b cell
```",PCLAF,32351704
Human,spleen,"memory b cell
```",ZBTB32,32351704
Human,spleen,"memory b cell
```",STAC3,32351704
Human,spleen,"memory b cell
```",DUS2,32351704
Human,spleen,"memory b cell
```",PTPN1,32351704
Human,spleen,"memory b cell
```",CPNE5,32351704
Human,spleen,"plasma cells
```",UBE2C,32351704
Human,spleen,"plasma cells
```",TOP2A,32351704
Human,spleen,"plasma cells
```",CKS2,32351704
Human,spleen,"plasma cells
```",KPNA2,32351704
Human,spleen,"plasma cells
```",CDC20,32351704
Human,spleen,"plasma cells
```",UBE2S,32351704
Human,spleen,"plasma cells
```",TUBB4B,32351704
Human,spleen,"plasma cells
```",PTTG1,32351704
Human,spleen,"plasma cells
```",H4C3,32351704
Human,spleen,"plasma cells
```",RRM2,32351704
Human,spleen,"plasma cells
```",PCLAF,32351704
Human,spleen,"plasma cells
```",DUT,32351704
Human,spleen,"plasma cells
```",MKI67,32351704
Human,spleen,"plasma cell
```",JCHAIN,32351704
Human,spleen,"plasma cell
```",DPEP1,32351704
Human,spleen,"plasma cell
```",IGHA2,32351704
Human,spleen,"plasma cell
```",IGKC,32351704
Human,spleen,"plasma cell
```",HERPUD1,32351704
Human,spleen,"plasma cell
```",SLC3A2,32351704
Human,spleen,"plasma cell
```",PSAT1,32351704
Human,spleen,"plasma cell
```",SLC1A5,32351704
Human,spleen,"plasma cell
```",EIF1,32351704
Human,spleen,"plasma cell
```",MTHFD2,32351704
Human,spleen,"plasma cell
```",WARS1,32351704
Human,spleen,"plasma cell
```",EIF4EBP1,32351704
Human,spleen,"plasma cell
```",HSPA5,32351704
Human,spleen,"cd4-positive
```",IGLL5,32351704
Human,spleen,"cd4-positive
```",IGLL1,32351704
Human,spleen,"cd4-positive
```",SSR4,32351704
Human,spleen,"cd4-positive
```",SDC1,32351704
Human,blood,"classical monocyte
```",CD14,32377375
Human,blood,"non-classical monocyte
```",CD16,32377375
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD14,32377375
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD16,32377375
Human,blood,"无法确定（建议进一步注释或补充数据库）
```",CD1C,32377375
Human,skin,"cd1c-positive myeloid dendritic cell
```",CLEC9A,32377375
Human,blood,"plasmacytoid dendritic cell
```",CLEC4C,32377375
Human,blood,"plasmacytoid dendritic cell
```",IL3RA,32377375
Human,blood,"classical monocyte
```",IL1β,32377375
Human,blood,"classical monocyte
```",JUN,32377375
Human,blood,"classical monocyte
```",FOS,32377375
Human,blood,"classical monocyte
```",JUNB,32377375
Human,blood,"classical monocyte
```",KLF6,32377375
Human,blood,"classical monocyte
```",CCL4,32377375
Human,blood,"classical monocyte
```",CXCR4,32377375
Human,blood,"classical monocyte
```",IFRD1,32377375
Human,blood,"classical monocyte
```",IRF1,32377375
Human,blood,"classical monocyte
```",IFI6,32377375
Human,Blood,NK cells,NCAM1,32377375
Human,Blood,NK cells,KLRF1,32377375
Human,Blood,NK cells,KLRC1,32377375
Human,Blood,NK cells,KLRD1,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",NCAM1,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",CD16,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",CD16,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",NCAM1,32377375
Human,blood,"cd4-positive
```",CD3E,32377375
Human,blood,"cd4-positive
```",CD4,32377375
Human,blood,"naive thymus-derived cd4-positive
```",CCR7,32377375
Human,blood,"naive thymus-derived cd4-positive
```",LEF1,32377375
Human,blood,"naive thymus-derived cd4-positive
```",TCF7,32377375
Human,blood,"cd4-positive
```",CCR7,32377375
Human,blood,"cd4-positive
```",AQP3,32377375
Human,blood,"cd4-positive
```",CD69,32377375
Human,blood,"effector memory cd4-positive t cell
```",CCR6,32377375
Human,blood,"effector memory cd4-positive t cell
```",CXCR6,32377375
Human,blood,"effector memory cd4-positive t cell
```",CCL5,32377375
Human,blood,"effector memory cd4-positive t cell
```",PRDM1,32377375
Human,blood,"regulatory T cell
```",FOXP3,32377375
Human,blood,"cd8-positive
```",CD8A,32377375
Human,blood,"cd8-positive
```",CD8B,32377375
Human,spleen,"naive thymus-derived cd8-positive
```",CCR7,32377375
Human,spleen,"naive thymus-derived cd8-positive
```",LEF1,32377375
Human,spleen,"naive thymus-derived cd8-positive
```",TCF7,32377375
Human,blood,"CD8-positive
```",GZMK,32377375
Human,blood,"cd8-positive cytotoxic t lymphocyte
```",GZMB,32377375
Human,blood,"cd8-positive cytotoxic t lymphocyte
```",GNLY,32377375
Human,blood,"cd8-positive cytotoxic t lymphocyte
```",PRF1,32377375
Human,blood,"cell_ontology_class='cd8-positive', free_annotation=''
```",TYMS,32377375
Human,blood,"cell_ontology_class='cd8-positive', free_annotation=''
```",MKI67,32377375
Human,blood,"myeloid progenitor
```",CD14,32377375
Human,blood,"myeloid progenitor
```",CD1C,32377375
Human,blood,"myeloid progenitor
```",FCGR3A,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",CD3E,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",CD4,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",CD8A,32377375
Human,blood,"cell_ontology_class='nk cell', free_annotation='nk cells'
```",NCAM1,32377375
Human,peripheral blood mononuclear cells (PBMCs),"b cell
```",CD19,32377375
Human,blood,"naive b cell
```",CD19,32377375
Human,blood,"naive b cell
```",CD20 (MS4A1),32377375
Human,blood,"naive b cell
```",IGHD,32377375
Human,blood,"naive b cell
```",IGHM,32377375
Human,blood,"naive b cell
```",IL4R,32377375
Human,blood,"naive b cell
```",TCL1A,32377375
Human,blood,"memory b cell
```",CD27,32377375
Human,blood,"memory b cell
```",CD38,32377375
Human,blood,"memory b cell
```",IGHG,32377375
Human,peripheral blood,"immature B cell
```",CD19,32377375
Human,peripheral blood,"immature B cell
```",CD20 (MS4A1),32377375
Human,blood,"plasma cells
```",XBP1,32377375
Human,blood,"plasma cells
```",MZB1,32377375
Human,blood,"cell_ontology_class='classical monocyte', free_annotation='classical monocyte'
```",CD14,32377375
Human,blood,"non-classical monocyte
```",FCGR3A,32377375
Human,blood,"cd1c-positive myeloid dendritic cell
```",CD1C,32377375
Human,blood,"clec9a+ cdc1
```",CLEC9A,32377375
Human,blood,"plasmacytoid dendritic cell (clec4c+cd123+)
```",CLEC4C,32377375
Human,blood,"myeloid progenitor
```",IL-1β,32377375
Human,Blood,Classical monocyte,CD14,32377375
Human,blood,"cell_ontology_class='classical monocyte', free_annotation='classical monocyte'
```",CD14+IL1β,32377375
Human,blood,"naive b cell
```",MME,32377375
Human,blood,"naive b cell
```",IL4R,32377375
Human,blood,"memory b cell
```",CD38,32377375
Human,blood,"memory b cell
```",CD27,32377375
Human,blood,"naive b cell
```",MZB1,32377375
Human,blood,"cell_ontology_class='plasma cell', free_annotation='plasma cells'
```",IGHA1,32377375
Human,skin,"dermal dendritic cells
```",ITGAX (CD11c),32403085
Human,skin,"cd1c-positive myeloid dendritic cell
```",CD1a,32403085
Human,skin,"cd1c-positive myeloid dendritic cell
```",CD1a,32403085
Human,skin,"dendritic cell (itgax+)
```",ITGAX,32403085
Human,blood,"t cell
```",CD3D,32405063
Human,blood,"t cell
```",CD3E,32405063
Human,blood,"cd8-positive alpha-beta t cell
```",CD3E,32405063
Human,blood,"cd8-positive alpha-beta t cell
```",CD8A,32405063
Human,blood,"cell_ontology_class='b cell', free_annotation='b cells'
```",CD79A,32405063
Human,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD14,32405063
Human,blood,"nk cell
```",NKG7,32405063
Human,trabecular meshwork,"trabecular meshwork cells
```",CHI3L1,32439707
Human,trabecular meshwork,"trabecular meshwork cells
```",MGP,32439707
Human,trabecular meshwork,"trabecular meshwork cells
```",AQP1,32439707
Human,trabecular meshwork,"trabecular meshwork cells
```",MYOC,32439707
Human,tongue,"schwann cell
```",AQP7P1,32439707
Human,tongue,"schwann cell
```",SCN7A,32439707
Human,trabecular meshwork,"fibroblast
```",DCN,32439707
Human,trabecular meshwork,"fibroblast
```",PDGFRA,32439707
Human,muscle,"smooth muscle cell
```",MYH11,32439707
Human,trabecular meshwork,"smooth muscle cell
```",TAGLN,32439707
Human,trabecular meshwork,"lymphatic-like endothelial cell
```",LYVE1,32439707
Human,trabecular meshwork,"lymphatic-like endothelial cell
```",C1QB,32439707
Human,trabecular meshwork,"lymphatic-like endothelial cell
```",TYROBP,32439707
Human,thymus,"thymocyte
```",CHI3L1,32439707
Human,blood,"t cell
```",MGP,32439707
Human,muscle,"smooth muscle cell
```",AQP1,32439707
Human,muscle,"smooth muscle cell
```",CRYAB,32439707
Human,vasculature,"lymphatic endothelial cell
```",PLAT,32439707
Human,未匹配（需进一步确认）,"未匹配（需进一步确认）
```",PDPN (D2-40),32439707
Human,trabecular meshwork,"trabecular meshwork cells
```",Angpt1,32439707
Human,vasculature,"lymphatic endothelial cell and endothelial cell
```",Tek (Tie2),32439707
Human,vasculature,"lymphatic endothelial cell and endothelial cell
```",Angpt2,32439707
Human,blood,"cell_ontology_class='t cell', free_annotation='t cells'
```",MYOC,32439707
Human,未确定（需进一步确认原始数据背景）,"未确定（需进一步确认原始数据背景）
```",PECAM1 (CD31),32439707
Human,eye,"tm1 and tm2 cells (with preference for jct (tm1 cells))
```",RSPO2,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
```",LYVE1,32439707
Human,eye,"cell_ontology_class='ciliary body', free_annotation='ciliary body cells'
```",MYH11,32439707
Human,Eye,Macrophages,LYVE1,32439707
Human,Eye,Macrophages,C1QB,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",FLT4,32439707
Human,Eye,Vascular endothelial cells,FN1,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",MMRN1,32439707
Human,Eye,Vascular endothelial cells,VWF,32439707
Human,Eye,Vascular endothelial cells,FLT1,32439707
Human,eye,"trabecular meshwork
```",MYOC,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelium'
```",ANGPTL7,32439707
Human,eye,"ciliary body cells
```",CAV1,32439707
Human,eye,"ciliary body cells
```",CAV2,32439707
Human,eye,"ciliary body cells
```",NOS3,32439707
Human,eye,"ciliary body cells
```",ANGPT1,32439707
Human,eye,"ciliary body cells
```",ANGPT2,32439707
Human,eye,"ciliary body cells
```",TEK,32439707
Human,eye,"ciliary body cells
```",CRYAB,32439707
Human,eye,"ciliary body cells
```",CHI3L1,32439707
Human,eye,"ciliary body cells
```",PDPN,32439707
Human,eye,"ciliary body cells
```",AQP1,32439707
Human,eye,"ciliary body cells
```",MGP,32439707
Human,eye,"ciliary body cells
```",PLAT,32439707
Human,eye,"tm2-myofibroblast cell cluster
```",RSPO2,32439707
Human,eye,"tm2-myofibroblast cell cluster
```",RSPO4,32439707
Human,eye,"fibroblast
```",DCN,32439707
Human,eye,"fibroblast
```",PDGFRA,32439707
Human,eye,"endothelial cell
```",FN1,32439707
Human,eye,"未分类细胞簇 (unclassified cell clusters)
```",MYOC,32439707
Human,eye,"未分类细胞簇 (unclassified cell clusters)
```",ANGPTL7,32439707
Human,eye,"未分类细胞簇 (unclassified cell clusters)
```",PDPN,32439707
Human,eye,"未分类细胞簇 (unclassified cell clusters)
```",CHI3L1,32439707
Human,eye,"未分类细胞簇 (unclassified cell clusters)
```",ANGPT1,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",CAV1,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",CAV2,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",NOS3,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",TEK,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",PLAT,32439707
Human,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```",ANGPT2,32439707
Human,Eye,Macrophages,LYVE1,32439707
Human,Eye,Macrophages,C1QB,32439707
Human,Eye,Macrophages,TYROBP,32439707
Human,Eye,Vascular endothelial cells,PECAM1,32439707
Human,eye,"tm2 cell cluster
```",RSPO2,32439707
Human,stomach,"chief cell
```",LIPF,32532891
Human,stomach,"chief cell
```",PGC,32532891
Human,small_intestine,"mast cell
```",LY6K,32532891
Human,small_intestine,"mast cell
```",Major histocompatibility complex class II,32532891
Human,gastric tissue,"epithelial cell
```",EPCAM,32532891
Human,gastric tissue,"epithelial cell
```",KRT18,32532891
Human,gastric tissue,"epithelial cell
```",KRT8,32532891
Human,gastric tissue,"parietal cell
```",ATP4A,32532891
Human,gastric tissue,"endocrine cell
```",CHGA,32532891
Human,small_intestine,"b cell
```",MS4A1,32532891
Human,small_intestine,"b cell
```",CD79A,32532891
Human,gastric tissue,"t cell
```",CD2,32532891
Human,gastric tissue,"t cell
```",CD3D,32532891
Human,gastric tissue,"t cell
```",CD3E,32532891
Human,gastric tissue,"macrophage
```",CD14,32532891
Human,gastric tissue,"cell_ontology_class='mast cell', free_annotation='mast cell'
```",CPA3,32532891
Human,large_intestine,"fibroblast
```",ACTA2,32532891
Human,large_intestine,"fibroblast
```",COL1A2,32532891
Human,small_intestine,"gut endothelial cell
```",ENG,32532891
Human,small_intestine,"gut endothelial cell
```",VWF,32532891
Human,stomach,"malignant epithelial cell
```",CLDN4,32532891
Human,stomach,"malignant epithelial cell
```",CLDN7,32532891
Human,stomach,"malignant epithelial cell
```",TFF3,32532891
Human,stomach,"malignant epithelial cell
```",REG4,32532891
Human,uterus,"epithelial cell
```",MUC5AC,32532891
Human,uterus,"epithelial cell
```",GKN1,32532891
Human,uterus,"epithelial cell
```",PGC,32532891
Human,uterus,"epithelial cell
```",LIPF,32532891
Human,stomach,"gastric surface epithelial cell
```",TFF2,32532891
Human,stomach,"gastric surface epithelial cell
```",GKN1,32532891
Human,stomach,"gastric surface epithelial cell
```",MUC5AC,32532891
Human,stomach,"chief cells
```",PGA3,32532891
Human,stomach,"chief cells
```",PGA4,32532891
Human,stomach,"chief cells
```",LIPF,32532891
Human,stomach,"mucous neck cells
```",PGA3,32532891
Human,stomach,"mucous neck cells
```",MUC6,32532891
Human,stomach,"metaplasia cells
```",TFF2,32532891
Human,stomach,"metaplasia cells
```",CD44,32532891
Human,stomach,"metaplasia cells
```",SOX9,32532891
Human,stomach,"metaplasia cells
```",HLA-DPA1,32532891
Human,small_intestine,"small intestine goblet cell
```",APOA1,32532891
Human,small_intestine,"small intestine goblet cell
```",FABP2,32532891
Human,small_intestine,"gut endothelial cell
```",CLDN18,32532891
Human,small_intestine,"gut endothelial cell
```",TFF2,32532891
Human,salivary_gland,"chief cell-like exocrine cell
```",LIPF,32532891
Human,salivary_gland,"chief cell-like exocrine cell
```",PGC,32532891
Human,salivary_gland,"chief cell-like exocrine cell
```",PGA3,32532891
Human,small_intestine,"goblet cell
```",MUC6,32532891
Human,small_intestine,"goblet cell
```",PGA3,32532891
Human,stomach,"ga-fg-ccp cells (待进一步确认具体细胞本体分类)
```",CTNNB1,32532891
Human,large_intestine,"gut endothelial cell
```",LY6K,32532891
Human,large_intestine,"gut endothelial cell
```",HLA-DPA1,32532891
Human,large_intestine,"gut endothelial cell
```",HLA-DPB1,32532891
Human,small_intestine,"gut endothelial cell
```",HLA-DPA1,32532891
Human,small_intestine,"gut endothelial cell
```",HLA-DPB1,32532891
Human,gastric adenocarcinoma,"tumor cell
```",LY6K,32532891
Human,small_intestine,"gut endothelial cell
```",HLA-DPA1,32532891
Human,small_intestine,"gut endothelial cell
```",HLA-DPB1,32532891
Human,gastric adenocarcinoma,"tumor cell
```",LY6K,32532891
Human,blood,"myeloid progenitor
```",FRZB,32614947
Human,blood,"myeloid progenitor
```",HBE1,32614947
Human,blood,"myeloid progenitor
```",SPINK1,32614947
Human,blood,"myeloid progenitor
```",SPINK2,32614947
Human,fetal liver,"hematopoietic stem cells/multipotent progenitor cells (HSCs/MPPs)
```",HLA genes,32614947
Human,blood,"myeloid progenitor
```",CD44,32614947
Human,blood,"myeloid progenitor
```",LMO4,32614947
Human,fetal liver,"hematopoietic stem cells/multipotent progenitor cells (HSCs/MPPs)
```",SPINK2,32614947
Human,trachea,"fibroblast
```",TNFRSF14,32712105
Human,trachea,"fibroblast
```",ICAM1,32712105
Human,large_intestine,"cd8-positive
```",CD8A,32712105
Human,blood,"cd4-positive
```",CD4,32712105
Human,spleen,"regulatory t cell
```",T7 (implied by regulatory T cell–associated phenotype),32712105
Human,esophagus,"t cell
```",IL13,32712105
Human,esophagus,"t cell
```",IL5,32712105
Human,esophagus,"t cell
```",LIGHT,32712105
Human,blood,"cd8-positive
```",IFNG (implied by interferon gamma–expressing),32712105
Human,esophagus,"fibroblast
```",THY1,32712105
Human,esophagus,"fibroblast
```",VIM,32712105
Human,esophagus,"myofibroblast
```",α-SMA,32712105
Human,lung,"basophil
```",EPX,32712105
Human,esophagus,"fibroblast
```",ICAM-1,32712105
Human,esophagus,"fibroblast
```",VCAM-1,32712105
Human,large_intestine,"fibroblast
```",ICAM1,32712105
Human,large_intestine,"fibroblast
```",CD74,32712105
Human,large_intestine,"fibroblast
```",IL32,32712105
Human,large_intestine,"fibroblast
```",IL33,32712105
Human,large_intestine,"fibroblast
```",C3,32712105
Human,large_intestine,"fibroblast
```",RBP5,32712105
Human,large_intestine,"fibroblast
```",TNFSF13B,32712105
Human,large_intestine,"fibroblast
```",IRF8,32712105
Human,esophagus,"myofibroblast
```",ACTA2,32712105
Human,esophagus,"myofibroblast
```",MYH11,32712105
Human,esophagus,"myofibroblast
```",TAGLN,32712105
Human,esophagus,"myofibroblast
```",FLNA,32712105
Human,esophagus,"myofibroblast
```",ACTG2,32712105
Human,large_intestine,"fibroblast
```",VCAM-1,32712105
Human,esophagus,"myofibroblast
```",a-SMA,32712105
Human,esophagus,"t cell
```",CD3,32712105
Human,esophagus,"t cell
```",LIGHT,32712105
Human,esophagus,"fibroblast
```",α-SMA,32712105
Human,esophagus,"fibroblast
```",ICAM-1,32712105
Human,esophagus,"fibroblast
```",VCAM-1,32712105
Human,esophagus,"fibroblast
```",THY1,32712105
Human,esophagus,"fibroblast
```",VIM,32712105
Human,muscle,"smooth muscle cell
```",FOXF1,32855417
Human,muscle,"smooth muscle cell
```",HOXA1,32855417
Human,muscle,"smooth muscle cell
```",HOXA5,32855417
Human,muscle,"smooth muscle cell
```",WNT2,32855417
Human,skin,"cd1c-positive myeloid dendritic cell
```",ITGAX,33187533
Human,choroid,"cd1c-positive myeloid dendritic cell
```",ITGAX,33187533
Human,choroid,"macrophage
```",MHCII,33187533
Human,choroid,"MHCII+ CD11C+ Macrophages
```",MHCII,33187533
Human,choroid,"macrophage
```",ITGAX,33187533
Human,choroid,"MHCII+ CD11C+ Macrophages
```",ITGAX,33187533
Human,无法匹配,"macrophage
```",CD68,33187533
Human,无法匹配,"macrophage
```",CD163,33187533
Human,无法匹配,"macrophage
```",CD14,33187533
Human,无法匹配,"macrophage
```",AIF1 (IBA1),33187533
Human,无法匹配,"macrophage
```",HLA-DMA,33187533
Human,无法匹配,"macrophage
```",ITGAX (CD11C),33187533
Human,blood,"nk cell
```",CD2,33187533
Human,blood,"nk cell
```",CD8B,33187533
Human,blood,"nk cell
```",NKG7,33187533
Human,eye,"cell_ontology_class='b cell', free_annotation='b cells'
```",CD79A,33187533
Human,rpe-choroid,"mast cell
```",KIT,33187533
Human,rpe-choroid,"mast cell
```",CPA3,33187533
Human,无法匹配,"macrophage
```",HLA-DMA,33187533
Human,无法匹配,"macrophage
```",ITGAX,33187533
Human,choroid,"macrophage
```",ITGAX,33187533
Human,choroid,"mhcii+cd11c+ macrophage
```",ITGAX,33187533
Human,skin,"t cell
```",CTLA4,33293583
Human,skin,"t cell
```",TIGIT,33293583
Human,tumor,"b cell
```",MS4A1,33293583
Human,tumor,"b cell
```",CD79A,33293583
Human,tumor,"b cell
```",BANK1,33293583
Human,blood,"plasma cell
```",IGHG1,33293583
Human,blood,"plasma cell
```",IGKV4-1,33293583
Human,blood,"plasma cell
```",IGLV2-14,33293583
Human,blood,"nk cell
```",TRDC,33293583
Human,blood,"nk cell
```",KLRD1,33293583
Human,blood,"nk cell
```",GNLY,33293583
Human,blood,"macrophage
```",LAMP3,33293583
