ori_tissue,ori_cell_type,corrected_tissue,corrected_cell_type,corrected
rpe-choroid,macrophage,,,False
rpe-choroid,macrophage,,,False
rpe-choroid,macrophage,,,False
rpe-choroid,effector nk/t cells,,,False
rpe-choroid,effector nk/t cells,,,False
rpe-choroid,effector nk/t cells,,,False
rpe-choroid,b cells,,,False
rpe-choroid,mast cells,,,False
rpe-choroid,mast cells,,,False
rpe-choroid,macrophage,,,False
rpe-choroid,macrophage,,,False
choroid,mhcii+cd11c- macrophage,,,False
choroid,mhcii+cd11c+ macrophage,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,b cell,,,False
tumor,b cell,,,False
tumor,b cell,,,False
tumor,plasma cell,,,False
tumor,plasma cell,,,False
tumor,plasma cell,,,False
tumor,nk cell,,,False
tumor,nk cell,,,False
tumor,nk cell,,,False
tumor,monocyte/macrophage,,,False
tumor,monocyte/macrophage,,,False
tumor,monocyte/macrophage,,,False
tumor,monocyte/macrophage,,,False
tumor,monocyte/macrophage,,,False
tumor,monocyte/macrophage,,,False
tumor,mdc (myeloid dendritic cell),,,False
tumor,pdc (plasmacytoid dendritic cell),,,False
tumor,mast cell,,,False
tumor,mast cell,,,False
tumor,mast cell,,,False
escc (esophageal squamous cell carcinoma) tissue,cd4+cd25hifoxp3+ tregs,,,False
escc (esophageal squamous cell carcinoma) tissue,cd8 t cells,,,False
escc (esophageal squamous cell carcinoma) tissue,nk cells,,,False
escc (esophageal squamous cell carcinoma) tissue,tregs,,,False
escc (esophageal squamous cell carcinoma) tissue,tregs,,,False
escc (esophageal squamous cell carcinoma) tissue,tregs,,,False
esophageal tissue,treg,,,False
esophageal tissue,treg,,,False
esophageal tissue,treg,,,False
esophageal tissue,treg,,,False
esophageal tissue,macrophage,,,False
esophageal tissue,m2 macrophage,,,False
esophageal tissue,m2 macrophage,,,False
hepatocellular carcinoma,macrophage (m4-c1-thbs1),,,False
hepatocellular carcinoma,mdsc (mdsc-c1-c1qc),,,False
hepatocellular carcinoma,mdsc (mdsc-c2-apoe),,,False
hepatocellular carcinoma,macrophage (m4-c2-c1qa),,,False
esophageal squamous cell carcinoma (escc),macrophage (macro-c3-csf1),,,False
tumor microenvironment (tme),cdc1,,,False
tumor microenvironment (tme),cdc2,,,False
tumor microenvironment (tme),lamp3+ dc,,,False
tumor microenvironment (tme),monocyte-derived dc,,,False
tumor microenvironment (tme),tregs,,,False
tumor microenvironment (tme),tams,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,dc cells,,,False
escc tumor and adjacent tissues,treg cells,,,False
escc tumor and adjacent tissues,macrophages,,,False
escc tumor and adjacent tissues,macrophages,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
eye,rpe cell,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retinal pigment epithelium,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retina,rpe (retinal pigment epithelium) cell,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 5,,,False
retinal pigment epithelium,aged 2,,,False
retinal pigment epithelium,aged 2,,,False
retinal pigment epithelium,aged 3,,,False
retinal pigment epithelium,aged 3,,,False
retinal pigment epithelium,aged 3,,,False
retinal pigment epithelium,aged 3,,,False
retinal pigment epithelium,aged 4,,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium,"aged 2, 3",,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium,"aged 2, 3, 4",,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),immature subpopulation young 3,,,False
retinal pigment epithelium (rpe),subpopulation aged 3,,,False
retinal pigment epithelium (rpe),all subpopulations,,,False
retinal pigment epithelium (rpe),"subpopulations common 5 and 6, all aged subpopulations",,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cells,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
retina,rpe cell,,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
"head and neck cancer, cervical cancer, and ovarian cancer",cd4 tumor-infiltrating lymphocyte (til),,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd4 tconv tils,,,False
tumor,cd4 tconv tils,,,False
tumor,cd4 tconv tils,,,False
tumor,cd4 tconv tils,,,False
tumor,cd4 tconv tils,,,False
head and neck tumor,cd4 tconv tils,,,False
head and neck tumor,cd4 tconv tils,,,False
head and neck tumor,cd4 tconv tils,,,False
head and neck tumor,cd4 tconv tils,,,False
head and neck tumor,cd4 tconv tils,,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
tumor,conventional foxp3- cd4 t cells (tconvs),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1-),,,False
head and neck cancer,cd4 tconvs (entpd1-),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
head and neck cancer,cd4 tconvs (entpd1+),,,False
ovarian cancer,cd4 tconv tils,,,False
ovarian cancer,cd4 tconv tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd8 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4 tils,,,False
tumor,cd4+ t cell,,,False
tumor,cd8+ t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,t cell,,,False
tumor,cd4+ tils,,,False
tumor,cd4+ tils,,,False
retina,rod photoreceptor,,,False
retina,cone photoreceptor,,,False
retina,cone photoreceptor,,,False
retina,photoreceptor,,,False
retina,photoreceptor,,,False
retinal organoids,rod photoreceptor,,,False
retinal organoids,rod photoreceptor,,,False
retinal organoids,cone photoreceptor,,,False
retinal organoids,cone photoreceptor,,,False
retinal organoids,photoreceptor,,,False
retinal organoids,photoreceptor,,,False
retinal organoids,rod photoreceptor,,,False
retinal organoids,cone photoreceptor,,,False
retinal organoids,photoreceptor cells,,,False
retinal organoids,cone photoreceptor cells,,,False
retinal organoids,cone photoreceptor cells,,,False
retinal organoids,photoreceptor cells,,,False
retinal organoids,photoreceptor cells,,,False
retinal organoids,photoreceptor cells,,,False
retinal organoids,photoreceptor cells,,,False
retinal organoids,rod photoreceptor cells,,,False
retinal organoids,rod photoreceptor cells,,,False
retinal organoids,cone photoreceptor cells,,,False
retinal organoids,cone photoreceptor cells,,,False
retinal organoids,rod photoreceptor cells,,,False
retinal organoids,cone photoreceptor cells,,,False
tumor,mast cells,,,False
tumor,mast cells,,,False
tumor,cdcs (conventional dendritic cells),,,False
hepatocellular carcinoma,cdcs,,,False
multiple tissues,resident tissue macrophages (rtms),,,False
colon cancer,tams,,,False
hepatocellular carcinoma,tams,,,False
uterus,mast cell,,,False
uterus,mast cell,,,False
thyroid tumor,mast cell,,,False
thyroid tumor,mast cell,,,False
tumor tissue,macrophage,,,False
multiple cancer types,cdcs,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor or adjacent normal tissue,monocytes,,,False
tumor or adjacent normal tissue,monocytes,,,False
tumor or adjacent normal tissue,monocytes,,,False
tumor or adjacent normal tissue,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
tumor,monocytes,,,False
multiple cancer types,macrophages,,,False
multiple cancer types,macrophages,,,False
multiple cancer types,lyve1+ macrophages,,,False
non-cancer tissues,nlrp3+ macrophages,,,False
tumor,spp1+ tams,,,False
tumor,c1qc+ tams,,,False
tumor,isg15+ tams,,,False
tumor,fn1+ tams,,,False
tumor,rtms,,,False
tumor,tams,,,False
tumor,tams,,,False
tumor,macrophages,,,False
kidney tumor,tams,,,False
kidney tumor,tams,,,False
skcm tumor,macrophages,,,False
tumor,cdcs,,,False
lung cancer,macrophage,,,False
lung cancer,macrophage,,,False
lung cancer,macrophage,,,False
lung cancer,macrophage,,,False
retina,retinal ganglion cells,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,epithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,myoepithelial cell,,,False
lacrimal gland,endothelial cell,,,False
lacrimal gland,endothelial cell,,,False
lacrimal gland,lymphocyte,,,False
lacrimal gland,lymphocyte,,,False
lacrimal gland,basal cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland tissue,acinar cell,,,False
lacrimal gland tissue,acinar cell,,,False
lacrimal gland tissue,acinar cell,,,False
lacrimal gland tissue,acinar cell,,,False
lacrimal gland tissue,ductal cell,,,False
lacrimal gland tissue,ductal cell,,,False
lacrimal gland organoid,basal cell,,,False
lacrimal gland organoid,basal cell,,,False
lacrimal gland organoid,basal cell,,,False
lacrimal gland organoid,basal cell,,,False
lacrimal gland organoid,acinar cell,,,False
lacrimal gland organoid,differentiated cell,,,False
lacrimal gland organoid,differentiated cell,,,False
lacrimal gland organoid,differentiated cell,,,False
lacrimal gland organoid,differentiated cell,,,False
lacrimal gland organoid,differentiated cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,ductal and acinar cells,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,acinar cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal cell,,,False
lacrimal gland,ductal progenitor,,,False
lacrimal gland,acinar cell,,,False
esophagus (barrett's esophagus),metaplastic cells,,,False
esophagus (barrett's esophagus),metaplastic cells,,,False
esophagus (barrett's esophagus),metaplastic cells,,,False
esophagus (barrett's esophagus),metaplastic cells,,,False
esophagus (barrett's esophagus),metaplastic cells,,,False
esophagus,barrett's esophagus cells,,,False
esophagus,barrett's esophagus cells,,,False
esophagus,barrett's esophagus cells,,,False
esophagus,barrett's esophagus cells,,,False
esophagus,barrett's esophagus cells,,,False
barrett's esophagus,epithelial cells,,,False
barrett's esophagus,epithelial cells,,,False
barrett's esophagus,epithelial cells,,,False
esophagus,columnar metaplasia cells,,,False
esophagus,columnar metaplasia cells,,,False
esophagus,columnar metaplasia cells,,,False
lge (lateral ganglionic eminence),d1-msns (d1 medium spiny neurons),,,False
lge (lateral ganglionic eminence),d2-msns (d2 medium spiny neurons),,,False
lge (lateral ganglionic eminence),mge interneurons,,,False
lge (lateral ganglionic eminence),mge interneurons,,,False
lge (lateral ganglionic eminence),mge interneurons,,,False
lge (lateral ganglionic eminence),dorsal lge (dlge) interneurons,,,False
lge (lateral ganglionic eminence),dorsal lge (dlge) interneurons,,,False
lge (lateral ganglionic eminence),dorsal lge (dlge) interneurons,,,False
striatum,pre-msn,,,False
striatum,pre-msn,,,False
striatum,pre-msn,,,False
striatum,pre-msn,,,False
striatum,d1-msns (patch cells),,,False
striatum,d1-msns (patch cells),,,False
striatum,d2-msns (patch cells),,,False
striatum,d2-msns (patch cells),,,False
lge (lateral ganglionic eminence),apical progenitors,,,False
lge (lateral ganglionic eminence),apical progenitors,,,False
striatum,d1-msns,,,False
striatum,d2-msns,,,False
striatum,d1-msns,,,False
striatum,d2-msns,,,False
striatum,d1-msns,,,False
striatum,d2-msns,,,False
brain,medium spiny neurons (msns),,,False
brain,medium spiny neurons (msns),,,False
brain,d1 msns,,,False
brain,d2 msns,,,False
cornea,qlscs (quiescent limbal stem cells),,,False
cornea,qlscs (quiescent limbal stem cells),,,False
colonic tissue,"cd8+ t cells (terminally differentiated, dysfunctional)",,,False
gallbladder cancer,macrophage,,,False
gallbladder cancer,treg,,,False
gallbladder cancer,macrophage,,,False
gallbladder cancer,treg,,,False
gallbladder cancer,epithelial cell (subtype 1),,,False
gallbladder cancer,epithelial cell (subtype 1),,,False
gallbladder cancer,epithelial cell (subtype 1),,,False
gallbladder cancer,epithelial cell (subtype 1),,,False
gallbladder cancer,endothelial cell,,,False
gallbladder cancer,endothelial cell,,,False
gallbladder cancer,endothelial cell,,,False
gallbladder cancer,adipocyte,,,False
gallbladder cancer,adipocyte,,,False
gallbladder cancer,adipocyte,,,False
gallbladder cancer,pericyte,,,False
gallbladder cancer,pericyte,,,False
gallbladder cancer,pericyte,,,False
gallbladder cancer,pericyte,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,fibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,myofibroblast,,,False
gallbladder cancer,mast cell,,,False
gallbladder cancer,mast cell,,,False
gallbladder cancer,mast cell,,,False
gallbladder cancer,mast cell,,,False
gallbladder cancer,b cell (follicular),,,False
gallbladder cancer,b cell (follicular),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,b cell (plasma),,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,treg cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd4+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,cd8+ t cell,,,False
gallbladder cancer,monocyte-like cell,,,False
gallbladder cancer,monocyte-like cell,,,False
gallbladder cancer,monocyte-like cell,,,False
gallbladder cancer,monocyte-like cell,,,False
gallbladder cancer,m1 macrophage,,,False
gallbladder cancer,m1 macrophage,,,False
gallbladder cancer,m1 macrophage,,,False
gallbladder cancer,m1 macrophage,,,False
gallbladder cancer,m2 macrophage,,,False
gallbladder cancer,m2 macrophage,,,False
gallbladder cancer,dendritic cell,,,False
gallbladder cancer,dendritic cell,,,False
gallbladder cancer,dendritic cell,,,False
gallbladder cancer,dendritic cell,,,False
gallbladder cancer,dendritic cell,,,False
gallbladder,squamous cell,,,False
gallbladder,squamous cell,,,False
gallbladder,squamous cell,,,False
gallbladder,adenocyte,,,False
gallbladder cancer tissue,treg cell,,,False
gallbladder cancer tissue,m2 macrophage,,,False
gallbladder cancer tissue,epithelial cell (subtype 2),,,False
gallbladder cancer tissue,epithelial cell (subtype 2),,,False
gallbladder cancer tissue,epithelial cell (subtype 2),,,False
gallbladder cancer,epithelial cancer cells (subtype 2),,,False
gallbladder cancer,epithelial cancer cells (subtype 2),,,False
gallbladder cancer,epithelial cancer cells (subtype 2),,,False
gallbladder cancer (gbc) tissue,tregs,,,False
gallbladder cancer (gbc) tissue,immunosuppressive macrophages,,,False
gallbladder cancer (gbc) tissue,m1/m2 macrophages,,,False
gallbladder cancer (gbc) tissue,endothelial-dcn,,,False
gallbladder cancer (gbc) tissue,caf-acta2,,,False
gallbladder cancer (gbc) tissue,caf-mfap5,,,False
blood,t cell,blood,t cell,True
blood,t helper cell,,,False
blood,cytotoxic t cell,,,False
blood,b cell,,,False
blood,γδ t cell,,,False
blood,vδ2 t cell,,,False
blood,mucosal-associated invariant t cell (mait cell),,,False
blood,invariant natural killer t cell (inkt cell),,,False
blood,natural killer cell,blood,nk cell,True
blood,t cell,blood,t cell,True
esophageal tissue,epithelial cells,,,False
esophageal tissue,epithelial cells,,,False
esophageal tissue,mast cells,,,False
esophageal tissue,mast cells,,,False
esophageal tissue,endothelial cells,,,False
esophageal tissue,endothelial cells,,,False
esophageal tissue,fibroblasts,,,False
esophageal tissue,fibroblasts,,,False
esophageal tissue,t cells,,,False
esophageal tissue,t cells,,,False
esophageal tissue,myeloid cells,,,False
esophageal tissue,myeloid cells,,,False
esophageal tissue,b cells,,,False
esophageal tissue,b cells,,,False
esophageal tissue,cancer cells,,,False
esophageal tissue,cancer cells,,,False
esophageal tissue,plasma b cell,,,False
esophageal tissue,plasma b cell,,,False
esophageal tissue,plasma b cell,,,False
esophageal tissue,follicular b cell (cluster 2),,,False
esophageal tissue,follicular b cell (cluster 2),,,False
esophageal tissue,follicular b cell (cluster 2),,,False
esophageal tissue,follicular b cell (cluster 3),,,False
esophageal tissue,follicular b cell (cluster 3),,,False
esophageal tissue,follicular b cell (cluster 3),,,False
esophageal tissue,macrophage,,,False
esophageal tissue,macrophage,,,False
esophageal tissue,macrophage,,,False
esophageal tissue,dendritic cell (dc),,,False
esophageal tissue,macrophage,,,False
esophageal tissue,nkt/cd8+ t cells,,,False
esophageal tissue,nkt/cd8+ t cells,,,False
esophageal tissue,nkt/cd8+ t cells,,,False
esophageal tissue,regulated/cd4+ t cells,,,False
esophageal tissue,regulated/cd4+ t cells,,,False
esophageal tissue,regulated/cd4+ t cells,,,False
esophageal tissue,t follicular helper cells,,,False
esophageal tissue,t follicular helper cells,,,False
esophageal tissue,t follicular helper cells,,,False
esophageal tissue,macrophages (phase 3),,,False
esophageal tissue,macrophages (phase 3),,,False
esophageal tissue,macrophages (phase 3),,,False
esophageal tissue,nkt/cd8+ t cells,,,False
esophageal tissue,nkt/cd8+ t cells,,,False
esophageal tissue,nkt/cd8+ t cells,,,False
blood,circulating tumor cell,,,False
blood,circulating tumor cell,,,False
blood,circulating tumor cell,,,False
blood,cd8+ t cell,,,False
blood,cd4+ t cell,,,False
blood,mait cell,,,False
blood,mait cell,,,False
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)",,,False
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)",,,False
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)",,,False
blood,"cytotoxic cd4+ t cells (cd4 ctl, c13 cluster)",,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd8+ t cells,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,cd4 ctls,,,False
brain vessels,central memory cd8+ t cells,,,False
brain vessels,central memory cd8+ t cells,,,False
brain vessels,central memory cd8+ t cells,,,False
brain vessels,central memory cd8+ t cells,,,False
brain vessels,central memory cd8+ t cells,,,False
peripheral blood,naïve cd4+ t cell,,,False
peripheral blood,naïve cd4+ t cell,,,False
peripheral blood,naïve cd4+ t cell,,,False
peripheral blood,naïve cd4+ t cell,,,False
peripheral blood,cd3+ t cell,,,False
peripheral blood,cd8 ctl,,,False
