species,tissue_class,tissue_type,cell_name,marker,pmid
Human,Spleen,Spleen,Macrophage,FABP4,32351704
Human,Spleen,thymus,"t follicular helper cell
```",CD40LG,32351704
Human,Spleen,spleen,"cd4-positive, central memory t cell
```",SELL,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",CD52,32351704
Human,Spleen,spleen,"cd1c-positive myeloid dendritic cell
```",CD1C,32351704
Human,Spleen,Spleen,Natural killer cell,CCR7,32351704
Human,Spleen,thymus,"t follicular helper cell
```",GPR183,32351704
Human,Spleen,spleen,"naive b cell
```",CD19,32351704
Human,Spleen,spleen,"naive thymus-derived cd4-positive
```",TCF7,32351704
Human,Spleen,Spleen,Natural killer cell,CX3CR1,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",PF4,32351704
Human,Spleen,spleen,"regulatory t cell
```",CXCR3,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",IRF7,32351704
Human,Spleen,spleen,"regulatory t cell
```",CX3CR1,32351704
Human,Spleen,thymus,"t follicular helper cell
```",MALAT1,32351704
Human,Spleen,spleen,"regulatory t cell
```",CCR7,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",TIMP1,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",TUBB1,32351704
Human,Spleen,spleen,"regulatory t cell
```",CD3D,32351704
Human,Spleen,spleen,"regulatory t cell
```",GBP2,32351704
Human,Spleen,spleen,"plasmacytoid dendritic cell
```",SPIB,32351704
Human,Spleen,spleen,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",ITGA2B,32351704
Human,Spleen,spleen,"regulatory t cell
```",CXCR5,32351704
Human,Spleen,thymus,"t follicular helper cell
```",CXCR5,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",AQP3,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",LTB,32351704
Human,Spleen,spleen,"cd4-positive 或 cd8-positive（需进一步实验验证具体亚型）
```",IL7R,32351704
Human,Blood,Blood,T cell,CD4,32377375
Human,Blood,blood,"myeloid progenitor
```",CD1C,32377375
Human,Blood,Blood,Natural killer cell,CD4,32377375
Human,Blood,Blood,T cell,CD3E,32377375
Human,Blood,Blood,Natural killer cell,CD8A,32377375
Human,Blood,blood,"myeloid progenitor
```",FCGR3A,32377375
Human,Blood,Blood,Natural killer cell,CD3E,32377375
Human,Blood,Blood,T cell,CD8A,32377375
Human,Blood,blood,"myeloid progenitor
```",CD14,32377375
Human,Blood,blood,"naive b cell
```",CD19,32377375
Human,Blood,Blood,Natural killer cell,NCAM1,32377375
Human,Blood,Blood,T cell,NCAM1,32377375
Human,Blood,blood,"myeloid progenitor
```",IL1B,32405063
Human,Blood,blood,"t cell
```",CD79A,32405063
Human,Blood,blood,"t cell
```",NKG7,32405063
Human,Blood,blood,"myeloid progenitor
```",CXCL8,32405063
Human,Blood,blood,"myeloid progenitor
```",CD14,32405063
Human,Blood,blood,"t cell
```",CD3D,32405063
Human,Undefined,blood,"cd8-positive
```",CD3E,32405063
Human,Undefined,blood,"cd8-positive
```",CD8A,32405063
Human,Undefined,lung,"b cell
```",CD79A,32405063
Human,Undefined,blood,"natural killer cell
```",NKG7,32405063
Human,Eye,eye,"retinal blood vessel endothelial cell
```",KDR,32439707
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```

**解释**:  
- 修正细胞选择了 ""free_annotation='endothelial cells'""，因为它是候选细胞中最清晰、语法正确的复数形式描述，与原始数据中的 ""lymphatic endothelial cell"" 最接近。  
- 组织类型保持不变，因为原始数据和候选匹配一致为 ""eye""。",PECAM1,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",VWF,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",EFNB2,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",DLL4,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",EFNB2,32439707
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```

**解释**:  
- 修正细胞选择了 ""free_annotation='endothelial cells'""，因为它是候选细胞中最清晰、语法正确的复数形式描述，与原始数据中的 ""lymphatic endothelial cell"" 最接近。  
- 组织类型保持不变，因为原始数据和候选匹配一致为 ""eye""。",LYVE1,32439707
Human,Eye,eye,"trabecular meshwork cell
```",CHI3L1,32439707
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```

**解释**:  
- 修正细胞选择了 ""free_annotation='endothelial cells'""，因为它是候选细胞中最清晰、语法正确的复数形式描述，与原始数据中的 ""lymphatic endothelial cell"" 最接近。  
- 组织类型保持不变，因为原始数据和候选匹配一致为 ""eye""。",MMRN1,32439707
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```

**解释**:  
- 修正细胞选择了 ""free_annotation='endothelial cells'""，因为它是候选细胞中最清晰、语法正确的复数形式描述，与原始数据中的 ""lymphatic endothelial cell"" 最接近。  
- 组织类型保持不变，因为原始数据和候选匹配一致为 ""eye""。",FLT4,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",FLT1,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",DLL4,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",VWF,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",EPHB4,32439707
Human,Eye,eye,"trabecular meshwork cell
```",MYOC,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",EPHB4,32439707
Human,Eye,eye,"trabecular meshwork cell
```",MGP,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",FLT1,32439707
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cells'
```

**解释**:  
- 修正细胞选择了 ""free_annotation='endothelial cells'""，因为它是候选细胞中最清晰、语法正确的复数形式描述，与原始数据中的 ""lymphatic endothelial cell"" 最接近。  
- 组织类型保持不变，因为原始数据和候选匹配一致为 ""eye""。",PROX1,32439707
Human,Eye,eye,"trabecular meshwork cell
```",AQP1,32439707
Human,Eye,eye,"retinal blood vessel endothelial cell
```",KDR,32439707
Human,Gastrointestinal tract,liver,"t cell
```",CD3D,32532891
Human,Gastrointestinal tract,small_intestine,"b cell
```",MS4A1,32532891
Human,Gastrointestinal tract,liver,"t cell
```",CD3E,32532891
Human,Gastrointestinal tract,small_intestine,"b cell
```",CD79A,32532891
Human,Gastrointestinal tract,small_intestine,"intestinal enteroendocrine cell
```",CHGA,32532891
Human,Gastrointestinal tract,small_intestine,"gut endothelial cell
```",VWF,32532891
Human,Gastrointestinal tract,liver,"macrophage
```",CD14,32532891
Human,Gastrointestinal tract,small_intestine,"gut endothelial cell
```",ENG,32532891
Human,Gastrointestinal tract,large_intestine,"fibroblast
```",ACTA2,32532891
Human,Gastrointestinal tract,large_intestine,"epithelial cell
```",EPCAM,32532891
Human,Gastrointestinal tract,small_intestine,"mast cell
```",CPA3,32532891
Human,Gastrointestinal tract,large_intestine,"epithelial cell
```",KRT18,32532891
Human,Gastrointestinal tract,liver,"t cell
```",CD2,32532891
Human,Gastrointestinal tract,large_intestine,"fibroblast
```",COL1A2,32532891
Human,Gastrointestinal tract,gastrointestinal_tract,"parietal_cell (未找到确切匹配)
```",ATP4A,32532891
Human,Gastrointestinal tract,large_intestine,"epithelial cell
```",KRT8,32532891
Human,Fetal liver,blood,"erythroid progenitor cell
```",SPINK1,32614947
Human,Undefined,bone marrow,"megakaryocyte
```",PF4,32614947
Human,Undefined,bone marrow,"megakaryocyte
```",ITGA2B,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",IL2RG,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD34,32614947
Human,Undefined,blood,"granulocyte
```",AZU1,32614947
Human,Undefined,bone marrow,"megakaryocyte
```",GP9,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD52,32614947
Human,Undefined,blood,"granulocyte
```",ITGAM,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",CD180,32614947
Human,Undefined,blood,"erythrocyte
```",MYC,32614947
Human,Undefined,unspecified,"macrophage
```",25F9,32614947
Human,Undefined,blood,"granulocyte
```",ITGAL,32614947
Human,Undefined,blood,"erythrocyte
```",KLF1,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD180,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",AZU1,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",CD34,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD33,32614947
Human,Undefined,blood,"erythrocyte
```",EPCAM,32614947
Human,Undefined,blood,"naive b cell
```",ITGB2,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",ITGB2,32614947
Human,Undefined,skin,"naive b cell
```",ITGB2,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",CD33,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",IL2RG,32614947
Human,Undefined,blood,"erythrocyte
```",GYPA,32614947
Human,Undefined,skin,"naive b cell
```",CD44,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",HBE1,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",GP9,32614947
Human,Undefined,blood,"granulocyte
```",PRNT3,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD44,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",KLF1,32614947
Human,Undefined,blood,"naive b cell
```",CD44,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",EPCAM,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD9,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",CD44,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",GATA2,32614947
Human,Undefined,blood,"granulocyte
```",ITGAL,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",CD44,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",ICAM2,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",IL3RA,32614947
Human,Undefined,blood,"naive b cell
```",CD33,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",KIT,32614947
Human,Undefined,fat,"mesenchymal stem cell
```",FRZB,32614947
Human,Undefined,blood,"erythrocyte
```",GYPA,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",IL3RA,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",PF4,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",GYPA,32614947
Human,Undefined,skin,"endothelial cell
```",CDH5,32614947
Human,Undefined,bone_marrow,"hematopoietic stem cell
```",CD52,32614947
Human,Undefined,bone_marrow,"erythroid progenitor
```",PRNT3,32614947
Human,Esophagus,esophagus,"myofibroblast cell
```",PLN,32712105
Human,Esophagus,esophagus,"myofibroblast cell
```",SERPINE1,32712105
Human,Esophagus,fat,"fibroblast
```",CCN2,32712105
Human,Esophagus,esophagus,"myofibroblast cell
```",CCN2,32712105
Human,Esophagus,fat,"fibroblast
```",SERPINE1,32712105
Human,Esophagus,esophagus,"myofibroblast cell
```",COL1A1,32712105
Human,Esophagus,esophagus,"myofibroblast cell
```",TAGLN,32712105
Human,Esophagus,esophagus,"myofibroblast cell
```",ACTA2,32712105
Human,Esophagus,fat,"fibroblast
```",ACTA2,32712105
Human,Esophagus,fat,"fibroblast
```",TAGLN,32712105
Human,Esophagus,fat,"fibroblast
```",PLN,32712105
Human,Esophagus,fat,"fibroblast
```",COL1A1,32712105
Human,Eye,eye,"cell_ontology_class='t cell', free_annotation='t cells'
```",CD2,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",CD79A,33187533
Human,Eye,eye,"cell_ontology_class='t cell', free_annotation='t cells'
```",NKG7,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",AIF1,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",CD68,33187533
Human,Eye,eye,"nk cell
```",CD2,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",CD163,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",KIT,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",CPA3,33187533
Human,Eye,eye,"cell_ontology_class='t cell', free_annotation='t cells'
```",CD8B,33187533
Human,Eye,eye,"retinal pigment epithelial cell
```",CD14,33187533
Human,Eye,eye,"nk cell
```",NKG7,33187533
Human,Eye,eye,"nk cell
```",CD8B,33187533
Human,Esophagus,esophagus,"cancer cell
```",CD19,33293583
Human,Esophagus,esophagus,"cancer cell
```",CD1C,33293583
Human,Esophagus,esophagus,"cancer cell
```",IL3RA,33293583
Human,Esophagus,esophagus,"cancer cell
```",KLRD1,33293583
Human,Esophagus,esophagus,"cancer cell
```",IGHG1,33293583
Human,Esophagus,esophagus,"cancer cell
```",CD3G,33293583
Human,Esophagus,esophagus,"cancer cell
```",VCAN,33293583
Human,Esophagus,esophagus,"cancer cell
```",CD68,33293583
Human,Esophagus,esophagus,"cancer cell
```",CD163,33293583
Human,Eye,eye,"retinal cell
```",CPODXL,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,RPE65,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,RBP1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,CSTV,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,CRYAB,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,CRABP1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,TIMP3,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,BEST1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,RLBP1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,CST3,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,ENPP2,33307245
Human,Eye,eye,"retinal cell
```",SPP1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,VEGFA,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,RGR,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,HNRNPH1,33307245
Human,Eye,eye,"retinal cell
```",STAC2,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,SERPINF1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,TYRP1,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,TYR,33307245
Human,Eye,eye,"retinal cell
```",PCDH9,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,PMEL,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,PLTP,33307245
Human,Eye,Eye,Retinal pigment epithelial cell,TTR,33307245
Human,Head and neck,blood,"cd4-positive helper t cell
```",CD3E,33332284
Human,Head and neck,blood,"cd4-positive helper t cell
```",CD3G,33332284
Human,Head and neck,blood,"cd4-positive helper t cell
```",CD3D,33332284
Human,Eye,eye,"eye photoreceptor cell
```",GNGT1,33513359
Human,Eye,eye,"eye photoreceptor cell
```",RCVRN,33513359
Human,Eye,eye,"eye photoreceptor cell
```",CRX,33513359
Human,Eye,eye,"eye photoreceptor cell
```",ARR3,33513359
Human,Eye,eye,"eye photoreceptor cell
```",GNAT1,33513359
Human,Eye,eye,"eye photoreceptor cell
```",PDE6H,33513359
Human,Esophagus,blood,"macrophage
```",CD68,33545035
Human,Esophagus,blood,"macrophage
```",FCGR3A,33545035
Human,Esophagus,esophagus,"mast cell
```",KIT,33545035
Human,Esophagus,esophagus,"dendritic cell
```",FCER1A,33545035
Human,Esophagus,blood,"plasmacytoid dendritic cell
```",LILRA4,33545035
Human,Esophagus,blood,"macrophage
```",CD14,33545035
Human,Esophagus,skin,"langerhans cell
```",CD207,33545035
Human,Esophagus,skin,"langerhans cell
```",CD1A,33545035
Human,Esophagus,lung,"macrophage
```",CD163,33545035
Human,Esophagus,esophagus,"dendritic cell
```",HLA-DQA1,33545035
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
```",PECAM1,33730555
Human,Eye,eye,"epithelial cell of lacrimal sac
```",LCN2,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",MYH11,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",TPM2,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",FOXC1,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",AQP5,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",KRT5,33730555
Human,Eye,eye,"cell_ontology_class='lacrimal gland functional unit cell', free_annotation='lacrimal gland functional unit cells'
```",PRR27,33730555
Human,Eye,eye,"lymphocyte
```",PTPRC,33730555
Human,Eye,eye,"cell_ontology_class='lacrimal gland functional unit cell', free_annotation='lacrimal gland functional unit cells'
```",HTN1,33730555
Human,Eye,eye,"epithelial cell of lacrimal sac
```",WFDC2,33730555
Human,Eye,eye,"cell_ontology_class='lacrimal gland functional unit cell', free_annotation='lacrimal gland functional unit cells'
```",LTF,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",PAX6,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",ACTA2,33730555
Human,Eye,eye,"lymphocyte
```",CD2,33730555
Human,Eye,eye,"cell_ontology_class='endothelial cell', free_annotation='endothelial cell'
```",CDH5,33730555
Human,Eye,eye,"lacrimal gland functional unit cell
```",MYLK,33730555
Human,Eye,eye,"cell_ontology_class='lacrimal gland functional unit cell', free_annotation='lacrimal gland functional unit cells'
```",SCGB2A1,33730555
Human,Esophagus,esophagus,"columnar epithelial cell (associated with Barrett's esophagus)
```",KRT20,33882290
Human,Esophagus,esophagus,"columnar epithelial cell (associated with Barrett's esophagus)
```",KRT7,33882290
Human,Esophagus,esophagus,"columnar epithelial cell (associated with Barrett's esophagus)
```",AGR2,33882290
Human,Esophagus,esophagus,"columnar epithelial cell (associated with Barrett's esophagus)
```",VIL1,33882290
Human,Esophagus,esophagus,"columnar epithelial cell (associated with Barrett's esophagus)
```",KRT8,33882290
Human,Fetal striatum,lateral ganglionic eminence,"d2-msn (medium spiny neuron)
```",GRIK3,33958447
Human,Fetal striatum,lateral ganglionic eminence,"intermediate progenitor cell
```",ASCL1,33958447
Human,Fetal striatum,lateral ganglionic eminence,"lge-lineage cell (lateral ganglionic eminence)
```",MEIS2,33958447
Human,Fetal striatum,lateral ganglionic eminence,"mature medium spiny neuron
```",BCL11B,33958447
Human,Fetal striatum,lateral ganglionic eminence,"pre-msn (medium spiny neuron)
```",OCT6,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d2-msn (medium spiny neuron)
```",SIX3,33958447
Human,Fetal striatum,lateral ganglionic eminence,"gabaergic neuron
```",GAD2,33958447
Human,Fetal striatum,eye,"radial glial cell
```",GSX2,33958447
Human,Fetal striatum,lateral ganglionic eminence,"medium spiny neuron
```",FOXP1,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d1-msn (medium spiny neuron)
```",TAC1,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d2-msn (medium spiny neuron)
```",SP9,33958447
Human,Fetal striatum,lateral ganglionic eminence,"neuron
```",DCX,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d1-msn (medium spiny neuron)
```",ISL1,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d1-msn (medium spiny neuron)
```",EBF1,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d1-msn (medium spiny neuron)
```",hfb_G_000352,33958447
Human,Fetal striatum,lateral ganglionic eminence,"d2-msn (medium spiny neuron)
```",SIX3-AS1,33958447
Human,Blood,Blood,Memory B cell,TCRβ,34163487
Human,Blood,Blood,Memory B cell,TCRα,34163487
Human,Gall bladder,gall bladder,"squamous cell
```",TP63,34171432
Human,Gall bladder,gall_bladder,"cell_ontology_class='cd8-positive', free_annotation='exhausted_cd8+_t_cell'
```",PDCD1,34171432
Human,Gall bladder,gall bladder,"squamous cell
```",S100A7,34171432
Human,Gall bladder,gall bladder,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",MRC1,34171432
Human,Gall bladder,gall bladder,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",CD163,34171432
Human,Gall bladder,gall_bladder,"cell_ontology_class='cd8-positive', free_annotation='exhausted_cd8+_t_cell'
```",LAG3,34171432
Human,Gall bladder,gall bladder,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",IL10,34171432
Human,Gall bladder,gall_bladder,"cell_ontology_class='cd8-positive', free_annotation='exhausted_cd8+_t_cell'
```",CTLA4,34171432
Human,Gall bladder,gall bladder,"cell_ontology_class='t cell', free_annotation='t cell'
```",FOXP3,34171432
Human,Gall bladder,gall bladder,"cell_ontology_class='macrophage', free_annotation='macrophage'
```",CD163,34171432
Human,Blood,Blood,Monocyte,CD14,34183838
Human,Blood,blood,"naive thymus-derived cd4-positive
```",IL2RA,34183838
Human,Blood,Blood,Monocyte,FCGR3A,34183838
Human,Blood,blood,"plasmacytoid dendritic cell
```",HLA-DR,34183838
Human,Blood,Blood,T cell,CD8A,34183838
Human,Blood,Blood,T cell,CD3,34183838
Human,Blood,blood,"memory cd4-positive t cell
```",CD45RO,34183838
Human,Blood,blood,"naive thymus-derived cd4-positive
```",CD4,34183838
Human,Blood,blood,"naive b cell
```",CD19,34183838
Human,Blood,Blood,Natural killer cell,NCAM1,34183838
Human,Esophagus,esophagus,"cancer cell
```",KRT5,34192657
Human,Esophagus,esophagus,"cancer cell
```",SOX2,34192657
Human,Esophagus,esophagus,"t cell
```",CD3D,34192657
Human,Esophagus,fat,"fibroblast
```",DCN,34192657
Human,Esophagus,esophagus,"t cell
```",CD3E,34192657
Human,Esophagus,esophagus,"plasma cell
```",IGHG4,34192657
Human,Esophagus,fat,"endothelial cell
```",RAMP2,34192657
Human,Esophagus,esophagus,"cancer cell
```",EPCAM,34192657
Human,Esophagus,esophagus,"b cell
```",CD79A,34192657
Human,Esophagus,esophagus,"naive T (Th0) cell
```",CCR7,34192657
Human,Esophagus,esophagus,"mast cell
```",TPSB2,34192657
Human,Esophagus,esophagus,"b cell
```",IGKC,34192657
Human,Esophagus,esophagus,"mast cell
```",CPA3,34192657
Human,Esophagus,esophagus,"macrophage
```",C1QB,34192657
Human,Esophagus,lung,"b cell
```",MS4A1,34192657
Human,Esophagus,esophagus,"plasma cell
```",IGHG1,34192657
Human,Esophagus,fat,"fibroblast
```",COL1A1,34192657
Human,Esophagus,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",SPRR3,34192657
Human,Esophagus,fat,"endothelial cell
```",VWF,34192657
Human,Esophagus,esophagus,"naive T (Th0) cell
```",LEF1,34192657
Human,Esophagus,esophagus,"macrophage
```",LYZ,34192657
Human,Esophagus,esophagus,"naive T (Th0) cell
```",TCF7,34192657
Human,Esophagus,tongue,"cell_ontology_class='epithelial cell', free_annotation='epithelial cell'
```",KRT13,34192657
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",CD14,34224783
Human,Blood,blood,"plasma cell
```",ERBB2,34225455
Human,Blood,blood,"plasma cell
```",MCAM,34225455
Human,Blood,blood,"plasma cell
```",LNGFR,34225455
Human,Blood,blood,"plasma cell
```",CSPG4,34225455
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",S100A4,34262563
Human,Blood,peripheral blood,"t cell
```",FABP5,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",IL32,34262563
Human,Blood,peripheral blood,"t cell
```",SELL,34262563
Human,Blood,peripheral blood,"t cell
```",PTMA,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",S100A10,34262563
Human,Blood,peripheral blood,"t cell
```",NCL,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",LGALS3,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",ALOX5AP,34262563
Human,Blood,peripheral blood,"t cell
```",HSPD1,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",MYL12A,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",S100A6,34262563
Human,Blood,peripheral blood,"t cell
```",NPM1,34262563
Human,Blood,blood,"cell_ontology_class='t cell', free_annotation='t cell'
```",LGALS1,34262563
Human,Blood,peripheral blood,"t cell
```",HSP90AB1,34262563
Human,Blood,peripheral blood,"t cell
```",HMGA1,34262563
Human,Eye,eye,"erythroid lineage cell
```",CD34,34280556
Human,Eye,Eye,Endothelial cell,PECAM1,34280556
Human,Eye,bone_marrow,"hematopoietic stem cell
```",CD34,34280556
Human,Eye,Eye,Endothelial cell,VWF,34280556
Human,Eye,lung,"capillary endothelial cell
```",CA4,34280556
Human,Eye,Eye,Endothelial cell,GJA4,34280556
Human,Eye,Eye,Endothelial cell,SEMA3G,34280556
Human,Eye,vasculature,"artery endothelial cell
```",CLDN5,34280556
Human,Blood,blood,"naive thymus-derived cd4-positive
```",TCF7,34282123
Human,Blood,blood,"cd8-positive, terminal effector t cell
```",NKG7,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",LEF1,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",SELL,34282123
Human,Blood,blood,"naive thymus-derived cd8-positive
```",CCR7,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",IL2RA,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",CCR7,34282123
Human,Blood,blood,"cd8-positive T cell
```",GZMK,34282123
Human,Blood,blood,"naive thymus-derived cd8-positive
```",SELL,34282123
Human,Blood,blood,"central memory cd8+ t cell
```",SELL,34282123
Human,Blood,blood,"naive thymus-derived cd8-positive
```",TCF7,34282123
Human,Blood,blood,"cd8-positive, terminal effector t cell
```",GZMA,34282123
Human,Blood,blood,"central memory cd8+ t cell
```",CD27,34282123
Human,Blood,blood,"cd8-positive, terminal effector t cell
```",PRF1,34282123
Human,Blood,blood,"naive thymus-derived cd8-positive
```",LEF1,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",TIGIT,34282123
Human,Blood,blood,"cd8-positive, terminal effector t cell
```",GZMB,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",CTLA4,34282123
Human,Blood,blood,"naive thymus-derived cd4-positive
```",FOXP3,34282123
Human,Blood,blood,"central memory cd8+ t cell
```",CCR7,34282123
Human,Blood,blood,"myeloid progenitor
```",CD44,34284135
Human,Blood,blood,"myeloid progenitor
```",PTPRC,34284135
Human,Blood,blood,"myeloid progenitor
```",PTPRC,34284135
Human,Blood,blood,"myeloid progenitor
```",CD34,34284135
Human,Blood,blood,"myeloid progenitor
```",MYB,34284135
Human,Blood,blood,"effector regulatory t(etreg) cell
```",GNLY,34322127
Human,Blood,blood,"effector regulatory t(etreg) cell
```",CD8A,34322127
Human,Blood,blood,"effector regulatory t(etreg) cell
```",PRF1,34322127
Human,Blood,blood,"effector regulatory t(etreg) cell
```",GZMH,34322127
Human,Blood,blood,"effector regulatory t(etreg) cell
```",GZMA,34322127
Human,Blood,blood,"cell_ontology_class='nk cell', free_annotation='natural killer cell'
```",NKG7,34324441
Human,Blood,blood,"cd4-positive helper t cell
```",RORA,34324441
Human,Blood,blood,"cd4-positive
```",CD69,34324441
Human,Blood,blood,"cd4-positive
```",STAT3,34324441
Human,Blood,blood,"cell_ontology_class='monocyte', free_annotation='monocyte'
```",PSAP,34324441
Human,Blood,blood,"naive b cell
```",HLA-DPB1,34324441
Human,Blood,blood,"memory b cell
```",LYN,34324441
Human,Blood,blood,"cd4-positive helper t cell
```",LTB,34324441
Human,Blood,blood,"cd4-positive
```",SOCS3,34324441
Human,Blood,blood,"activated cd8-positive T cell
```",CD3E,34324441
Human,Blood,blood,"gamma-delta T cell
```",TRDV2,34324441
