ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
blood,effector memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory cd8+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```",原始数据中组织类型为 blood，细胞类型为 effector memory cd8+ t cell。根据候选匹配，候选组织 2 为 blood，与原始组织一致，且候选细胞 1 和候选细胞 2 的 cell_ontology_class='cd8-positive' 也符合原始细胞类型的描述（CD8+ T 细胞）。尽管 free_annotation 为空，但结合组织和细胞本体信息，候选组织 2 中的候选细胞 1 或 2 是最合适的匹配。,found
blood,regulatory t(treg) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory t(treg) cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"regulatory t cell
```","原始数据中的组织类型为 blood，与候选匹配中的候选组织 2 (blood) 一致，因此无需修改组织类型。原始细胞类型为 regulatory t(treg) cell，虽然候选组织 2 中未直接列出 ""regulatory t cell"" 的精确匹配，但根据生物医学知识，regulatory t cells (Tregs) 属于 t cell 的一个亚型，且原始数据的标注更具体。因此，保留原始细胞类型的详细描述以确保准确性。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。根据候选匹配，候选组织 1 为 blood，并且其候选细胞类型均标注为 'cd8-positive'，与原始细胞类型的 CD8+ 特性一致。虽然没有直接标注 central memory，但这是更符合原始描述的选项。其他候选组织（如 skin 和 spleen）与原始数据中的组织类型不符，因此排除。,found
blood,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cells
```","原始数据中的组织类型 ""blood"" 与候选匹配中的组织类型一致，因此无需修正。原始细胞类型 ""effector memory t cell"" 是一种特定的 T 细胞亚型，而候选匹配中提供的细胞类型均为更广义的 ""t cell""（T 细胞）。由于候选匹配中没有提供更具体的 ""effector memory t cell"" 的选项，选择最接近的 ""t cell"" 类别是合理的标准化处理方式。在候选细胞中，所有选项本质上描述相同类型，但 ""t cells"" 是最常见的标准化表达形式。",found
blood,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'
  候选细胞 5: cell_ontology_class='t cell', free_annotation='t lymphocytes'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始数据中的组织类型 ""blood"" 是准确的，与候选匹配中的 ""blood"" 一致，因此无需修正。原始细胞类型 ""effector memory t cell"" 是一种特定的功能性 T 细胞亚群，但在候选匹配中没有完全对应的选项。候选细胞类型均标注为更广义的 ""t cell""，这表明当前分类系统可能不支持进一步细分到功能性亚型。因此，选择最接近的广义匹配 ""t cell"" 作为修正后的细胞类型。",found
blood,regulatory t(treg) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory t(treg) cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始数据中明确标注组织为 blood，且细胞类型为 regulatory t(treg) cell。在候选匹配中，候选组织 2 (blood) 更符合原始组织标注。然而，候选细胞类型中没有直接标注为 ""regulatory t cell"" 的选项，所有候选细胞类型均宽泛标注为 ""t cell""。尽管如此，基于原始数据的描述和候选匹配的限制，最接近的修正是保留组织为 blood，并将细胞类型修正为更通用的 ""t cell""。",found
blood,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"central memory cd4-positive t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd4+ t cell。在候选匹配中，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd4-positive' 符合 CD4+ T 细胞的描述。其他候选组织（如 skin 和 spleen）虽然也有 CD4 阳性细胞，但不符合原始数据中的组织来源。,found
blood,effector memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory cd8+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```",原始数据中明确指出组织类型为 blood，且细胞类型为 effector memory cd8+ t cell。在候选匹配中，候选组织 2 是 blood，与原始组织一致；同时候选细胞 1 和候选细胞 2 的 cell_ontology_class='cd8-positive' 也符合原始细胞类型的描述。因此，最合适的修正结果应基于候选组织 2 和其对应的候选细胞。,found
blood,naive cd4 t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive cd4 t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='naive thymus-derived cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 4: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='naive thymus-derived cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"naive thymus-derived cd4-positive
```",原始数据中组织类型为 blood，细胞类型为 naive cd4 t cell。根据候选匹配，候选组织 1 的 tissue 类型与原始数据一致（blood），并且其候选细胞 2 的 cell_ontology_class='naive thymus-derived cd4-positive' 最符合原始数据中的细胞描述。候选组织 2 的 skin 与原始数据不符，因此排除。,found
blood,naive cd4 t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: naive cd4 t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='naive thymus-derived cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 4: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='naive thymus-derived cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"naive thymus-derived cd4-positive
```","原始数据中的组织类型为 blood，与候选组织 1 匹配。原始细胞类型为 naive cd4 t cell，这与候选细胞 2 的描述 ""naive thymus-derived cd4-positive"" 最为一致，因为它明确指出了“naive”和“cd4-positive”的特性，符合原始数据的语义。候选组织 2 的 skin 不符合原始数据的组织类型。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。候选匹配中，只有候选组织 1 (blood) 的细胞类型与原始数据一致，均为 cd8-positive，符合 central memory cd8+ t cell 的描述。其他候选组织（如 skin 和 spleen）虽然也有 cd8-positive 细胞，但与原始数据的组织来源不符，因此排除。,found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"central memory cd8+ t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。根据候选匹配，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd8-positive' 符合 CD8+ T 细胞的描述。其他候选组织（如 skin 和 spleen）虽然也有 CD8 阳性细胞，但不符合原始标注的组织来源。此外，free_annotation 为空，不影响匹配结果。,found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"central memory cd8+ t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。根据候选匹配，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd8-positive' 符合 CD8+ T 细胞的描述。其他候选组织（如 skin 和 spleen）虽然也有 CD8 阳性细胞，但不符合原始数据中的组织来源。此外，free_annotation 为空，不影响最终判断。,found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive, central memory t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。候选匹配中，只有候选组织 1 (blood) 与原始组织一致，并且其候选细胞 1 和候选细胞 2 的 cell_ontology_class='cd8-positive' 符合原始细胞类型的描述。尽管 free_annotation 为空，但结合上下文，候选细胞 1 或候选细胞 2 是最合适的匹配。其他候选组织（如 skin 和 spleen）与原始组织不符，因此排除。,found
blood,conventional dendritic cell 2(cdc2),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: conventional dendritic cell 2(cdc2)

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='plasmacytoid dendritic cell', free_annotation='plasmacytoid dendritic cell'
  候选细胞 2: cell_ontology_class='cd141-positive myeloid dendritic cell', free_annotation='cd141-positive myeloid dendritic cell'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='dendritic cell', free_annotation='dendritic cells'
  候选细胞 2: cell_ontology_class='dendritic cell', free_annotation='dendritic cell'

候选组织 3: skin
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd1c-positive myeloid dendritic cell
```",原始数据中组织类型为 blood，细胞类型为 conventional dendritic cell 2 (cdc2)。根据候选匹配，候选组织 1 的组织类型与原始数据一致，且候选细胞 3（cd1c-positive myeloid dendritic cell）最符合 cdc2 的定义，因为 cd1c 是 conventional dendritic cell 2 的标志性分子。其他候选组织和细胞类型要么不匹配原始组织（如 lung 和 skin），要么不符合 cdc2 的特性（如 plasmacytoid dendritic cell 和 cd141-positive myeloid dendritic cell）。因此，选择候选组织 1 和候选细胞 3 作为修正结果。,found
blood,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive central memory t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd4+ t cell。在候选匹配中，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd4-positive' 符合 CD4+ T 细胞的描述。其他候选组织（如 skin 和 spleen）虽然也有 CD4 阳性细胞，但不符合原始数据中的组织来源 (blood)。因此，最合适的修正是保留组织为 blood，并将细胞类型修正为更标准化的描述。,found
blood,effector memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory cd8+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```",原始数据中明确标注组织为 blood，且细胞类型为 effector memory cd8+ t cell。在候选匹配中，候选组织 2 是 blood，与原始组织一致；同时候选细胞 1 和候选细胞 2 的 cell_ontology_class='cd8-positive' 与原始细胞类型的 CD8+ 特性相符。尽管 free_annotation 为空，但综合来看，候选组织 2 和其下的候选细胞 1 或 2 最符合原始数据的描述。,found
blood,effector memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: effector memory cd8+ t cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive
```","原始数据中明确指出组织类型为 blood，且细胞类型为 effector memory cd8+ t cell。在候选匹配中，候选组织 2 是唯一与原始组织一致的选项（blood）。同时，候选细胞 1 和候选细胞 2 在候选组织 2 中均标注为 'cd8-positive'，这与原始细胞类型中的 CD8+ 特性一致。尽管候选细胞未明确标注为 ""effector memory""，但基于上下文和最接近的语义匹配，候选细胞 1 或 2 是最合适的选择。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"central memory cd8+ t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。根据候选匹配，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd8-positive' 符合 CD8+ T 细胞的定义。其他候选组织（如 skin 和 spleen）虽然也有 CD8 阳性细胞，但与原始数据中的组织类型不符，因此排除。,found
blood,regulatory t(treg) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: regulatory t(treg) cell

    候选匹配:
候选组织 1: skin
  候选细胞 1: cell_ontology_class='regulatory t cell', free_annotation='regulatory t cell'

候选组织 2: blood
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"t cell
```","原始数据中明确指出组织类型为 blood，而候选匹配中只有候选组织 2 与之对应，因此修正组织应为 blood。关于细胞类型，原始数据标注为 regulatory t(treg) cell，虽然候选组织 2 中没有直接标注为 regulatory t cell 的选项，但根据上下文和领域知识，regulatory t cell 是 t cell 的一个特定亚型，且候选细胞 1 至 4 均未具体区分亚型。因此，选择最接近的通用父类 ""t cell"" 作为修正细胞类型。",found
blood,central memory cd8+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd8+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd8-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd8-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd8-positive central memory t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd8+ t cell。在候选匹配中，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd8-positive' 与原始细胞类型的 CD8+ 特性相符。其他候选组织（如 skin 和 spleen）虽然也有 cd8-positive 细胞，但不符合原始数据的组织标注。此外，free_annotation 为空，不影响匹配结果。,found
blood,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"cd4-positive
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd4+ t cell。根据候选匹配，只有候选组织 1 (blood) 提供了与原始组织一致的选项，并且其候选细胞类型中多次出现 'cd4-positive'，这与原始细胞类型的描述部分吻合。尽管候选匹配未直接标注 central memory，但综合来看，候选组织 1 和其候选细胞 1 或 2 是最符合原始数据的选项。,found
blood,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: blood
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: blood
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 2: cell_ontology_class='cd4-positive', free_annotation=''
  候选细胞 3: cell_ontology_class='cd8-positive', free_annotation=''

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd4-positive', free_annotation=''


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",blood,"central memory cd4-positive t cell
```",原始数据中明确标注组织为 blood，且细胞类型为 central memory cd4+ t cell。候选匹配中，只有候选组织 1 (blood) 的细胞类型与原始数据一致，并且其 cell_ontology_class='cd4-positive' 符合 CD4+ T 细胞的描述。其他候选组织（如 skin 和 spleen）与原始数据的组织类型不符，因此排除。,found
