ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
liver,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```",原始细胞类型“effector memory t cell”是T细胞的一种亚型，属于T细胞的范畴。候选匹配中所有细胞类型的cell_ontology_class均为“t cell”，且free_annotation与T细胞相关。根据优先选择最匹配的组织-细胞类型组合的原则，原始数据中的细胞类型可以归类为“t cell”。此外，候选组织“liver”与原始组织一致，因此无需修改组织类型。,found
liver,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型为 ""effector memory t cell""，属于 T 细胞的一种亚型。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，并且 free_annotation 的相似度最高的是 ""t cell""（相似度 0.93）。虽然没有精确匹配到 ""effector memory t cell""，但 T 细胞是一个更广义的分类，涵盖了 effector memory t cell。因此，最合适的修正是将细胞类型修正为 ""t cell""，组织类型保持不变。",found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""central memory cd4+ t cell"" 是一种特定亚型的 T 细胞，而候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，这与原始细胞类型存在包含关系（即 central memory cd4+ t cell 属于 t cell 的子集）。根据优先选择最匹配的组织-细胞类型组合的原则，候选细胞 1 的 free_annotation='t cell' 与原始细胞类型的相似度最高 (0.93)，因此选择其对应的 cell_ontology_class='t cell' 作为修正结果。组织类型 ""liver"" 在原始数据和候选匹配中一致，无需修正。",found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""central memory cd4+ t cell"" 是一种特定亚型的 T 细胞，而候选匹配中的细胞类型均为更广义的 ""t cell""（通过 cell_ontology_class 确认）。虽然没有精确匹配的亚型，但原始细胞类型属于候选细胞类型的子集（即包含关系），因此选择最相似的 ""t cell"" 作为修正结果。组织类型 ""liver"" 在候选匹配中一致，无需修改。",found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型为 ""central memory cd4+ t cell""，属于特定亚型的 T 细胞。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，虽然没有精确匹配到 ""central memory cd4+ t cell"" 或其直接亚型，但 ""t cell"" 是其父类，符合包含关系，因此可以认为匹配成功。此外，原始组织 ""liver"" 与候选组织一致，无需修正。",found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型为 ""central memory cd4+ t cell""，虽然候选匹配中没有完全一致的细胞类型，但所有候选细胞类型的 cell_ontology_class 都是 ""t cell""，而 ""central memory cd4+ t cell"" 是 ""t cell"" 的一种亚型，属于包含关系。因此，最合适的修正是将细胞类型修正为 ""t cell""。组织类型 ""liver"" 与候选组织匹配一致，无需修改。",found
liver,plasmacytoid dendritic cell(pdc),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: plasmacytoid dendritic cell(pdc)

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='liver dendritic cell', free_annotation='dendritic cell' (相似度: 0.86)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.08)
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='enodthelial cell' (相似度: 0.08)
  候选细胞 4: cell_ontology_class='endothelial cell', free_annotation='endothelial cell' (相似度: 0.08)
  候选细胞 5: cell_ontology_class='nk cell', free_annotation='nk cell' (相似度: 0.07)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"liver dendritic cell
```","原始细胞类型为“plasmacytoid dendritic cell (pdc)”，与候选匹配中的“cell_ontology_class='liver dendritic cell', free_annotation='dendritic cell'”最为接近。虽然原始数据中具体提到了“plasmacytoid dendritic cell”，但候选匹配中的“dendritic cell”是更广义的类别，且组织类型“liver”一致，因此认为其匹配。根据规则，选择cell_ontology_class作为修正结果。",found
liver,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""effector memory t cell"" 是一种特定功能状态的 T 细胞，属于 T 细胞的子类。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，且 free_annotation 的相似度最高为 0.93（对应 ""t cell""）。根据优先选择最匹配的组织-细胞类型组合的原则，并考虑到原始细胞类型与候选匹配中的细胞类型存在包含关系（effector memory t cell 属于 t cell），因此修正结果应为 ""t cell""。",found
liver,naive b cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: naive b cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.35)
  候选细胞 2: cell_ontology_class='endothelial cell', free_annotation='enodthelial cell' (相似度: 0.33)
  候选细胞 3: cell_ontology_class='endothelial cell', free_annotation='endothelial cell' (相似度: 0.33)
  候选细胞 4: cell_ontology_class='nk cell', free_annotation='nk cell' (相似度: 0.31)
  候选细胞 5: cell_ontology_class='nk cell', free_annotation='natural killer cell' (相似度: 0.29)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"naive b cell
```",原始细胞类型为 naive b cell，而候选匹配中没有与之直接匹配或相关的细胞类型。候选细胞类型主要为 t cell、endothelial cell 和 nk cell，这些细胞类型与 naive b cell 既无包含关系也无发育关系，且相似度较低。因此，没有合适的匹配结果，保持原始数据不变。,found
liver,t follicular helper(tfh) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: t follicular helper(tfh) cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.70)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.62)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t lymphocytes' (相似度: 0.57)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.50)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```",原始细胞类型为“t follicular helper(tfh) cell”，这是一种特定的T细胞亚型。候选匹配中没有直接提到“t follicular helper cell”或其同义词，但所有候选细胞类型均指向更广义的“t cell”（T细胞）。由于“t follicular helper cell”属于“t cell”的子类，符合包含关系的匹配原则，因此选择最相似的“t cell”作为修正结果。原始组织“liver”与候选组织一致，无需修正。,found
liver,t follicular helper(tfh) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: t follicular helper(tfh) cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.70)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.62)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t lymphocytes' (相似度: 0.57)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.50)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```",原始细胞类型为“t follicular helper (tfh) cell”，这是一种特定的T细胞亚型。在候选匹配中，所有细胞类型的cell_ontology_class均为“t cell”，虽然没有直接提到“t follicular helper cell”，但“t cell”是其父类，符合包含关系。因此，最合适的修正是将细胞类型修正为“t cell”。组织类型“liver”与候选匹配一致，无需修改。,found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""central memory cd4+ t cell"" 是一种特定亚型的 T 细胞，属于更广泛的 T 细胞类别。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，与原始细胞类型存在包含关系。根据优先选择最匹配的组织-细胞类型组合的原则，候选细胞 1 的 free_annotation='t cell' 最为通用且相似度最高 (0.93)，因此选择其对应的 cell_ontology_class='t cell' 作为修正结果。组织类型 ""liver"" 在原始数据和候选匹配中一致，无需修正。",found
liver,central memory cd4+ t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: central memory cd4+ t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""central memory cd4+ t cell"" 是一种特定亚型的 T 细胞，而候选匹配中的细胞类型均为更广义的 ""t cell""。尽管没有精确匹配的亚型，但原始细胞类型属于 T 细胞的范畴，因此可以匹配到 ""t cell""。根据相似度最高的候选细胞 1 (free_annotation='t cell')，其对应的 cell_ontology_class 为 't cell'，这是最合适的修正结果。组织类型 ""liver"" 在候选匹配中一致，无需修正。",found
liver,naive cd4 t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: naive cd4 t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型为 ""naive cd4 t cell""，虽然候选匹配中没有完全一致的细胞类型，但所有候选细胞类型的 cell_ontology_class 都是 ""t cell""，这与原始细胞类型存在包含关系（naive cd4 t cell 是 t cell 的一种亚型）。因此，选择最相似的候选细胞类型 ""cell_ontology_class='t cell', free_annotation='t cell'"" 作为修正结果。组织类型保持不变。",found
liver,t follicular helper(tfh) cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: t follicular helper(tfh) cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.70)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.62)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.62)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t lymphocytes' (相似度: 0.57)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.50)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型为 ""t follicular helper(tfh) cell""，这是一种特定的T细胞亚型。候选匹配中没有直接提到 ""t follicular helper cell"" 或其同义词，但所有候选细胞类型均为更广义的 ""t cell""（T细胞）。根据规则，原始细胞类型与候选细胞类型之间存在包含关系（Tfh细胞属于T细胞的一种），因此可以匹配到 ""t cell""。此外，候选组织 ""liver"" 与原始组织一致，无需修正。",found
liver,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""effector memory t cell"" 是一种特定功能状态的 T 细胞，属于 T 细胞的子类。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，与原始细胞类型存在包含关系，因此可以认为它们是匹配的。根据相似度最高的候选细胞 1 (free_annotation='t cell'，相似度 0.93)，选择其对应的 cell_ontology_class 作为修正结果。",found
liver,effector memory t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和从标准文件中检索得到的候选匹配，给出最合适的修正结果。修正时，优先选择与原始数据最匹配的组织-细胞类型组合。如果原始细胞类型与候选匹配中的细胞类型是包含关系，或细胞之间有发育关系等，也认为其匹配。注意，如果细胞类型匹配的是free_annotation，需要用其对应的cell_ontology_class作为细胞修正的结果。如果你认为没有合适的匹配，则保持原始数据不变。

    原始数据:
    - 原始组织: liver
    - 原始细胞类型: effector memory t cell

    候选匹配:
候选组织 1: liver
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cell' (相似度: 0.93)
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t-cells' (相似度: 0.67)
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t cells' (相似度: 0.67)
  候选细胞 4: cell_ontology_class='t cell', free_annotation='alpha-beta t cell' (相似度: 0.67)
  候选细胞 5: cell_ontology_class='t cell', free_annotation='alpha beta t cell' (相似度: 0.67)


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",liver,"t cell
```","原始细胞类型 ""effector memory t cell"" 是一种特定功能状态的 T 细胞，属于 T 细胞的大类。候选匹配中所有细胞类型的 cell_ontology_class 都是 ""t cell""，且 free_annotation 的相似度最高为 0.93（对应 ""t cell""）。根据规则，原始细胞类型与候选匹配中的细胞类型存在包含关系（effector memory t cell 属于 t cell），因此选择最匹配的组合。",found
