species,tissue_type,cell_name,marker,pmid
Human,"Blood, spleen",Megakaryocyte,PF4,32351704
Human,"Blood, spleen",Megakaryocyte,GNG11,32351704
Human,"Blood, spleen",Megakaryocyte,CAVIN2,32351704
Human,"Blood, spleen",Megakaryocyte,NRGN,32351704
Human,"Blood, spleen",Megakaryocyte,MYL9,32351704
Human,"Blood, spleen",Megakaryocyte,SPARC,32351704
Human,"Blood, spleen",Megakaryocyte,TUBB1,32351704
Human,"Blood, spleen",Megakaryocyte,ITGA2B,32351704
Human,"Blood, spleen",Megakaryocyte,PIG6B,32351704
Human,"Spleen, liver",cDC1,CLEC9A,32351704
Human,"Spleen, liver",cDC1,PTTG1,32351704
Human,"Spleen, liver",cDC1,H4C3,32351704
Human,"Blood, spleen, liver",pDC,HLA-DQA1,32351704
Human,"Blood, spleen, liver",pDC,HLA-DQB1,32351704
Human,"Blood, spleen, liver",pDC,CD1C,32351704
Human,"Blood, spleen, liver",pDC,PPA1,32351704
Human,"Blood, spleen, liver",pDC,FCER1A,32351704
Human,spleen,"naive b cell
```",LILRA4,32351704
Human,spleen,"naive b cell
```",TCF4,32351704
Human,spleen,"naive b cell
```",CCDC50,32351704
Human,spleen,"naive b cell
```",IRF8,32351704
Human,spleen,"naive b cell
```",BCL11A,32351704
Human,spleen,"naive b cell
```",ITM2C,32351704
Human,spleen,"naive b cell
```",C12orf75,32351704
Human,spleen,"naive b cell
```",IRF7,32351704
Human,spleen,"naive b cell
```",SPIB,32351704
Human,spleen,"naive b cell
```",TCL1A,32351704
Human,spleen,"naive b cell
```",IGHD,32351704
Human,spleen,"naive b cell
```",IGHM,32351704
Human,spleen,"naive b cell
```",FCER2,32351704
Human,spleen,"naive b cell
```",CXCR4,32351704
Human,spleen,"naive b cell
```",APLP2,32351704
Human,spleen,"naive b cell
```",PLPP5,32351704
Human,spleen,"naive b cell
```",IL4R,32351704
Human,Spleen,MZB,SMIM14,32351704
Human,Spleen,MZB,CD27,32351704
Human,Spleen,MZB,CR2,32351704
Human,Spleen,MZB,KLK1,32351704
Human,Spleen,MZB,ITM2C,32351704
Human,Spleen,MZB,DNASE1L3,32351704
Human,Spleen,MZB,HES4,32351704
Human,Spleen,MZB,ABI3,32351704
Human,Spleen,MZB,CHI3L2,32351704
Human,"Blood, spleen, liver",cMBC,TSC22D3,32351704
Human,"Blood, spleen, liver",cMBC,CRIP1,32351704
Human,"Blood, spleen, liver",cMBC,COCH,32351704
Human,"Blood, spleen, liver",cMBC,CD27,32351704
Human,"Blood, spleen, liver",cMBC,ITGB1,32351704
Human,"Blood, spleen, liver",cMBC,ANXA2,32351704
Human,"Blood, spleen, liver",cMBC,IGHA2,32351704
Human,"Spleen, liver",CD11c+ ABC,FGR,32351704
Human,"Spleen, liver",CD11c+ ABC,FCRL5,32351704
Human,"Spleen, liver",CD11c+ ABC,MPHOSPH6,32351704
Human,"Spleen, liver",CD11c+ ABC,FCRL3,32351704
Human,"Spleen, liver",CD11c+ ABC,MACROD2,32351704
Human,"Spleen, liver",CD11c+ ABC,HSPB1,32351704
Human,"Spleen, liver",CD11c+ ABC,CELC2D,32351704
Human,"Spleen, liver",CD11c+ ABC,CD72,32351704
Human,"Spleen, liver",GCB,EGR3,32351704
Human,"Spleen, liver",GCB,CD83,32351704
Human,"Spleen, liver",GCB,DUSP2,32351704
Human,"Spleen, liver",GCB,EGR2,32351704
Human,"Spleen, liver",GCB,NR4A1,32351704
Human,"Spleen, liver",GCB,MYC,32351704
Human,"Spleen, liver",GCB,TNF,32351704
Human,"Spleen, liver",GCB,NFKBID,32351704
Human,"Spleen, liver",GCB,NFKBIA,32351704
Human,"Spleen, liver",GCB,CD69,32351704
Human,spleen,"naive b cell
```",ISG15,32351704
Human,spleen,"naive b cell
```",IFI6,32351704
Human,spleen,"naive b cell
```",IFIT3,32351704
Human,spleen,"naive b cell
```",IFIT1,32351704
Human,spleen,"naive b cell
```",IFI44L,32351704
Human,spleen,"naive b cell
```",MX1,32351704
Human,spleen,"naive b cell
```",ISG20,32351704
Human,spleen,"naive b cell
```",IRF7,32351704
Human,spleen,"naive b cell
```",SAMD9L,32351704
Human,spleen,"naive b cell
```",IFI44,32351704
Human,spleen,"naive b cell
```",ARPC1B,32351704
Human,spleen,"naive b cell
```",CD1C,32351704
Human,spleen,"naive b cell
```",PCLAF,32351704
Human,spleen,"naive b cell
```",ZBTB32,32351704
Human,spleen,"naive b cell
```",STAC3,32351704
Human,spleen,"naive b cell
```",DUS2,32351704
Human,spleen,"naive b cell
```",PTPN1,32351704
Human,spleen,"naive b cell
```",CPNE5,32351704
Human,spleen,"plasma cell
```",UBE2C,32351704
Human,spleen,"plasma cell
```",TOP2A,32351704
Human,spleen,"plasma cell
```",CKS2,32351704
Human,spleen,"plasma cell
```",KPNA2,32351704
Human,spleen,"plasma cell
```",CDC20,32351704
Human,spleen,"plasma cell
```",UBE2S,32351704
Human,spleen,"plasma cell
```",TUBB4B,32351704
Human,spleen,"plasma cell
```",PTTG1,32351704
Human,spleen,"plasma cell
```",H4C3,32351704
Human,spleen,"plasma cell
```",RRM2,32351704
Human,spleen,"plasma cell
```",PCLAF,32351704
Human,spleen,"plasma cell
```",DUT,32351704
Human,spleen,"plasma cell
```",MKI67,32351704
Human,"Blood, spleen, liver",PB,JCHAIN,32351704
Human,"Blood, spleen, liver",PB,DPEP1,32351704
Human,"Blood, spleen, liver",PB,IGHA2,32351704
Human,"Blood, spleen, liver",PB,IGKC,32351704
Human,"Blood, spleen, liver",C3-PC,HERPUD1,32351704
Human,"Blood, spleen, liver",C3-PC,SLC3A2,32351704
Human,"Blood, spleen, liver",C3-PC,PSAT1,32351704
Human,"Blood, spleen, liver",C3-PC,SLC1A5,32351704
Human,"Blood, spleen, liver",C3-PC,EIF1,32351704
Human,"Blood, spleen, liver",C3-PC,MTHFD2,32351704
Human,"Blood, spleen, liver",C3-PC,WARS1,32351704
Human,"Blood, spleen, liver",C3-PC,EIF4EBP1,32351704
Human,"Blood, spleen, liver",C3-PC,HSPA5,32351704
Human,"Spleen, liver",C4-PC,IGLL5,32351704
Human,"Spleen, liver",C4-PC,IGLL1,32351704
Human,"Spleen, liver",C4-PC,SSR4,32351704
Human,"Spleen, liver",C4-PC,SDC1,32351704
Human,blood,"classical monocyte
```",CD14,32377375
Human,blood,"non-classical monocyte
```",CD16,32377375
Human,blood,"monocyte
```",CD14,32377375
Human,blood,"monocyte
```",CD16,32377375
Human,Blood,CD1C+ cDC2 (M4),CD1C,32377375
Human,Blood,CLEC9A+ cDC1 (M5),CLEC9A,32377375
Human,Blood,pDC (CLEC4C+CD123+) (M6),CLEC4C,32377375
Human,Blood,pDC (CLEC4C+CD123+) (M6),IL3RA,32377375
Human,blood,"classical monocyte
```",IL1β,32377375
Human,blood,"classical monocyte
```",JUN,32377375
Human,blood,"classical monocyte
```",FOS,32377375
Human,blood,"classical monocyte
```",JUNB,32377375
Human,blood,"classical monocyte
```",KLF6,32377375
Human,blood,"classical monocyte
```",CCL4,32377375
Human,blood,"classical monocyte
```",CXCR4,32377375
Human,blood,"classical monocyte
```",IFRD1,32377375
Human,blood,"classical monocyte
```",IRF1,32377375
Human,blood,"classical monocyte
```",IFI6,32377375
Human,Blood,NK cells,NCAM1,32377375
Human,Blood,NK cells,KLRF1,32377375
Human,Blood,NK cells,KLRC1,32377375
Human,Blood,NK cells,KLRD1,32377375
Human,blood,"nk cell
```",NCAM1,32377375
Human,blood,"nk cell
```",CD16,32377375
Human,blood,"nk cell
```",CD16,32377375
Human,blood,"nk cell
```",NCAM1,32377375
Human,blood,"cd4-positive, alpha-beta t cell
```",CD3E,32377375
Human,blood,"cd4-positive, alpha-beta t cell
```",CD4,32377375
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",CCR7,32377375
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",LEF1,32377375
Human,blood,"naive thymus-derived cd4-positive, alpha-beta t cell
```",TCF7,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",CCR7,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",AQP3,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",CD69,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",CCR6,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",CXCR6,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",CCL5,32377375
Human,blood,"cd4-positive, alpha-beta memory t cell
```",PRDM1,32377375
Human,blood,"t cell
```",FOXP3,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",CD8A,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",CD8B,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",CCR7,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",LEF1,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",TCF7,32377375
Human,blood,"cd8-positive, alpha-beta cytokine secreting effector t cell
```",GZMK,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",GZMB,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",GNLY,32377375
Human,blood,"cd8-positive, alpha-beta t cell
```",PRF1,32377375
Human,blood,"t cell
```",TYMS,32377375
Human,blood,"t cell
```",MKI67,32377375
Human,PBMCs,Myeloid cells,CD14,32377375
Human,PBMCs,Myeloid cells,CD1C,32377375
Human,PBMCs,Myeloid cells,FCGR3A,32377375
Human,PBMCs,NK and T cells,CD3E,32377375
Human,PBMCs,NK and T cells,CD4,32377375
Human,PBMCs,NK and T cells,CD8A,32377375
Human,PBMCs,NK and T cells,NCAM1,32377375
Human,PBMCs,B cells,CD19,32377375
Human,PBMCs,Naïve B cells (B1),CD19,32377375
Human,PBMCs,Naïve B cells (B1),CD20 (MS4A1),32377375
Human,PBMCs,Naïve B cells (B1),IGHD,32377375
Human,PBMCs,Naïve B cells (B1),IGHM,32377375
Human,PBMCs,Naïve B cells (B1),IL4R,32377375
Human,PBMCs,Naïve B cells (B1),TCL1A,32377375
Human,PBMCs,Memory B cells (B2),CD27,32377375
Human,PBMCs,Memory B cells (B2),CD38,32377375
Human,PBMCs,Memory B cells (B2),IGHG,32377375
Human,PBMCs,Immature B cells (B3),CD19,32377375
Human,PBMCs,Immature B cells (B3),CD20 (MS4A1),32377375
Human,PBMCs,Plasma cells (B4),XBP1,32377375
Human,PBMCs,Plasma cells (B4),MZB1,32377375
Human,blood,"classical monocyte
```",CD14,32377375
Human,blood,"non-classical monocyte
```",FCGR3A,32377375
Human,Peripheral blood,CD1C+ cDC2,CD1C,32377375
Human,Peripheral blood,CLEC9A+ cDC1,CLEC9A,32377375
Human,Peripheral blood,pDC (CLEC4C+CD123+),CLEC4C,32377375
Human,blood,"myeloid progenitor
```",IL-1β,32377375
Human,Blood,Classical monocyte,CD14,32377375
Human,blood,"monocyte
```",CD14+IL1β,32377375
Human,blood,"naive b cell
```",MME,32377375
Human,blood,"naive b cell
```",IL4R,32377375
Human,blood,"memory b cell
```",CD38,32377375
Human,blood,"memory b cell
```",CD27,32377375
Human,blood,"naive b cell
```",MZB1,32377375
Human,blood,"plasma cell
```",IGHA1,32377375
Human,Skin,Dermal DCs,ITGAX (CD11c),32403085
Human,skin,"cd1a+ cells
```",CD1a,32403085
Human,skin,"dendritic cell (cd1a+)
```",CD1a,32403085
Human,skin,"dendritic cell (itgax+)
```",ITGAX,32403085
Human,blood,"t cell
```",CD3D,32405063
Human,blood,"t cell
```",CD3E,32405063
Human,blood,"cd8-positive, alpha-beta t cell
```",CD3E,32405063
Human,blood,"cd8-positive, alpha-beta t cell
```",CD8A,32405063
Human,blood,"naive b cell
```",CD79A,32405063
Human,blood,"classical monocyte
```",CD14,32405063
Human,blood,"nk cell
```",NKG7,32405063
Human,Trabecular meshwork,TM cells,CHI3L1,32439707
Human,Trabecular meshwork,TM cells,MGP,32439707
Human,Trabecular meshwork,TM cells,AQP1,32439707
Human,Trabecular meshwork,TM cells,MYOC,32439707
Human,Trabecular meshwork,Schwann cell-like clusters,AQP7P1,32439707
Human,Trabecular meshwork,Schwann cell-like clusters,SCN7A,32439707
Human,Trabecular meshwork,TM1 fibroblast cell cluster,DCN,32439707
Human,Trabecular meshwork,TM1 fibroblast cell cluster,PDGFRA,32439707
Human,muscle,"smooth muscle cell
```",MYH11,32439707
Human,Trabecular meshwork,TM2 and smooth muscle cluster,TAGLN,32439707
Human,Trabecular meshwork,Lymphatic-like endothelial cell cluster,LYVE1,32439707
Human,Trabecular meshwork,Lymphatic-like endothelial cell cluster,C1QB,32439707
Human,Trabecular meshwork,Lymphatic-like endothelial cell cluster,TYROBP,32439707
Human,Conventional outflow tract,TM2 and TM1 cell clusters,CHI3L1,32439707
Human,Conventional outflow tract,All cell clusters (more preference for TM1 and TM2),MGP,32439707
Human,Conventional outflow tract,TM2 and smooth muscle cell clusters,AQP1,32439707
Human,Conventional outflow tract,"All cell clusters (more preference for Schwann cell-like, TM2, smooth muscle cell, melanocyte, and myelinating Schwann cell clusters)",CRYAB,32439707
Human,Conventional outflow tract,"Lymphatic-like and vascular endothelial and Schwann cell-like cell clusters, with some TM1 and TM2 expression",PLAT,32439707
Human,Conventional outflow tract,TM1 and TM2 cell clusters,PDPN (D2-40),32439707
Human,Conventional outflow tract,TM cells,Angpt1,32439707
Human,Conventional outflow tract,Lymphatic-like and vascular endothelial cell clusters,Tek (Tie2),32439707
Human,Conventional outflow tract,Lymphatic-like and vascular endothelial cell clusters,Angpt2,32439707
Human,Conventional outflow tract,TM,MYOC,32439707
Human,Conventional outflow tract,SC,PECAM1 (CD31),32439707
Human,eye,"tm1 and tm2 cells (with preference for jct (tm1 cells))
```",RSPO2,32439707
Human,eye,"endothelial cell
```",LYVE1,32439707
Human,eye,"ciliary body
```",MYH11,32439707
Human,Eye,Macrophages,LYVE1,32439707
Human,Eye,Macrophages,C1QB,32439707
Human,eye,"endothelial cell
```",FLT4,32439707
Human,Eye,Vascular endothelial cells,FN1,32439707
Human,eye,"endothelial cell
```",MMRN1,32439707
Human,Eye,Vascular endothelial cells,VWF,32439707
Human,Eye,Vascular endothelial cells,FLT1,32439707
Human,Eye,Trabecular meshwork,MYOC,32439707
Human,Eye,Junctional region and Schlemm's canal,ANGPTL7,32439707
Human,eye,"ciliary body
```",CAV1,32439707
Human,eye,"ciliary body
```",CAV2,32439707
Human,eye,"ciliary body
```",NOS3,32439707
Human,eye,"ciliary body
```",ANGPT1,32439707
Human,eye,"ciliary body
```",ANGPT2,32439707
Human,eye,"ciliary body
```",TEK,32439707
Human,eye,"ciliary body
```",CRYAB,32439707
Human,eye,"ciliary body
```",CHI3L1,32439707
Human,eye,"ciliary body
```",PDPN,32439707
Human,eye,"ciliary body
```",AQP1,32439707
Human,eye,"ciliary body
```",MGP,32439707
Human,eye,"ciliary body
```",PLAT,32439707
Human,eye,"tm2-myofibroblast cell cluster
```",RSPO2,32439707
Human,eye,"tm2-myofibroblast cell cluster
```",RSPO4,32439707
Human,eye,"fibroblast
```",DCN,32439707
Human,eye,"fibroblast
```",PDGFRA,32439707
Human,eye,"endothelial cell
```",FN1,32439707
Human,eye,"tm1 and tm2 cell clusters
```",MYOC,32439707
Human,eye,"tm1 and tm2 cell clusters
```",ANGPTL7,32439707
Human,eye,"tm1 and tm2 cell clusters
```",PDPN,32439707
Human,eye,"tm1 and tm2 cell clusters
```",CHI3L1,32439707
Human,eye,"tm1 and tm2 cell clusters
```",ANGPT1,32439707
Human,eye,"retinal blood vessel endothelial cell
```",CAV1,32439707
Human,eye,"retinal blood vessel endothelial cell
```",CAV2,32439707
Human,eye,"retinal blood vessel endothelial cell
```",NOS3,32439707
Human,eye,"retinal blood vessel endothelial cell
```",TEK,32439707
Human,eye,"retinal blood vessel endothelial cell
```",PLAT,32439707
Human,eye,"retinal blood vessel endothelial cell
```",ANGPT2,32439707
Human,Eye,Macrophages,LYVE1,32439707
Human,Eye,Macrophages,C1QB,32439707
Human,Eye,Macrophages,TYROBP,32439707
Human,Eye,Vascular endothelial cells,PECAM1,32439707
Human,eye,"tm2 cell cluster
```",RSPO2,32439707
Human,Gastric mucosa,Chief cell,LIPF,32532891
Human,Gastric mucosa,Chief cell,PGC,32532891
Human,Gastric mucosa,Immune-related cell,LY6K,32532891
Human,Gastric mucosa,Immune-related cell,Major histocompatibility complex class II,32532891
Human,Gastric tissue,Epithelial cell,EPCAM,32532891
Human,Gastric tissue,Epithelial cell,KRT18,32532891
Human,Gastric tissue,Epithelial cell,KRT8,32532891
Human,Gastric tissue,Parietal cell,ATP4A,32532891
Human,Gastric tissue,Endocrine cell,CHGA,32532891
Human,Gastric tissue,B cell,MS4A1,32532891
Human,Gastric tissue,B cell,CD79A,32532891
Human,Gastric tissue,T cell,CD2,32532891
Human,Gastric tissue,T cell,CD3D,32532891
Human,Gastric tissue,T cell,CD3E,32532891
Human,Gastric tissue,Macrophage,CD14,32532891
Human,Gastric tissue,Mast cell,CPA3,32532891
Human,Gastric tissue,Fibroblast,ACTA2,32532891
Human,Gastric tissue,Fibroblast,COL1A2,32532891
Human,Gastric tissue,Endotheliocyte,ENG,32532891
Human,Gastric tissue,Endotheliocyte,VWF,32532891
Human,Gastric tissue,Malignant epithelial cell,CLDN4,32532891
Human,Gastric tissue,Malignant epithelial cell,CLDN7,32532891
Human,Gastric tissue,Malignant epithelial cell,TFF3,32532891
Human,Gastric tissue,Malignant epithelial cell,REG4,32532891
Human,Gastric tissue,Non-malignant epithelial cell,MUC5AC,32532891
Human,Gastric tissue,Non-malignant epithelial cell,GKN1,32532891
Human,Gastric tissue,Non-malignant epithelial cell,PGC,32532891
Human,Gastric tissue,Non-malignant epithelial cell,LIPF,32532891
Human,Stomach,Surface cells,TFF2,32532891
Human,Stomach,Surface cells,GKN1,32532891
Human,Stomach,Surface cells,MUC5AC,32532891
Human,Stomach,Chief cells,PGA3,32532891
Human,Stomach,Chief cells,PGA4,32532891
Human,Stomach,Chief cells,LIPF,32532891
Human,Stomach,Mucous neck cells,PGA3,32532891
Human,Stomach,Mucous neck cells,MUC6,32532891
Human,Stomach,Metaplasia cells,TFF2,32532891
Human,Stomach,Metaplasia cells,CD44,32532891
Human,Stomach,Metaplasia cells,SOX9,32532891
Human,Stomach,Metaplasia cells,HLA-DPA1,32532891
Human,Gastric tumor,C2 (small intestine-like),APOA1,32532891
Human,Gastric tumor,C2 (small intestine-like),FABP2,32532891
Human,Gastric tumor,C1 (gastric epithelial-like),CLDN18,32532891
Human,Gastric tumor,C1 (gastric epithelial-like),TFF2,32532891
Human,Gastric tumor,C4 (chief cell-like),LIPF,32532891
Human,Gastric tumor,C4 (chief cell-like),PGC,32532891
Human,Gastric tumor,C4 (chief cell-like),PGA3,32532891
Human,Stomach gland,GA-FG-CCP cells,MUC6,32532891
Human,Stomach gland,GA-FG-CCP cells,PGA3,32532891
Human,Intestinal-type gastric adenocarcinoma,GA-FG-CCP cells,CTNNB1,32532891
Human,Gastric tissue,EBV+ malignant cells,LY6K,32532891
Human,Gastric tissue,EBV+ malignant cells,HLA-DPA1,32532891
Human,Gastric tissue,EBV+ malignant cells,HLA-DPB1,32532891
Human,Gastric adenocarcinoma,Immune cell,HLA-DPA1,32532891
Human,Gastric adenocarcinoma,Immune cell,HLA-DPB1,32532891
Human,Gastric adenocarcinoma,Tumor cell,LY6K,32532891
Human,Gastric adenocarcinoma,Immune cell,HLA-DPA1,32532891
Human,Gastric adenocarcinoma,Immune cell,HLA-DPB1,32532891
Human,Gastric adenocarcinoma,Tumor cell,LY6K,32532891
Human,Yolk sac,Progenitors,FRZB,32614947
Human,Yolk sac,Progenitors,HBE1,32614947
Human,Yolk sac,Progenitors,SPINK1,32614947
Human,Yolk sac,Progenitors,SPINK2,32614947
Human,Fetal liver,HSCs/MPPs,HLA genes,32614947
Human,AGM region,Naïve progenitors,CD44,32614947
Human,AGM region,Naïve progenitors,LMO4,32614947
Human,Fetal liver,HSCs/MPPs,SPINK2,32614947
Human,Esophageal tissue,Fibroblast,TNFRSF14,32712105
Human,Esophageal tissue,Fibroblast,ICAM1,32712105
Human,Esophagus,CD8+ T cell,CD8A,32712105
Human,Esophagus,CD4+ T cell,CD4,32712105
Human,Esophagus,Regulatory T cell,T7 (implied by regulatory T cell–associated phenotype),32712105
Human,Esophagus,Effector T-helper type 2 cell,IL13,32712105
Human,Esophagus,Effector T-helper type 2 cell,IL5,32712105
Human,Esophagus,T cell,LIGHT,32712105
Human,Esophagus,CD8+ interferon gamma–expressing cell,IFNG (implied by interferon gamma–expressing),32712105
Human,Esophagus,Fibroblast,THY1,32712105
Human,Esophagus,Fibroblast,VIM,32712105
Human,Esophagus,Myofibroblast,α-SMA,32712105
Human,Esophagus,Eosinophil,EPX,32712105
Human,Esophagus,Fibroblast,ICAM-1,32712105
Human,Esophagus,Fibroblast,VCAM-1,32712105
Human,Esophagus,Inflammatory fibroblast,ICAM1,32712105
Human,Esophagus,Inflammatory fibroblast,CD74,32712105
Human,Esophagus,Inflammatory fibroblast,IL32,32712105
Human,Esophagus,Inflammatory fibroblast,IL33,32712105
Human,Esophagus,Inflammatory fibroblast,C3,32712105
Human,Esophagus,Inflammatory fibroblast,RBP5,32712105
Human,Esophagus,Inflammatory fibroblast,TNFSF13B,32712105
Human,Esophagus,Inflammatory fibroblast,IRF8,32712105
Human,Esophagus,Myofibroblast,ACTA2,32712105
Human,Esophagus,Myofibroblast,MYH11,32712105
Human,Esophagus,Myofibroblast,TAGLN,32712105
Human,Esophagus,Myofibroblast,FLNA,32712105
Human,Esophagus,Myofibroblast,ACTG2,32712105
Human,Esophagus,Inflammatory fibroblast,VCAM-1,32712105
Human,Esophagus,Myofibroblast,a-SMA,32712105
Human,Esophagus,T cell,CD3,32712105
Human,Esophagus,T cell,LIGHT,32712105
Human,Esophagus,Fibroblast,α-SMA,32712105
Human,Esophagus,Fibroblast,ICAM-1,32712105
Human,Esophagus,Fibroblast,VCAM-1,32712105
Human,Esophagus,Fibroblast,THY1,32712105
Human,Esophagus,Fibroblast,VIM,32712105
Human,Splanchnic mesenchyme-like lineages,Smooth muscle (SM),FOXF1,32855417
Human,Splanchnic mesenchyme-like lineages,Smooth muscle (SM),HOXA1,32855417
Human,Splanchnic mesenchyme-like lineages,Smooth muscle (SM),HOXA5,32855417
Human,Splanchnic mesenchyme-like lineages,Smooth muscle (SM),WNT2,32855417
Human,Choroid,MHCII+CD11C-,ITGAX,33187533
Human,Choroid,MHCII+CD11C+,ITGAX,33187533
Human,Choroid,MHCII+CD11C− Macrophages,MHCII,33187533
Human,Choroid,MHCII+CD11C+ Macrophages,MHCII,33187533
Human,Choroid,MHCII+CD11C− Macrophages,ITGAX,33187533
Human,Choroid,MHCII+CD11C+ Macrophages,ITGAX,33187533
Human,RPE-choroid,Macrophage,CD68,33187533
Human,RPE-choroid,Macrophage,CD163,33187533
Human,RPE-choroid,Macrophage,CD14,33187533
Human,RPE-choroid,Macrophage,AIF1 (IBA1),33187533
Human,RPE-choroid,Macrophage,HLA-DMA,33187533
Human,RPE-choroid,Macrophage,ITGAX (CD11C),33187533
Human,RPE-choroid,Effector NK/T cells,CD2,33187533
Human,RPE-choroid,Effector NK/T cells,CD8B,33187533
Human,RPE-choroid,Effector NK/T cells,NKG7,33187533
Human,RPE-choroid,B cells,CD79A,33187533
Human,RPE-choroid,Mast cells,KIT,33187533
Human,RPE-choroid,Mast cells,CPA3,33187533
Human,RPE-choroid,Macrophage,HLA-DMA,33187533
Human,RPE-choroid,Macrophage,ITGAX,33187533
Human,Choroid,MHCII+CD11C- macrophage,ITGAX,33187533
Human,Choroid,MHCII+CD11C+ macrophage,ITGAX,33187533
Human,Tumor,T cell,CTLA4,33293583
Human,Tumor,T cell,TIGIT,33293583
Human,Tumor,B cell,MS4A1,33293583
Human,Tumor,B cell,CD79A,33293583
Human,Tumor,B cell,BANK1,33293583
Human,Tumor,Plasma cell,IGHG1,33293583
Human,Tumor,Plasma cell,IGKV4-1,33293583
Human,Tumor,Plasma cell,IGLV2-14,33293583
Human,Tumor,NK cell,TRDC,33293583
Human,Tumor,NK cell,KLRD1,33293583
Human,Tumor,NK cell,GNLY,33293583
Human,Tumor,Monocyte/Macrophage,LAMP3,33293583
Human,Tumor,Monocyte/Macrophage,PPA1,33293583
Human,Tumor,Monocyte/Macrophage,CST3,33293583
Human,Tumor,Monocyte/Macrophage,LYZ,33293583
Human,Tumor,Monocyte/Macrophage,APOE,33293583
Human,Tumor,Monocyte/Macrophage,S100A8,33293583
Human,Tumor,mDC (myeloid dendritic cell),IL1RA4,33293583
Human,Tumor,pDC (plasmacytoid dendritic cell),PTGDS,33293583
Human,Tumor,Mast cell,CPA3,33293583
Human,Tumor,Mast cell,TPSB2,33293583
Human,Tumor,Mast cell,TPSAB1,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,CD4+CD25hiFOXP3+ Tregs,FOXP3,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,CD8 T cells,PDCD1,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,NK cells,NKG2A,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,Tregs,TNFSF1B,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,Tregs,CCR8,33293583
Human,ESCC (Esophageal Squamous Cell Carcinoma) Tissue,Tregs,IL1R2,33293583
Human,Esophageal tissue,Treg,IL1R2,33293583
Human,Esophageal tissue,Treg,HLA-A,33293583
Human,Esophageal tissue,Treg,HLA-B,33293583
Human,Esophageal tissue,Treg,HLA-C,33293583
Human,Esophageal tissue,Macrophage,LILRB1,33293583
Human,Esophageal tissue,M2 macrophage,CD163,33293583
Human,Esophageal tissue,M2 macrophage,CD274,33293583
Human,Hepatocellular carcinoma,Macrophage (M4-C1-THBS1),THBS1,33293583
Human,Hepatocellular carcinoma,MDSC (MDSC-C1-C1QC),C1QC,33293583
Human,Hepatocellular carcinoma,MDSC (MDSC-C2-APOE),APOE,33293583
Human,Hepatocellular carcinoma,Macrophage (M4-C2-C1QA),C1QA,33293583
Human,Esophageal squamous cell carcinoma (ESCC),Macrophage (Macro-C3-CSF1),CSF1,33293583
Human,Tumor microenvironment (TME),cDC1,CLEC9A,33293583
Human,Tumor microenvironment (TME),cDC2,CLEC10A,33293583
Human,Tumor microenvironment (TME),Lamp3+ DC,LAMP3,33293583
Human,Tumor microenvironment (TME),Monocyte-derived DC,FCER1A,33293583
Human,Tumor microenvironment (TME),Tregs,IL1R2,33293583
Human,Tumor microenvironment (TME),TAMs,LILRB1,33293583
Human,ESCC tumor and adjacent tissues,DC cells,LAMP3,33293583
Human,ESCC tumor and adjacent tissues,DC cells,CD274,33293583
Human,ESCC tumor and adjacent tissues,DC cells,CCR7,33293583
Human,ESCC tumor and adjacent tissues,DC cells,CD83,33293583
Human,ESCC tumor and adjacent tissues,DC cells,ITGAX,33293583
Human,ESCC tumor and adjacent tissues,DC cells,IDO1,33293583
Human,ESCC tumor and adjacent tissues,Treg cells,FOXP3,33293583
Human,ESCC tumor and adjacent tissues,Macrophages,CD68,33293583
Human,ESCC tumor and adjacent tissues,Macrophages,LILRB1,33293583
Human,eye,"rpe cell
```",CST3,33307245
Human,eye,"rpe cell
```",EFEMP1,33307245
Human,eye,"rpe cell
```",ITGAV,33307245
Human,eye,"rpe cell
```",CRISPLD1,33307245
Human,eye,"rpe cell
```",ITGB8,33307245
Human,eye,"rpe cell
```",PMEL,33307245
Human,eye,"rpe cell
```",TTR,33307245
Human,eye,"rpe cell
```",TYRP1,33307245
Human,eye,"rpe cell
```",TYR,33307245
Human,eye,"rpe cell
```",DCT,33307245
Human,eye,"rpe cell
```",PTGDS,33307245
