ori_tissue,ori_cell_type,prompt,corrected_tissue,corrected_cell,reason,status
esophagus,myofibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: myofibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 3: bladder
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"myofibroblast cell
```",原始数据中明确标注组织为食管（esophagus），而候选匹配中的组织类型（fat、lung、bladder）均与原始组织不一致。因此，修正组织应保留为 esophagus。对于细胞类型，候选匹配中的所有选项均为 myofibroblast cell，且与原始细胞类型一致，因此无需修改细胞类型。,found
esophagus,inflammatory fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: inflammatory fibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 3: large_intestine
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",large_intestine,"fibroblast
```",原始数据中的组织类型为'esophagus'，而候选匹配中没有直接对应食管的组织类型。然而，'large_intestine'（大肠）在解剖学上与食管同属于消化道，且更接近于原始数据中可能的炎症相关背景。因此选择'large_intestine'作为修正组织。对于细胞类型，原始标注为'inflammatory fibroblast'，虽然候选匹配中没有明确标注为'inflammatory'的细胞，但所有候选细胞均一致标注为'fibroblast'，符合原始数据的核心描述。因此，修正细胞类型为'fibroblast'。,found
esophagus,myofibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: myofibroblast

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 2: lung
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'
  候选细胞 2: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblasts'

候选组织 3: bladder
  候选细胞 1: cell_ontology_class='myofibroblast cell', free_annotation='myofibroblast cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"myofibroblast
```",原始数据中明确标注组织为食管（esophagus），而候选匹配中的组织类型（fat、lung、bladder）均与原始组织不符。尽管候选细胞类型的描述（如 myofibroblast cell 和 myofibroblasts）与原始细胞类型一致，但组织类型应优先与原始数据保持一致。因此，修正结果应保留原始组织和细胞类型。,found
esophagus,t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: t cell

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"t cell
```",原始数据中明确标注组织为“esophagus”，而候选匹配中的“fat”和“pancreas”均与原始组织不符，因此修正组织应保持为“esophagus”。对于细胞类型，“t cell”在候选匹配中有多种表达形式（如“t cells”、“t-cells”、“t_cells”），但这些均为同义表达，且符合原始数据的描述。根据标准化原则，选择最常见且无歧义的形式“t cell”作为修正结果。,found
esophagus,t cell,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: t cell

    候选匹配:
候选组织 1: fat
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'
  候选细胞 2: cell_ontology_class='t cell', free_annotation='t cell'
  候选细胞 3: cell_ontology_class='t cell', free_annotation='t-cells'
  候选细胞 4: cell_ontology_class='t cell', free_annotation='t_cells'

候选组织 2: pancreas
  候选细胞 1: cell_ontology_class='t cell', free_annotation='t cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"t cell
```","原始数据中组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织类型。在候选组织中，'fat'和'pancreas'均不符合原始数据的描述。因此，修正组织应保持为'esophagus'以忠实于原始数据。对于细胞类型，所有候选细胞类型的cell_ontology_class均为't cell'，且free_annotation的变体（如't cells', 't cell', 't-cells', 't_cells'）均指代同一类细胞，标准化后可统一为't cell'。",found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"fibroblast
```",原始数据中组织类型为食管（esophagus），而候选匹配中的组织类型（pancreas、fat、lung）均与原始数据不符。因此，修正组织应保留为原始组织“esophagus”。对于细胞类型，候选匹配中的所有选项均为“fibroblast”，与原始数据一致，因此细胞类型无需修改。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",fat,"fibroblast
```",原始数据中组织类型为'esophagus'，而候选匹配中没有直接与'esophagus'相关的组织。然而，细胞类型'fibroblast'在所有候选组织（pancreas、fat、lung）中均有出现，且标注一致。由于无法从候选匹配中找到与原始组织相符的选项，优先选择通用性较高的组织类型进行标准化。在这里，'fibroblast'是一种广泛分布于多种结缔组织中的细胞类型，因此选择与其常见分布相符的组织类型。综合来看，'fat'组织中的'fibroblast'标注最为简洁和规范。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"fibroblast
```",原始数据中组织类型为'esophagus'，但候选匹配中没有直接对应食管的组织选项。因此，需要选择一个最接近且符合逻辑的组织类型。在候选组织中，'lung'（肺）与食管在解剖学上较为接近，均属于呼吸和消化系统的相关器官，相较于'pancreas'（胰腺）和'fat'（脂肪组织）更为合理。对于细胞类型，所有候选细胞均为'fibroblast'，且标注一致，因此无需调整细胞类型。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",lung,"fibroblast
```",原始数据中组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织。因此需要选择一个最接近的组织类型。在候选组织中，'lung'和'fat'比'pancreas'更可能含有成纤维细胞(fibroblast)，因为成纤维细胞广泛分布于结缔组织，而肺和脂肪组织中的成纤维细胞更为常见。此外，所有候选细胞类型的标注均一致表明为'fibroblast'，因此细胞类型无需调整。,found
esophagus,fibroblast,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: esophagus
    - 原始细胞类型: fibroblast

    候选匹配:
候选组织 1: pancreas
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblast'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblasts'

候选组织 2: fat
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'
  候选细胞 2: cell_ontology_class='fibroblast', free_annotation='fibroblast'

候选组织 3: lung
  候选细胞 1: cell_ontology_class='fibroblast', free_annotation='fibroblasts'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",esophagus,"fibroblast
```",原始数据中组织类型为'esophagus'，但候选匹配中没有直接与'esophagus'相关的组织。在缺乏明确匹配的情况下，优先选择与原始细胞类型'fibroblast'一致的标注，并确保术语标准化。所有候选细胞类型的'cell_ontology_class'均为'fibroblast'，因此细胞类型无需更改。对于组织类型，由于无法确认具体关联，保持原始组织'esophagus'最为合理。,found
splanchnic mesenchyme-like lineages,smooth muscle (sm),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: splanchnic mesenchyme-like lineages
    - 原始细胞类型: smooth muscle (sm)

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cell'
  候选细胞 2: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cells'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 4: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 5: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```","原始组织 ""splanchnic mesenchyme-like lineages"" 表明该组织具有类似内脏中胚层的特性，可能包含多种细胞类型，包括间充质干细胞和分化后的平滑肌细胞。原始细胞类型 ""smooth muscle (sm)"" 明确指向平滑肌细胞。在候选匹配中，候选组织 ""muscle"" 是最合适的描述，因为它涵盖了平滑肌细胞的组织分类。候选细胞 3、4 和 5 的 cell_ontology_class 都为 ""smooth muscle cell""，与原始细胞类型一致，且 free_annotation 的差异仅为格式问题，不影响语义。因此选择候选细胞 4，其 free_annotation='smooth muscle cell' 最符合标准化标注。",found
splanchnic mesenchyme-like lineages,smooth muscle (sm),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: splanchnic mesenchyme-like lineages
    - 原始细胞类型: smooth muscle (sm)

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cell'
  候选细胞 2: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cells'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 4: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 5: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```","原始组织 ""splanchnic mesenchyme-like lineages"" 描述了一种类似内脏中胚层的谱系，而候选组织 ""muscle"" 更贴近具体的功能性组织分类。原始细胞类型 ""smooth muscle (sm)"" 明确指向平滑肌细胞，这与候选细胞 3、4 和 5 的描述一致。其中，候选细胞 4 的 free_annotation='smooth muscle cell' 是最简洁且标准化的表述，因此选择它作为修正结果。",found
splanchnic mesenchyme-like lineages,smooth muscle (sm),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: splanchnic mesenchyme-like lineages
    - 原始细胞类型: smooth muscle (sm)

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cell'
  候选细胞 2: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cells'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 4: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 5: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```","原始组织 ""splanchnic mesenchyme-like lineages"" 表明该组织具有类似内脏中胚层的特性，可能包含多种分化潜能的细胞类型。原始细胞类型 ""smooth muscle (sm)"" 提示目标细胞是平滑肌细胞。在候选匹配中，候选组织 ""muscle"" 是一个更明确且标准化的描述，符合平滑肌细胞的组织归属。候选细胞 3、4 和 5 的 cell_ontology_class 都为 ""smooth muscle cell""，与原始细胞类型一致，其中候选细胞 4 的 free_annotation='smooth muscle cell' 是最简洁和规范的表述。",found
splanchnic mesenchyme-like lineages,smooth muscle (sm),"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: splanchnic mesenchyme-like lineages
    - 原始细胞类型: smooth muscle (sm)

    候选匹配:
候选组织 1: muscle
  候选细胞 1: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cell'
  候选细胞 2: cell_ontology_class='mesenchymal stem cell', free_annotation='mesenchymal stem cells'
  候选细胞 3: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cells'
  候选细胞 4: cell_ontology_class='smooth muscle cell', free_annotation='smooth muscle cell'
  候选细胞 5: cell_ontology_class='smooth muscle cell', free_annotation='smooth_muscle_cells'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",muscle,"smooth muscle cell
```","原始组织 ""splanchnic mesenchyme-like lineages"" 表明该组织可能来源于内脏中胚层，并具有类似间充质的特性。然而，原始细胞类型标注为 ""smooth muscle (sm)""，明确指向平滑肌细胞。在候选匹配中，候选组织 ""muscle"" 更符合平滑肌细胞的组织分类，而候选细胞 3、4 和 5 的 cell_ontology_class 都标注为 ""smooth muscle cell""，与原始细胞类型一致。为了确保标准化和精确性，选择候选细胞 4，其 free_annotation 格式最规范且无歧义。",found
choroid,mhcii+cd11c-,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c-

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 4: prostate
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='myeloid cell'

候选组织 5: pancreas
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='myeloid cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",skin,"cd1c-positive myeloid dendritic cell
```",原始数据中的组织类型为脉络膜(choroid)，这是一种位于眼球后部的血管化结缔组织，与免疫细胞（如抗原呈递细胞）存在潜在关联。原始细胞类型描述为“mhcii+cd11c-”，表明该细胞表达MHC II类分子但不表达CD11c，这通常指向一种特定的抗原呈递细胞类型。在候选匹配中，所有选项均未直接提及脉络膜，但皮肤作为免疫屏障组织，与眼部脉络膜在功能和结构上有一定相似性，并且包含类似的抗原呈递细胞群体。因此，选择皮肤(skin)作为最接近的修正组织类型。对于细胞类型，“cd1c-positive myeloid dendritic cell”是最佳匹配，因为这类细胞符合MHC II类分子阳性、可能低表达或不表达CD11c的特性。,found
choroid,mhcii+cd11c+,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c+

    候选匹配:
候选组织 1: lymph_node
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 2: skin
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 3: spleen
  候选细胞 1: cell_ontology_class='cd1c-positive myeloid dendritic cell', free_annotation='cd1c-positive myeloid dendritic cell'

候选组织 4: prostate
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='myeloid cell'

候选组织 5: pancreas
  候选细胞 1: cell_ontology_class='myeloid cell', free_annotation='myeloid cell'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"cd1c-positive myeloid dendritic cell
```",原始数据中提到的组织类型为脉络膜 (choroid)，这是一种位于眼球后部的特殊组织，与候选匹配中的淋巴结、皮肤、脾脏、前列腺和胰腺均不一致。因此，原始组织应保留为脉络膜。关于细胞类型，原始数据标注为“mhcii+cd11c+”，这通常指代一种抗原呈递细胞，如树突状细胞或巨噬细胞。在候选匹配中，“cd1c-positive myeloid dendritic cell”（CD1c阳性的髓系树突状细胞）最符合这一描述，因为这类细胞表达MHC II类分子和CD11c标志物，并且具有抗原呈递功能。,found
choroid,mhcii+cd11c− macrophages,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c− macrophages

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 3: mammary
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"MHCII+CD11c− macrophages
```",原始数据中提到的组织类型为脉络膜(choroid)，这是一种位于眼球后部的血管化组织，与候选匹配中的heart、trachea和mammary均不一致。因此，候选组织无法直接匹配原始组织。关于细胞类型，原始数据描述的是“MHCII+CD11c− macrophages”，这表明是一种特定亚型的巨噬细胞，而所有候选细胞类型均为通用的“macrophage”描述，未体现其分子标记特性。综合来看，候选匹配未能提供更精确的信息，因此保留原始标注作为最合适的修正结果。,found
choroid,mhcii+cd11c+ macrophages,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c+ macrophages

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'

候选组织 3: blood
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"macrophage
```",原始数据中提到的组织类型为脉络膜(choroid)，这是一种位于眼球后部的血管化组织，与候选匹配中的heart、trachea和blood均不一致。因此，组织类型应保持为原始标注“choroid”。关于细胞类型，原始数据描述的是“mhcii+cd11c+ macrophages”，这表明是具有特定标记(MHC II和CD11c)的巨噬细胞亚群。候选匹配中的所有细胞类型均为广义的“macrophage”，未具体区分亚型，但符合巨噬细胞的基本定义。因此，细胞类型可以修正为更标准化的“macrophage”。,found
choroid,mhcii+cd11c− macrophages,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c− macrophages

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 3: mammary
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"macrophage
```",原始数据中提到的组织类型为脉络膜(choroid)，而候选匹配中的组织类型（heart、trachea、mammary）均与脉络膜无关。因此，候选匹配无法直接用于修正组织类型。然而，原始细胞类型“mhcii+cd11c− macrophages”明确指向巨噬细胞(macrophage)这一类别，且候选细胞的注释均一致支持“macrophage”。基于此，我们保留原始组织信息，并将细胞类型标准化为“macrophage”。,found
choroid,mhcii+cd11c+ macrophages,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: choroid
    - 原始细胞类型: mhcii+cd11c+ macrophages

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='monocyte/macrophage'
  候选细胞 3: cell_ontology_class='macrophage', free_annotation='macrophage'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'

候选组织 3: blood
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophages'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",choroid,"MHCII+ CD11C+ Macrophages
```",原始数据中提到的组织类型是脉络膜(choroid)，这是一种眼部的血管化组织，与候选匹配中的heart、trachea和blood均不一致。因此，组织类型应保持为原始标注“choroid”。关于细胞类型，原始数据描述的是“mhcii+cd11c+ macrophages”，这明确指出了特定表型的巨噬细胞(Macrophages)。在候选匹配中，“cell_ontology_class='macrophage'”与原始描述一致，但未包含特定表型信息。为了标准化标注，同时保留原始描述的精确性，修正后的细胞类型应为“MHCII+ CD11C+ Macrophages”。,found
rpe-choroid,macrophage,"
    你是一个生物医学专家，正在帮助标准化细胞和组织类型的标注。请根据以下原始数据和预检索得到的候选匹配，给出最合适的修正结果。

    原始数据:
    - 原始组织: rpe-choroid
    - 原始细胞类型: macrophage

    候选匹配:
候选组织 1: heart
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'

候选组织 2: trachea
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'
  候选细胞 2: cell_ontology_class='macrophage', free_annotation='macrophages'

候选组织 3: prostate
  候选细胞 1: cell_ontology_class='macrophage', free_annotation='macrophage'


    请严格按照如下格式输出：
    ```
    理由: <你的判断理由>
    修正组织: <修正后的组织类型>
    修正细胞: <修正后的细胞类型>
    ```
    ",rpe-choroid,"macrophage
```",原始数据中的组织类型为“rpe-choroid”（视网膜色素上皮-脉络膜），而候选匹配中没有直接与眼部相关的组织。然而，根据生物医学知识，巨噬细胞（macrophage）广泛分布于全身各组织中，包括眼部的脉络膜区域。因此，原始标注可能是特指脉络膜中的巨噬细胞。在缺乏更具体匹配的情况下，保留原始标注是最合理的选择。,found
