ori_tissue,ori_cell_type,search_result
blood,effector memory t cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
blood,megakaryocyte,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,effector memory t cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,megakaryocyte,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,conventional dendritic cell 2(cdc2),"organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=blood, cell_ontology_class=cd141-positive myeloid dendritic cell, free_annotation=cd141-positive myeloid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell"
blood,megakaryocyte,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,conventional dendritic cell 2(cdc2),"organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=blood, cell_ontology_class=cd141-positive myeloid dendritic cell, free_annotation=cd141-positive myeloid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell"
blood,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell"
blood,megakaryocyte,"organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=monocyte/macrophage; organ_tissue=blood, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=blood, cell_ontology_class=macrophage, free_annotation=macrophages"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,conventional dendritic cell 2(cdc2),"organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=blood, cell_ontology_class=cd141-positive myeloid dendritic cell, free_annotation=cd141-positive myeloid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,effector memory t cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
blood,effector memory t cell,"organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t lymphocytes"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell"
blood,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
blood,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,conventional dendritic cell 2(cdc2),"organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=blood, cell_ontology_class=cd141-positive myeloid dendritic cell, free_annotation=cd141-positive myeloid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell"
blood,effector memory cd8+ t cell,"organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,central memory cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta memory t cell, free_annotation=cd8-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,central memory cd4+ t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=skin, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=spleen, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,regulatory t(treg) cell,"organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=blood, cell_ontology_class=t cell, free_annotation=t_cells"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,naive cd8+ t cell,"organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=spleen, cell_ontology_class=naive thymus-derived cd8-positive, alpha-beta t cell, free_annotation=naive cd8-positive t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta cytokine secreting effector t cell, free_annotation=cd8-positive, alpha-beta cytokine secreting effector t cell"
blood,conventional dendritic cell 2(cdc2),"organ_tissue=blood, cell_ontology_class=plasmacytoid dendritic cell, free_annotation=plasmacytoid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cells; organ_tissue=blood, cell_ontology_class=cd141-positive myeloid dendritic cell, free_annotation=cd141-positive myeloid dendritic cell; organ_tissue=lung, cell_ontology_class=dendritic cell, free_annotation=dendritic cell; organ_tissue=skin, cell_ontology_class=cd1c-positive myeloid dendritic cell, free_annotation=cd1c-positive myeloid dendritic cell"
blood,naive cd4 t cell,"organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta memory t cell, free_annotation=cd4-positive memory t cell; organ_tissue=skin, cell_ontology_class=naive thymus-derived cd4-positive, alpha-beta t cell, free_annotation=naive cd4-positive helper t cells"
