ori_tissue,ori_cell_type,search_result
stomach,mucous neck cells,"organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=lung, cell_ontology_class=respiratory mucous cell, free_annotation=respiratory mucous cell; organ_tissue=fat, cell_ontology_class=nk cell, free_annotation=nk cell; organ_tissue=lung, cell_ontology_class=nk cell, free_annotation=nk cells; organ_tissue=trachea, cell_ontology_class=mucus secreting cell, free_annotation=mucus secreting cell"
stomach,metaplasia cells,"organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells"
stomach,metaplasia cells,"organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells"
stomach,metaplasia cells,"organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells"
stomach,metaplasia cells,"organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=large_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=fat, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells"
gastric tumor,c2 (small intestine-like),"organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric tumor,c2 (small intestine-like),"organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=small_intestine, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=small_intestine, cell_ontology_class=small intestine goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric tumor,c1 (gastric epithelial-like),"organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=pancreas, cell_ontology_class=pancreatic ductal cell, free_annotation=pancreatic ductal cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells"
gastric tumor,c1 (gastric epithelial-like),"organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=pancreas, cell_ontology_class=pancreatic ductal cell, free_annotation=pancreatic ductal cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=fat, cell_ontology_class=endothelial cell, free_annotation=endothelial_cells"
gastric tumor,c4 (chief cell-like),"organ_tissue=large_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=small_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
gastric tumor,c4 (chief cell-like),"organ_tissue=large_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=small_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
gastric tumor,c4 (chief cell-like),"organ_tissue=large_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=small_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=salivary_gland, cell_ontology_class=cd4-positive helper t cell, free_annotation=cd4 helper t cell"
stomach gland,ga-fg-ccp cells,"organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=trachea, cell_ontology_class=tracheal goblet cell, free_annotation=tracheal goblet cell; organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
stomach gland,ga-fg-ccp cells,"organ_tissue=large_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=trachea, cell_ontology_class=tracheal goblet cell, free_annotation=tracheal goblet cell; organ_tissue=trachea, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=goblet cell, free_annotation=goblet cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
intestinal-type gastric adenocarcinoma,ga-fg-ccp cells,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=small_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=large_intestine, cell_ontology_class=large intestine goblet cell, free_annotation=goblet cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric tissue,ebv+ malignant cells,"organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric tissue,ebv+ malignant cells,"organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric tissue,ebv+ malignant cells,"organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocyte; organ_tissue=liver, cell_ontology_class=erythrocyte, free_annotation=erythrocytes; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=salivary_gland, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric adenocarcinoma,immune cell,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric adenocarcinoma,immune cell,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric adenocarcinoma,tumor cell,"organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=pancreas, cell_ontology_class=pancreatic ductal cell, free_annotation=pancreatic ductal cell; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cells"
gastric adenocarcinoma,immune cell,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric adenocarcinoma,immune cell,"organ_tissue=large_intestine, cell_ontology_class=intestinal enteroendocrine cell, free_annotation=intestinal enteroendocrine cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=large_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell; organ_tissue=small_intestine, cell_ontology_class=gut endothelial cell, free_annotation=gut endothelial cell"
gastric adenocarcinoma,tumor cell,"organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acinar cell; organ_tissue=pancreas, cell_ontology_class=pancreatic acinar cell, free_annotation=pancreatic acing cell; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=pancreas, cell_ontology_class=pancreatic ductal cell, free_annotation=pancreatic ductal cell; organ_tissue=pancreas, cell_ontology_class=mast cell, free_annotation=mast cells"
yolk sac,progenitors,"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
yolk sac,progenitors,"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
yolk sac,progenitors,"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
yolk sac,progenitors,"organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cells; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast cell; organ_tissue=mammary, cell_ontology_class=mast cell, free_annotation=mast_cells; organ_tissue=eye, cell_ontology_class=radial glial cell, free_annotation=radial glia progenitor cells"
fetal liver,hscs/mpps,"organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma_cells; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells"
agm region,naïve progenitors,"organ_tissue=skin, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=thymus, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=blood, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=bone_marrow, cell_ontology_class=naive b cell, free_annotation=naive b cell"
agm region,naïve progenitors,"organ_tissue=skin, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=thymus, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=blood, cell_ontology_class=myeloid progenitor, free_annotation=myeloid progenitor; organ_tissue=blood, cell_ontology_class=naive b cell, free_annotation=naive b cell; organ_tissue=bone_marrow, cell_ontology_class=naive b cell, free_annotation=naive b cell"
fetal liver,hscs/mpps,"organ_tissue=liver, cell_ontology_class=hepatocyte, free_annotation=hepatocyte; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma_cells; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cells; organ_tissue=liver, cell_ontology_class=plasma cell, free_annotation=plasma cell; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t_cells"
esophageal tissue,fibroblast,"organ_tissue=trachea, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=trachea, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast"
esophageal tissue,fibroblast,"organ_tissue=trachea, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=trachea, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast"
esophagus,cd8+ t cell,"organ_tissue=lung, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=large_intestine, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell"
esophagus,cd4+ t cell,"organ_tissue=lung, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=blood, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=trachea, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=eye, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell; organ_tissue=small_intestine, cell_ontology_class=cd4-positive, alpha-beta t cell, free_annotation=cd4 t cell"
esophagus,regulatory t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=spleen, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=skin, cell_ontology_class=regulatory t cell, free_annotation=regulatory t cell"
esophagus,effector t-helper type 2 cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells"
esophagus,effector t-helper type 2 cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=liver, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells"
esophagus,t cell,"organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t cell; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t-cells; organ_tissue=fat, cell_ontology_class=t cell, free_annotation=t_cells; organ_tissue=pancreas, cell_ontology_class=t cell, free_annotation=t cells"
esophagus,cd8+ interferon gamma–expressing cell,"organ_tissue=lung, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=spleen, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=blood, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=trachea, cell_ontology_class=cd8-positive, alpha-beta t cell, free_annotation=cd8 t cell; organ_tissue=lung, cell_ontology_class=cd8-positive alpha-beta t cell, free_annotation=cd8-positive alpha-beta thymocyte"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,eosinophil,"organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=fat, cell_ontology_class=macrophage, free_annotation=macrophage; organ_tissue=lung, cell_ontology_class=basophil, free_annotation=basophil; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophages; organ_tissue=liver, cell_ontology_class=macrophage, free_annotation=macrophage"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,fibroblast,"organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=lung, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
esophagus,inflammatory fibroblast,"organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=fat, cell_ontology_class=fibroblast, free_annotation=fibroblast; organ_tissue=pancreas, cell_ontology_class=fibroblast, free_annotation=fibroblasts; organ_tissue=large_intestine, cell_ontology_class=fibroblast, free_annotation=fibroblasts"
esophagus,myofibroblast,"organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=fat, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell; organ_tissue=lung, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblasts; organ_tissue=bladder, cell_ontology_class=myofibroblast cell, free_annotation=myofibroblast cell"
