original,corrected,candidates,reason
CD79,CD79,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一项的'symbol'、'alias_symbol'、'prev_symbol'、'name'或'alias_name'与原始标记""CD79""相匹配。因此无法找到合适的标准化结果。"
TROY,TNFRSF19,"[{'symbol': 'TNFRSF19', 'alias_symbol': 'TAJ-alpha TROY TAJ TRADE', 'prev_symbol': '', 'name': 'TNF receptor superfamily member 19', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'TNFRSF19', 'alias_symbol': 'TAJ-alpha TROY TAJ TRADE'}的'alias_symbol'字段中明确包含了原始标记""TROY""，因此可以确定该候选信息与原始标记最匹配。根据规则，选择其'symbol'字段'TNFRSF19'作为标准化结果。"
IGJ,JCHAIN,"[{'symbol': 'JCHAIN', 'alias_symbol': 'IGCJ JCH', 'prev_symbol': 'IGJ', 'name': 'joining chain of multimeric IgA and IgM', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目包含'prev_symbol': 'IGJ'，这与原始标记""IGJ""完全匹配。因此，根据规则，选择该条目的'symbol'作为标准化结果。"
TNFSF3,LTB,"[{'symbol': 'LTB', 'alias_symbol': 'p33 TNFSF3', 'prev_symbol': 'TNFC', 'name': 'lymphotoxin beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'alias_symbol'字段包含""TNFSF3""，这与原始标记完全匹配。因此，选择该候选信息的'symbol'字段""LTB""作为标准化结果。"
CR1P1,CR1P1,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的'symbol'、'alias_symbol'或'prev_symbol'字段与原始标记""CR1P1""相匹配。因此，无法找到合适的标准化结果。"
Ly6a,LY6S,"[{'symbol': 'LY6S', 'alias_symbol': 'LY6A', 'prev_symbol': '', 'name': 'lymphocyte antigen 6 family member S', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息中，第一个条目 {'symbol': 'LY6S', 'alias_symbol': 'LY6A'} 的 alias_symbol 与原始标记 ""Ly6a"" 完全匹配（不区分大小写）。因此，该候选信息被认为是最匹配的结果，其 symbol 'LY6S' 应作为标准化结果。"
BEST-1,BEST1,"[{'symbol': 'BEST1', 'alias_symbol': 'BMD BEST RP50', 'prev_symbol': 'VMD2', 'name': 'bestrophin 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IGHVII-1-1', 'alias_symbol': 'IGHV(II)-1-1', 'prev_symbol': '', 'name': 'immunoglobulin heavy variable (II)-1-1 (pseudogene)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KRTAP10-1', 'alias_symbol': 'KAP10.1 KAP18.1', 'prev_symbol': 'KRTAP18-1', 'name': 'keratin associated protein 10-1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'NAP1L1P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'nucleosome assembly protein 1 like 1 pseudogene 1', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目'symbol'为'BEST1'，其'alias_symbol'包含'BEST'，与原始标记'BEST-1'高度相关。尽管原始标记中包含连字符，但根据基因符号的标准化规则，通常会去掉连字符并使用大写字母表示基因符号。因此，选择'BEST1'作为最匹配的结果。
CD16,FCGR3A,"[{'symbol': 'FCGR3A', 'alias_symbol': 'CD16 CD16a FcgammaRIIIa FcGRIIIA', 'prev_symbol': 'FCGR3 FCG3', 'name': 'Fc gamma receptor IIIa', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FCGR3B', 'alias_symbol': 'CD16 CD16b FcgammaRIIIb FcRIIIb', 'prev_symbol': 'FCGR3 FCG3', 'name': 'Fc gamma receptor IIIb', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CO1', 'alias_symbol': 'COX1 COI', 'prev_symbol': 'MTCO1', 'name': 'mitochondrially encoded cytochrome c oxidase I', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-CO2', 'alias_symbol': 'COX2 CO2', 'prev_symbol': 'MTCO2', 'name': 'mitochondrially encoded cytochrome c oxidase II', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}]","原始标记""CD16""在候选信息列表中有两个可能的匹配项：FCGR3A和FCGR3B。这两个基因的别名中都包含""CD16""，但它们分别对应不同的亚型（CD16a和CD16b）。由于原始标记未明确指定亚型，且两者均合理，因此选择排序靠前的候选信息中的""symbol""作为标准化结果。"
HLA-DRB1.1,HLA-DRB1,"[{'symbol': 'HLA-DRB1', 'alias_symbol': '', 'prev_symbol': 'HLA-DR1B', 'name': 'major histocompatibility complex, class II, DR beta 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DOA', 'alias_symbol': 'HLA-D0-alpha', 'prev_symbol': 'HLA-DZA HLA-DNA', 'name': 'major histocompatibility complex, class II, DO alpha', 'alias_name': '', 'prev_name': ''}, {'symbol': 'RBM45', 'alias_symbol': 'DRB1 FLJ44612', 'prev_symbol': '', 'name': 'RNA binding motif protein 45', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-F-AS1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'HLA-F antisense RNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'HLA-DRB9', 'alias_symbol': 'D6S206 D6S206E', 'prev_symbol': 'HLA-DRB1L HLA-DR1BL', 'name': 'major histocompatibility complex, class II, DR beta 9 (pseudogene)', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'HLA-DRB1'，其'prev_symbol'包含'HLA-DR1B'，与原始标记'HLA-DRB1.1'高度相关。虽然原始标记中带有'.1'后缀，但根据基因命名规则，这通常表示亚型或特定变体，而标准化结果倾向于使用主基因符号。因此，选择'HLA-DRB1'作为最匹配的标准化结果。
vimentin,VIM,"[{'symbol': 'VIM', 'alias_symbol': '', 'prev_symbol': '', 'name': 'vimentin', 'alias_name': '', 'prev_name': ''}, {'symbol': 'VMAC', 'alias_symbol': '', 'prev_symbol': '', 'name': 'vimentin type intermediate filament associated coiled-coil protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'VIM2P', 'alias_symbol': 'lncRNA-CIR RP11-162L10.1 VIM2 CIR', 'prev_symbol': 'VIMP1', 'name': 'vimentin 2, pseudogene', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LSP', 'alias_symbol': '', 'prev_symbol': 'MTLSP', 'name': 'mitochondrially encoded L-strand promoter', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'name'字段与原始标记""vimentin""完全匹配，并且其'symbol'字段为""VIM""，这是该基因的标准符号。其他候选信息的名称或别名均未直接与""vimentin""匹配，因此选择第一个候选信息的'symbol'作为标准化结果。"
CD133,PROM1,"[{'symbol': 'PROM1', 'alias_symbol': 'AC133 CD133 RP41 CORD12', 'prev_symbol': 'PROML1 MCDR2 STGD4', 'name': 'prominin 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OHR', 'alias_symbol': '', 'prev_symbol': 'MTOHR', 'name': 'mitochondrially encoded heavy strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'symbol'为'PROM1'，其'alias_symbol'字段包含'CD133'，这表明'CD133'是'PROM1'的一个别名。因此，可以确定原始标记'CD133'对应的标准化结果为'PROM1'。
CD49f,ITGA6,"[{'symbol': 'ITGA6', 'alias_symbol': 'CD49f VLA-6 ITGA6A ITGA6B', 'prev_symbol': '', 'name': 'integrin subunit alpha 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'ITGA6', 'alias_symbol': 'CD49f VLA-6 ITGA6A ITGA6B'}的'alias_symbol'字段明确包含原始标记""CD49f""，因此可以确定该条目与原始标记最匹配。根据规则，选择其'symbol'字段作为标准化结果。"
ALDH1,ALDH1A1,"[{'symbol': 'ALDH1A1', 'alias_symbol': 'RALDH1', 'prev_symbol': 'PUMB1 ALDH1', 'name': 'aldehyde dehydrogenase 1 family member A1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目'symbol'为'ALDH1A1'，其'prev_symbol'包含'ALDH1'，这表明原始标记""ALDH1""与该标准化符号有直接的历史对应关系。其他候选信息与""ALDH1""无关。"
CD45,PTPRC,"[{'symbol': 'PTPRCAP', 'alias_symbol': 'LPAP CD45-AP', 'prev_symbol': '', 'name': 'protein tyrosine phosphatase receptor type C associated protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PTPRC', 'alias_symbol': 'LCA T200 GP180 LY5 B220 CD45R', 'prev_symbol': 'CD45', 'name': 'protein tyrosine phosphatase receptor type C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OLR', 'alias_symbol': 'OriL', 'prev_symbol': 'MTOLR', 'name': 'mitochondrially encoded light strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第二个候选信息的'symbol'为'PTPRC'，其'prev_symbol'包含'CD45'，这表明'PTPRC'是'CD45'的标准化符号。因此，原始标记'CD45'可以被标准化为'PTPRC'。
PIG6B,PIG6B,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的'symbol'、'alias_symbol'或'prev_symbol'与原始标记""PIG6B""匹配。因此无法找到与之对应的标准化结果。"
HIST1H4C,H4C3,"[{'symbol': 'H4C3', 'alias_symbol': 'H4/g dJ221C16.1', 'prev_symbol': 'H4FG HIST1H4C', 'name': 'H4 clustered histone 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目包含'prev_symbol'字段，其值为'H4FG HIST1H4C'，其中包含了原始标记'HIST1H4C'。因此，该候选信息与原始标记最匹配。根据规则，应选择该候选信息的'symbol'字段作为标准化结果。
CD11c,ITGAX,"[{'symbol': 'ITGAX', 'alias_symbol': 'CD11c', 'prev_symbol': 'CD11C', 'name': 'integrin subunit alpha X', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND3', 'alias_symbol': 'ND3 NAD3', 'prev_symbol': 'MTND3', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'ITGAX'，其'alias_symbol'包含'CD11c'，与原始标记完全匹配。因此，选择该条目的'symbol'作为标准化结果。
aquaporin-1,AQP1,"[{'symbol': 'AQP1', 'alias_symbol': 'CHIP28', 'prev_symbol': 'CO', 'name': 'aquaporin 1 (Colton blood group)', 'alias_name': '', 'prev_name': ''}, {'symbol': 'AQP7P1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'aquaporin 7 pseudogene 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'AQP2', 'alias_symbol': '', 'prev_symbol': '', 'name': 'aquaporin 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'AQP5', 'alias_symbol': '', 'prev_symbol': '', 'name': 'aquaporin 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'AQP8', 'alias_symbol': '', 'prev_symbol': '', 'name': 'aquaporin 8', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个候选信息的'name'字段为'aquaporin 1 (Colton blood group)'，与原始标记'aquaporin-1'高度匹配。虽然原始标记中使用了连字符而候选信息中使用了空格，但这是常见的命名差异，且其他候选信息的'name'字段均不匹配'aquaporin-1'。因此选择该候选信息的'symbol'作为标准化结果。
CD41,ITGA2B,"[{'symbol': 'ITGA2B', 'alias_symbol': 'CD41B CD41 PPP1R93 GPIIb', 'prev_symbol': 'GP2B', 'name': 'integrin subunit alpha 2b', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目 {'symbol': 'ITGA2B', 'alias_symbol': 'CD41B CD41 PPP1R93 GPIIb'} 的 alias_symbol 包含原始标记 ""CD41""，这表明 ITGA2B 是与原始标记最匹配的标准化结果。"
CD132,IL2RG,"[{'symbol': 'IL2RG', 'alias_symbol': 'CD132', 'prev_symbol': 'SCIDX1 IMD4 CIDX', 'name': 'interleukin 2 receptor subunit gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个候选信息的'alias_symbol'字段包含""CD132""，这与原始标记完全匹配。因此，选择该候选信息中的'symbol'字段""IL2RG""作为标准化结果。"
Mac-1,ITGAM,"[{'symbol': 'ITGB2', 'alias_symbol': 'LFA-1 MAC-1', 'prev_symbol': 'CD18 MFI7', 'name': 'integrin subunit beta 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ITGAM', 'alias_symbol': 'MAC-1 CD11b', 'prev_symbol': 'CR3A CD11B', 'name': 'integrin subunit alpha M', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LGALS3', 'alias_symbol': 'MAC-2 GALIG', 'prev_symbol': 'LGALS2', 'name': 'galectin 3', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LGALS3BP', 'alias_symbol': 'MAC-2-BP 90K BTBD17B TANGO10B M2BP gp90 CyCAP', 'prev_symbol': '', 'name': 'galectin 3 binding protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MIR1-1', 'alias_symbol': 'hsa-mir-1-1', 'prev_symbol': 'MIRN1-1', 'name': 'microRNA 1-1', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，""ITGAM""的别名包含""MAC-1""，并且其名称和上下文与原始标记""Mac-1""高度相关，表明这是最匹配的结果。"
25F9,25F9,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""25F9""未在候选信息的任何字段中找到匹配项，包括'symbol'、'alias_symbol'、'prev_symbol'、'name'等。因此无法进行标准化，返回原始标记名称。"
