marker,in_mygene
Irx2,True
Osr1,True
Hic1,True
Sp5,True
Hoxa5,True
Barx1,True
Tox3,True
Lhx9,True
Gata4,True
Hand1,True
Pitx1,True
Nkx6-1,True
Hhex,True
Prox1,True
Afp,True
Prox1,True
Sox17,True
Pdx1,True
Osr1,True
Osr1,True
Nkx2-1,True
Sox2,True
Foxf1,True
Gli1,True
Gli1,True
FOXF1,True
HOXA1,True
HOXA5,True
WNT2,True
NKX6-1,True
TBX5,True
WNT2,True
MSC,True
BARX1,True
WNT4,True
NKX3-2,True
WT1,True
TBX18,True
LHX2,True
UPK1B,True
MSX1/2,False
HAND1,True
NKX2-5,True
FOXF1,True
HOXA1,True
WT1,True
UPK1B,True
MSX1,True
NKX6-1,True
MSC,True
BARX1,True
Foxa1/2,False
Cdh1,True
Epcam,True
Foxf1,True
Vim,True
Pdgfra,True
Foxa1/2,False
Cdh1,True
Epcam,True
Foxf1,True
Vim,True
Pdgfra,True
MHCII-,False
MHCII+CD11c-,False
MHCII+CD11c+,False
MHCII-,False
MHCII+CD11C-,False
MHCII+CD11C+,False
MHCII,False
MHCII,False
MHCII,False
CD11c,False
CD11c,False
MHCII,False
MHCII,False
CD11C,False
CD11C,False
IBA1,False
ICAM2,True
CD11c,False
Ly6G,False
NK1.1,False
Siglec F,False
B220,False
CD8,False
CD4,True
MHC II,False
CD11b,False
CD45,False
CD45dim,False
CD45high,False
CD64+MHCIIlow,False
MHCII-,False
MHCII+CD11c-,False
MHCII+CD11c+,False
MHCII+CD11c+,False
MHCII+CD11c-,False
Cx3cr1,True
GFP+MHCII-,False
GFP-MHCII-,False
GFP+MHCII+CD11c-,False
GFP-MHCII+CD11c-,False
GFP+MHCII+CD11c+,False
CD64+MHCII-,False
CD64+MHCII+CD11c-,False
CD64+MHCII+CD11c+,False
CD45DimCD64+MHCIILow,False
CD68,True
CD163,True
CD14,True
AIF1 (IBA1),False
HLA-DMA,True
ITGAX (CD11C),False
CD2,True
CD8B,True
NKG7,True
CD79A,True
KIT,True
CPA3,True
Tie2,False
LEPR,True
ID1,True
EPAS1,True
MIR29A,True
TNF,True
PDGFB,True
MIR29A,True
TNF,True
PDGFB,True
CXCR4,True
VEGFA,True
THBS1,True
CD45dimCD64+,False
CD45highCD64+MHCII+,False
MHCII+CD11c+,False
MHCII−,False
MHCII−,False
Cx3cr1low or Cx3cr1+,False
MHCII,False
CD11c,False
CYR61,False
ENG,True
TEK,True
LEPR,True
ID1,True
EPAS1,True
HLA.DMA,False
ITGAX,True
MHCII-,False
MHCII+CD11c-,False
MHCII+CD11c+,False
MHCII+CD11C-,False
MHCII+CD11C+,False
CTLA4,True
TIGIT,True
MS4A1,True
CD79A,True
BANK1,True
IGHG1,True
IGKV4-1,True
IGLV2-14,True
TRDC,True
KLRD1,True
GNLY,True
LAMP3,True
PPA1,True
CST3,True
LYZ,True
APOE,True
S100A8,True
IL1RA4,False
PTGDS,True
CPA3,True
TPSB2,True
TPSAB1,True
TCF7,True
CCR7,True
LEF1,True
SELL,True
FOXP3,True
IKZF2,True
IL2RA,True
CTLA-4,False
CD28,True
ICOS,True
TNFRSF9,True
TNFRSF14,True
CD38,True
ENTPD1,True
TNF,True
HIF1A,True
PDCD1,True
TIGIT,True
CTLA-4,False
HAVCR2,True
LAG-3,False
CD38,True
ENTPD1,True
ITGAE,True
IFNG,True
GZMB,True
NKG7,True
EOMES,True
GZMK,True
PDCD1,True
EOMES,True
TOX,True
NFATC2,True
FOXP3,True
IL2RA,True
CTLA4,True
TNFRSF9,True
CSF1,True
TIGIT,True
CCL5,True
CCL4,True
IFI6,True
TOX,True
PDCD1,True
CXCL13,True
IFNG,True
ID2,True
GNLY,True
GZMH,True
IFNG,True
CD39,False
CCR7,True
TCF7,True
CD40LG,True
IFIT3,True
STMN1,True
FOXP3,True
NKG7,True
HSPA1A,True
GZMK,True
ZNF683,True
CCL5,True
STMN1,True
TIGIT,True
CCR7,True
TCF7,True
CD40LG,True
IFIT3,True
STMN1,True
FOXP3,True
NKG7,True
HSPA1A,True
GZMK,True
ZNF683,True
CCL5,True
STMN1,True
TIGIT,True
FOXP3,True
STMN1,True
PD1,False
NKG7,True
NCR3,True
CD266,False
NKG7,True
LAMP1,True
KLRC1,True
ITGA1,True
KLRC1,True
ITGA1,True
VCAN,True
IL6,True
CSF1,True
LILRB2,True
C1QC,True
APOE,True
IL1B,True
MITF,True
BHLHE40,True
ATF3,True
USF2,True
IRF1,True
IRF7,True
IRF2,True
IRF5,True
PRDM1,True
RARA,True
FOSB,True
NFKB2,True
CLEC9A,True
CD1C,True
CLEC10A,True
FCER1A,True
LAMP3,True
CLEC4C,True
IDO1,True
EBI3,True
CD274,True
IL10,True
CD83,True
CCR7,True
PDL1,False
RELB,True
IRF1,True
FOXO1,True
ETS1,True
CEBPD,True
ETS2,True
CEBPB,True
CREB5,True
BCL6,True
BACH1,True
FLI1,True
RUNX1,True
SPIB,True
IRF7,True
NR3C1,True
FOXP3,True
PD1,False
NKG2A,False
TNFSF1B,False
CCR8,True
IL1R2,True
IL1R2,True
HLA-A,True
HLA-B,True
HLA-C,True
LILRB1,True
CD163,True
PDL1,False
TIGIT,True
CCL5,True
STMN1,True
NKG2A,False
CD49d,False
NKG7,True
THBS1,True
C1QC,True
APOE,True
C1QA,True
CSF1,True
CLEC9A,True
CLEC10A,True
LAMP3,True
FCER1A,True
IL1R2,True
LILRB1,True
KLRC1,True
KLRD1,True
CD3G,True
CD3D,True
CD3E,True
CD2,True
CD14,True
VCAN,True
FCGR2A,True
CSF1R,True
CD19,True
CD79A,True
CD1C,True
FCER1A,True
CLEC4C,True
IGKC,True
TPSB2,True
CPA3,True
KRT19,True
IGFBP4,True
CTSB,True
CLEC9A,True
CLEC10A,True
LAMP3,True
FCER1A,True
CLEC4C,True
LAMP3,True
PDL1,False
CCR7,True
CD83,True
CD11C,False
IDO1,True
FOXP3,True
CD68,True
LILRB1,True
CST3,True
EFEMP1,True
ITGAV,True
CRISPLD1,True
ITGB8,True
PMEL,True
TTR,True
TYRP1,True
TYR,True
DCT,True
PTGDS,True
INPP5K,True
LRAT,True
PLTP,True
ABHD2/RLBP1,False
RPE65,True
RGR,True
RBP1,True
BEST1,True
SERPINF1,True
CST3,True
EFEMP1,True
ITGAV,True
CRISPLD1,True
ITGB8,True
PMEL,True
TTR,True
TYRP1,True
TYR,True
DCT,True
PTGDS,True
INPP5K,True
LRAT,True
PLTP,True
RLBP1,True
RPE65,True
RGR,True
RBP1,True
BEST1,True
SERPINF1,True
INPP5K,True
PTGDS,True
LRAT,True
RGR,True
PLTP,True
RLBP1/CRALBP,False
RBP1/CRBP1,False
BEST1,True
RPE65,True
DCT,True
TYRP1,True
TYR,True
TTR,True
PMEL,True
ENPP2,True
VEGFA,True
SERPINF1,True
GULP1,True
ITGAV,True
CRISPLD1,True
CST3,True
EFEMP1,True
MITF,True
ITGB8,True
TJP1,True
CYP27A1,True
PLA2G16,False
PLCE1,True
LRAT,True
RPE65,True
DCT,True
PAX6,True
SOX1,True
MDK,True
CST3,True
EFEMP1,True
ITGAV,True
CRISPLD1,True
NDUFA4L2,True
CA9,True
PMEL,True
MITF,True
TYR,True
TYRP1,True
SOX4,True
BMP7,True
VIM,True
GJA1,True
PTN,True
RLBP1,True
DCT,True
TTR,True
CST3,True
AQP1,True
FTH1,True
BEST1,True
TFPI2,True
GNGT1,True
TMSB4X,True
TAGLN,True
TNNC1,True
CALD1,True
MYLK,True
TPM1,True
ACTA2,True
MYL9,True
CSTV,False
CRYAB,True
SERPINF1,True
PMEL,True
VEGFA,True
RBP1,True
RLBP1,True
TYR,True
TYRP1,True
IGFBP5,True
CRB2,True
SERPINE2,True
SFRP5,True
AQP1,True
CST3,True
PTGDS,True
SERPINF1,True
BEST1,True
SMOC2,True
GAP43,True
DAAM1,True
CD44,True
DUSP4,True
SPP1,True
CPODXL,False
STAC2,True
PCDH9,True
CPAMD8,True
SFRP2,True
CRABP1,True
RLBP1,True
RPE65,True
PTGDS,True
RGR,True
RBP1,True
DCT,True
TYRP1,True
TYR,True
TTR,True
PMEL,True
GULP1,True
ENPP2,True
VEGFA,True
ITGAV,True
CRISPLD1,True
EFEMP1,True
ITGB8,True
SERPINF1,True
CST3,True
DCT,True
TSC22D4,True
IGFBP5,True
RNASE1,True
CTNNB1,True
NOG,True
ATP1B1,True
GSTP1,True
CD63,True
HNRNPH1,True
CTNNB1,True
GSTP1,True
CD63,True
HNRNPH1,True
SERPINF1,True
RLBP1,True
TTR,True
PMEL,True
CRYAB,True
DCT,True
CCL2,True
SFRP1,True
B2M,True
TOP2A,True
PCLAF,True
PTTG1,True
ANLN,True
MKI67,True
RRM2,True
TPX2,True
PBK,True
CRX,True
FTH1,True
TFPI2,True
GNGT1,True
BEST1,True
VEGFA,True
ENPP2,True
TIMP3,True
TYRP1,True
SOX11,True
PMEL,True
EFEMP1,True
BMP7,True
VIM,True
GJA1,True
PTN,True
INPP5K,True
RLBP1,True
TTR,True
DCT,True
SERPINF1,True
CST3,True
CRISPLD1,True
WFDC1,True
SH3BGRL3,True
TMSB4X,True
HSD17B2,True
TPM1,True
MYL9,True
NDUFA4L2,True
BNIP3,True
CALD1,True
FTH1,True
CRYAB,True
MT-CYB,False
PCCA,True
WFDC1,True
SERPINE2,True
TMSB4X,True
TTR,True
SPON2,True
DCT,True
CALD1,True
TTR,True
SOX9,True
RBP1,True
SERPINF1,True
VEGFA,True
TMSB4X,True
CRYAB,True
MT1E,True
MT1F,True
MT1G,True
MT2A,True
DCT,True
MKI67,True
TOP2A,True
TPX2,True
PTTG1,True
PCLAF,True
RRM2,True
PAX6,True
TYR,True
PMEL,True
CCL2,True
CCL2,True
SFRP1,True
SFRP2,True
SFRP5,True
SERPINF1,True
VEGFA,True
APOE,True
CCL2,True
SFRP1,True
SFRP2,True
SFRP5,True
FZD1,True
FZD8,True
WNT2B,True
WNT3,True
WNT4,True
WNT5A,True
VEGFA,True
APOE,True
LDLR,True
LRP1,True
LRP2,True
LRP8,True
SERPINF1,True
BEST1,True
TYR,True
TTR,True
RPE65,True
MKI67,True
DCT,True
LRAT,True
PLTP,True
RGR,True
RLBP1,True
INPP5K,True
ITGB8,True
EFEMP1,True
ITGAV,True
GULP1,True
TYRP1,True
TTR,True
RPE65,True
BEST1,True
CHRNA3,True
RBP1,True
MYRIP,True
TFPI2,True
PTGDS,True
SERPINF1,True
DUSP4,True
GEM,True
CRX,True
DCT,True
SFRP5,True
TYRP1,True
SLC6A15,True
PMEL,True
CST3,True
CRISPLD1,True
MT1E,True
MT1F,True
MT1G,True
MT2A,True
MT1X,True
DCT,True
MITF,True
OTX2,True
CTNNB1,True
SOX11,True
CST3,True
SERPINF1,True
BEST1,True
TYR,True
TTR,True
RPE65,True
SFRP2,True
MKI67,True
DCT,True
PLTP,True
RGR,True
RLBP1,True
LRAT,True
PMEL,True
TYRP1,True
PTGDS,True
INPP5K,True
CST3,True
ITGB8,True
EFEMP1,True
ITGAV,True
CRISPLD1,True
GULP1,True
VEGFA,True
CHRNA3,True
RBP1,True
MYRIP,True
DUSP4,True
GEM,True
CRX,True
TFPI2,True
SFRP5,True
SLC6A15,True
PD-1,False
CD39,False
TOX,True
CXCL13,True
TIGIT,True
CTLA-4,False
TIM-3,False
TIM-3,False
PD-1,False
TIGIT,True
CTLA-4,False
CD39,False
TIM-3,False
PD-1,False
TIGIT,True
CTLA-4,False
CD39,False
PD-1,False
CD39,False
TIM-3,False
TIGIT,True
CTLA-4,False
ENTPD1 (CD39),False
CTLA4,True
HAVCR2 (TIM-3),False
LAG3,True
PD-1,False
TOX,True
ENTPD1,True
CTLA4,True
HAVCR2,True
LAG3,True
IL2RA,True
MHC class II presentation pathway genes,False
Metabolic pathway genes,False
CCR7,True
TCF7 (TCF-1),False
S1PR1 (downmodulated),False
CXCR6,True
SOX4,True
CXCL13,True
TOX,True
CD69,True
PD-1,False
CD39,False
PD-1,False
CD39,False
PD-1,False
TIM-3,False
TIGIT,True
CTLA-4,False
PD-1,False
CD39,False
TIM-3,False
PD-1,False
CD39,False
TIM-3,False
TOX,True
SOX-4,False
CXCL13,True
TOX,True
SOX-4,False
CXCL13,True
CD103,False
CD69,True
CD49a,False
CD69,True
CXCR6,True
S1PR1,True
CD4,True
CD8,False
CD3,False
CD45RA,False
PD-1,False
TIGIT,True
TIM-3,False
CD103,False
CD49a,False
CD69,True
CD39,False
CTLA-4,False
FOXP3,True
TOX,True
CD25,False
CD127,False
Rhodopsin (RHO),False
S Opsin,False
L/M Opsin (OPN1MW),False
Peripherin2,False
Recoverin,False
GNGT1,True
GNAT1,True
ARR3,True
PDE6H,True
CRX,True
RCVRN,True
RHO,True
OPN1MW3,True
Rhodopsin,False
L/M Opsin,False
S Opsin,False
Recoverin,False
CRX,True
CRX,True
RCVRN,True
GNGT1,True
GNAT1,True
ARR3,True
PDE6H,True
Rhodopsin,False
L/M Opsin,False
TNF,True
VEGFA,True
LAMP3,True
CD14,True
CD16,False
XCR1,True
CADM1,True
CD1A,True
CD172A,False
MP3,False
LYVE1,True
SPP1,True
FOLR2,True
KIT,True
LILRA4,True
HLA/FCER1A,False
CD68/CD163,False
CLEC9A,True
CD1C,True
LAMP3,True
CD14hiCD16-,False
CD14+CD16hi,False
CD14hiCD16+,False
PPARG,True
MARCO,True
MRC1,True
MSR1,True
TNF,True
VEGFA,True
TNF,True
VEGFA,True
IL1B,True
LAMP3,True
LAMP3,True
CMTM6,True
PD-L1,False
AXL,True
TRL3,False
CD40,True
IL12B,True
BTLA,True
CD1E,True
CCL17,True
CD1A,True
CD207 (langerin),False
not EPCAM,False
IL1B,True
TNF,True
CCL3,True
CCL4,True
ISG15,True
IFI6,True
IFIT1,True
CXCL9,True
LAMP3,True
LAMP3,True
CXCL9,True
IDO1,True
FCN1,True
IL1B,True
CD14,True
CD16,False
FCN1,True
S100A8,True
S100A9,True
CSF3R,True
HLA-DQA1,True
HLA-DQB1,True
CD163,True
CD68,True
IL1B,True
CCL4,True
CXCL2,True
CXCR4,True
AREG,True
EGR1,True
NR4A1,True
NR4A2,True
NLRP3,True
NFKB1,True
NFKBIA,True
SPP1,True
C1QC,True
LYVE1,True
NLRP3,True
SPP1,True
C1QC,True
ISG15,True
FN1,True
SPP1,True
C1QC,True
ISG15,True
VCAN,True
INHBA,True
FN1,True
LYVE1,True
C1QC,True
FOLR2,True
SPP1,True
FN1,True
CD52,True
VCAN,True
LAMP3,True
AXL,True
PYCR1,True
LAMP3,True
LAMP3,True
LAMP3,True
CXCL9,True
IDO1,True
IL1B,True
TNF,True
ISG15,True
IFIT1,True
IFITM1,True
TNFSF10,True
CASP1,True
CASP4,True
CXCL10,True
SPP1,True
TPSAB1,True
TNF,True
VEGFA,True
CD4,True
CD8,False
FOXP3,True
DC_LAMP,False
CD68,True
SPP1,True
CD52,True
PTPRC,True
CST3,True
CD3E,True
KIT,True
TPSAB1,True
CPA3,True
TPSB2,True
SPP1,True
FN1,True
VCAN,True
PPARG,True
MARCO,True
MRC1,True
MSR1,True
TNF,True
VEGFA,True
LAMP3,True
CXCL9,True
IDO1,True
C1QC,True
SPP1,True
LAMP3,True
CXCL9,True
IDO1,True
C1QC,True
SPP1,True
RBPMS,True
Isl1,True
Brn3a (Pou4f1),False
Brn3b (Pou4f2),False
Brn3a,False
Brn3b,False
Melanopsin,False
RBPMS,True
Isl1,True
Brn3a,False
Brn3b,False
BRN3A,False
BRN3B,False
ISL1,True
RBPMS,True
Islr2,True
Pou4f2,True
Gap43,True
Sncg,True
Isl1,True
Gal,True
Neurod1,True
Insm1,True
Neurod4,True
Hes6,True
Onecut1,True
Onecut2,True
Sox4,True
Pou4f2 (Brn3b),False
Isl1,True
Gal,True
Pou4f1 (Brn3a),False
RBPMS,True
Gadd45a,True
Sox11,True
Gap43,True
Igfbpl1,True
Sncg,True
Igfbp4,True
Foxp1,True
Stxbp6,True
Bhlhe22,True
Penk,True
Ebf3,True
Pou4f1,True
Pou4f2,True
Prdm8,True
Slc17a6,True
Irx3,True
Calb2,True
Tac1,True
Pou6f2,True
Elavl4,True
Isl1,True
Tubb2b,True
Hes6,True
Btg2,True
Neurod1,True
Neurog2,True
Pou6f2,True
Otx2,True
Meis2,True
Lhx4,True
Atoh7-bound and down-regulated in Atoh7 mutants,False
Neurod1,True
Neurog2,True
Hes6,True
Lhx4,True
Otx2,True
Thrb,True
Galanin,False
Opn4,True
Pax6,True
Cone arrestin,False
Calbindin,False
Brn3a,False
CD171(L1CAM),False
ISL1,True
BRN3B,False
Neurod1,True
Pou4f2,True
Isl1,True
RBPMS,True
SOX4,True
SOX11,True
Krt5,True
Pax6,True
Aqp5,True
Ltf,True
Lcn2,True
Lgr5,True
Axin2,True
Tnfrsf19,True
Krt5,True
Acta2,True
Myl9,True
Pigr,True
C3,True
Lcn2,True
Ltf,True
Sftpd,True
Serpinb2,True
Serpinb5,True
Cstb,True
Cst6,True
Aqp5,True
PAX6,True
FOXC1,True
AQP5,True
ACTA2,True
MYH11,True
MYLK,True
TPM2,True
CDH5,True
PECAM1,True
PTPRC,True
CD2,True
TP63,True
LTF,True
LCN1,True
LYZ,True
PRR27,True
LACRT,True
SCGB1D1,True
SCGB2A1,True
CST1,True
CST4,True
HTN1,True
SMR3A,True
SMR3B,True
LCN2,True
WFDC2,True
C3,True
LTF,True
PRR27,True
SCGB2A1,True
HTN1,True
LCN2,True
WFDC2,True
KRT5,True
KRT14,True
NGFR,True
TP63,True
BPIFA1,True
AQP5,True
F3,True
MUC16,True
MUC5AC,True
PIGR,True
LCN2,True
WFDC2,True
CHRM1,True
VIPR1,True
CFTR,True
CLCN3,True
SLC12A4,True
LRRC26,True
LYZ,True
LTF,True
LCN1,True
LCN2,True
C3,True
WFDC2,True
KRT5,True
BPIFA1,True
KRT5,True
PAX6,True
AQP5,True
LTF,True
KRT5,True
KI67,False
ACTA2,True
LYZ,True
LCN2,True
BPIFA1,True
PRR27,True
WFDC2,True
SCGB2A1,True
HTN1,True
LCN1,True
Aif1,True
Trem2,True
Csf1r,True
Cx3cr1,True
Tmem119,True
Siglech,False
P2ry12,True
Cx3cr1,True
Tmem119,True
Siglech,False
P2ry12,True
Mrc1,True
CD163,True
Ccr2,True
Cfp,True
Ifitm3,True
Ccr2,True
Mrc1,True
CD163,True
Cfp,True
Ifitm3,True
Ccr2,True
Mrc1,True
CD163,True
Snca,True
Ube2l6,True
Mif,True
Hmox1,True
Prdx1,True
Igf1,True
Lpl,True
Fabp5,True
Lgals3,True
Ccl3,True
Ccl2,True
Rip3,False
Mlkl,True
Iba-1,False
RIP1,False
RIP3,False
RIP1,False
RIP3,False
CD31,False
RIP3,False
MLKL,True
Iba-1,False
FGF2,True
Iba-1,False
Krt8,True
Krt18,True
Cldn18,True
Krt14,True
Krt5,True
Trp63,False
EpCam,True
KRT8,True
AGR2,True
VIL1,True
KRT7,True
KRT20,True
EpCam,True
Krt8,True
Krt7,True
EpCam,True
KRT8,True
AGR2,True
VIL1,True
KRT7,True
KRT20,True
Krt14,True
Krt4,True
Krt13,True
Krt7,True
Krt8,True
Muc5ac,True
Muc2,True
Muc6,True
Agr2,True
Vil1,True
Krt14,True
Krt13,True
Sprr1b,True
Ptch1,True
Krt8,True
Krt18,True
Krt19,True
Itga6,True
Itgb4,True
Abca12,True
Sprr1b,True
Sox9,True
Krt7,True
Muc5ac,True
Tff1,True
Krt5,True
Krt14,True
Trp63,False
Krt8,True
Krt7,True
Krt20,True
Sox9,True
SOX9,True
Sox9,True
Krt7,True
Krt8,True
Krt18,True
Krt20,True
Krt8,True
Krt8,True
Ptch1,True
Gli1,True
Lgr5,True
Axin2,True
Lef1,True
Bmp6,True
Krt20,True
Foxc1,True
Foxe1,True
Runx2,True
Zeb2,True
Krt7,True
Krt8,True
Krt19,True
Tff1,True
Muc5ac,True
Muc4,True
Gkn2,True
Mgam,True
Vil1,True
Foxa2,True
GATA6,True
Krt7,True
Krt20,True
p63,False
Krt8,True
Sox9,True
CyclinD1,False
Sox9,True
K8,False
A33,False
Foxa2,True
Agr2,True
Muc2,True
EpCam,True
Krt8,True
Sox9,True
Spock2,True
Lamp3,True
Cdh1,True
Pdgfra,True
HOPX,True
SFTPC,True
KI67,False
NKX2-1,True
Sftpc,True
Sftpb,True
Pdpn,True
Hopx,True
Lamp3,True
Cdh1,True
Irf2,True
NKX2-1,True
Sftpc,True
Sftpb,True
Pdpn,True
Hopx,True
Lamp3,True
Cdh1,True
Irf2,True
Spock2,True
Lamp3,True
Cdh1,True
NKX2-1,True
Sox9,True
Spock2,True
Lamp3,True
Tead1/4,False
Ctgf,False
Cyr61,False
CEBPA,True
HOPX,True
SFTPC,True
LAMP3,True
Ager,True
Hopx,True
Il33,True
Lcn2,True
SFTPC,True
LAMP3,True
HOPX,True
PDPN,True
Lamp3,True
Spock2,True
Sox9,True
Mki67,True
NKX2-1,True
SFTPC,True
LAMP3,True
YAP/TAZ,False
CEBPA,True
LAMP3,True
ECAD,False
Nkx2-1,True
Epcam,True
Cdh5,True
Runx1,True
Tbx4,True
ISL1,True
SIX3,True
NKX2.1,False
LHX6,True
LHX8,True
SP8,True
COUP-TFII (NR2F2),False
PAX6,True
OCT6 (POU3F1),False
ISL1,True
SIX3,True
CTIP2,False
ISL1,True
SIX3,True
OCT6,False
NEFM,True
OCT6,False
OTX1,True
VAX1,True
POU2F2,True
NANOG,True
FOXO1,True
IKZF1,True
IKZF1,True
MAFB,True
OCT6,False
PDYN,True
TSHZ1,True
PDYN,True
TSHZ1,True
SALL3,True
LINC01896,True
ZNF467,True
ZNF467,True
OCT6,False
OCT6,False
IKZF1,True
MAFB,True
PDYN,True
TSHZ1,True
ISL1,True
SIX3,True
KRT14,True
KRT4,True
SOX2,True
KLF4,True
KLF4,True
KRT4,True
KRT14,True
SOX2,True
KLF4,True
KRT4,True
KRT14,True
KLF4,True
YAP,False
Cyr61,False
Ctgf,False
Thbs1,True
Cav1,True
Klf2,True
Dcn,True
Krt4,True
Krt13,True
Cdnk1a,False
Cebpb,True
Cd44,True
Ly6a,False
Mt2,False
Krt8,True
Krt17,True
Krt19,True
Lgr5,True
Tnc,True
Pdpn,True
Rhoc,True
Evl,True
Vcan,True
Mmp14,True
Dcn,True
Lad1,True
Cfl1,True
Dstn,True
Dsc3,True
Rhob,True
Klf4,True
Krt4,True
Krt13,True
Cdkn1a,True
Cebpb,True
Klf4,True
Cyr61,False
Thbs1,True
Nrg1,True
Nrg2,True
Klf6,True
Hbegf,True
Ptgs2,True
Igfbp2,True
Igfbp7,True
Cav1,True
Klf2,True
Amotl1,True
Wtip,True
Ajuba,True
Ctgf,False
Dcn,True
KLF4,True
Ep-Cam,False
CD45,False
Krt14,True
Itgb1,True
Itga6,True
Tgm3,True
Krt13,True
Grhl3,True
Col1a2,True
Col1a1,True
Fn1,True
Pdgfra,True
Krt4,True
Sbsn,True
Krt17,True
Krt4,True
Krt19,True
Krt6a,True
Krt13,True
Krt8,True
Krt15,True
Krt15,True
Krt14,True
Krt14,True
Krt15,True
Krt14,True
Itgb1,True
Itgb4,True
Ccnd1,True
Cld4,False
Dsg1a,False
Cdkn1a,True
Krt12,True
Krt4,True
Krt12,True
Krt15,True
Ifitm3,True
Cd63,True
Atf3,True
Mt1-2,False
Prdm1,True
Krt14,True
Krt17,True
Krt14,True
Krt12,True
Krt19,True
Krt17,True
Krt6,False
Krt8,True
Gpha2,True
Ifitm3,True
Cd63,True
Krt17,True
IFITM3,True
GPHA2,True
KRT15,True
Cd45,False
Cd3,False
Cd4,True
Cd25,False
Foxp3,True
Cd8,False
Gpha2,True
Cd63,True
Ifitm3,True
Cd19,True
Vim,True
Thy1,True
S100a4,True
Muc2,True
Muc5ac,True
Muc5b,True
Dct,True
Mitf,True
Ptgs,False
Tyrp1,True
Melana,False
Tyr,True
Cd3d,True
Cd3e,True
Cd4,True
G2mb,False
Cd19,True
Cd79a,True
Cd79b,True
Gpha2,True
Cd63,True
Gpha2/K15-GFP,False
GPHA2,True
IFITM3,True
Cd31,False
Lyve-1,False
Cd63,True
Gpha2,True
Cd3ε,False
CD8a,True
CD4,True
FoxP3-GFP,False
Ki67,False
Cd25,False
IL-26,False
RUNX3,True
LGALS3,True
CXCL10,True
CXCR3,True
CXCL10,True
CXCR3,True
KRT19,True
EPCAM,True
CLDN7,True
CDH1,True
PECAM1,True
VWF,True
ENG,True
FABP4,True
RBP7,True
CD36,True
RGS5,True
MYL9,True
MYLK,True
MCAM,True
COL14A1,True
MFAP5,True
IL6,True
PLA2G2A,True
CFD,True
DCN,True
CXCL14,True
ACTA2,True
MMP11,True
CTHRC1,True
COL1A1,True
COL3A1,True
COL1A2,True
FN1,True
TPSB2,True
MS4A2,True
TPSAB1,True
KIT,True
CD79A,True
MS4A1,True
IGHM,True
IGHA1,True
IGHG1,True
IGHG4,True
IGKC,True
MZB1,True
TIGIT,True
CTLA4,True
FOXP3,True
TRAC,True
IL2RA,True
IL7R,True
CCR7,True
CCL20,True
CD4,True
CD2,True
CD3D,True
TRBC1,True
TRBC2,True
CD3E,True
FYB1,True
IL32,True
CD7,True
GZMA,True
CD8A,True
CD8B,True
CCL5,True
GNLY,True
CST7,True
CCL4,True
GZMH,True
GZMK,True
GZMB,True
FCN1,True
EREG,True
S100A12,True
CXCL10,True
MARCO,True
SNX10,True
CSF1R,True
CD163,True
MRC1,True
S100B,True
FCER1A,True
HLA-DQA1,True
HLA-DPA1,True
HLA-DPB1,True
HLA-DRB1,True
TP63,True
KRTDAP,True
FAT2,True
KRT19,True
FOXP3,True
CD163,True
CD24,True
MDK,True
SERPINA1,True
FOXP3,True
CD163,True
MDK,True
CD24,True
SERPINA1,True
DCN,True
MFAP5,True
ACTA2,True
CD11b,False
CD206,False
DCN,True
MFAP5,True
ACTA2,True
CD11b,False
CD206,False
CD163,True
CD206,False
IL10,True
CD11b,False
CD4+CD25+CD127low,False
FOXP3,True
CD163,True
MDK,True
DCN,True
ACTA2,True
MFAP5,True
PLAU,True
MMP7,True
LRP1,True
CXCR3,True
CTLA4,True
LAG3,True
PDCD1,True
PD-1,False
CD3,False
CD19,True
PD-L1,False
PD-L2,False
CD3,False
CD4,True
CD8a,True
CD20,False
γδTCR,False
Vδ2-TCR,False
Vα7.2 TCR,False
Vα24-Jα18,False
CD56,False
PD-1,False
CD14,True
CD16,False
HLA-DR,False
CD19,True
CD56,False
CD3,False
CD8,False
CD4-CD8-,False
CD4+CD25+CD127lo,False
CCR7+CD45RO-CD45RA+,False
CD45RO+CD45RA-,False
LAG3,True
HAVCR2,True
EPCAM,True
CD45,False
KRT5,True
KRT13,True
SPRR3,True
TPSB2,True
CPA3,True
VWF,True
RAMP2,True
DCN,True
COL1A1,True
CD3D,True
CD3E,True
LYZ,True
C1QB,True
CD79A,True
IGKC,True
EPCAM,True
SOX2,True
SPRR3,True
KRT13,True
EPCAM,True
SOX2,True
IGFBP2,True
IGFBP3,True
ODC1,True
SOX4,True
CRCT1,True
CRNN,True
SPINK5,True
CSTB,True
KRT5,True
ACTA2,True
IGHG1,True
IGHG4,True
MS4A1,True
MZB1,True
FKBP11,True
IGHG3,True
CD74,True
S100A8,True
CXCR4,True
HLA-DQA2,True
CCR7,True
JUND,True
CXCR4,True
TGFB1,True
HAVCR2,True
CD274,True
CD276,True
GZMB,True
NKG7,True
GNLY,True
CD4,True
IL2RA,True
FOXP3,True
MAF,True
ICOS,True
BTAF,False
HLA-DQA2,True
HLA-DPB1,True
HLA-DRB5,True
LAG3,True
PDCD1,True
HAVCR2,True
CCR7,True
TCF7,True
LEF1,True
TIGIT,True
CTLA4,True
HAVCR2,True
GNLY,True
GZMB,True
PRF1,True
IL2,True
IL17A,True
