species,tissue_type,cell_name,marker,pmid
Human,Retina,RPE (Retinal Pigment Epithelium) cell,BMP7,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,VIM,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,GJA1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,PTN,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,INPP5K,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,RLBP1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TTR,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,DCT,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,SERPINF1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CST3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CRISPLD1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,WFDC1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,SH3BGRL3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TMSB4X,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,HSD17B2,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,TPM1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,MYL9,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,NDUFA4L2,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,BNIP3,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CALD1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,FTH1,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,CRYAB,33307245
Human,Retina,RPE (Retinal Pigment Epithelium) cell,MT-CYB,33307245
Human,Retinal Pigment Epithelium,Aged 5,PCCA,33307245
Human,Retinal Pigment Epithelium,Aged 5,WFDC1,33307245
Human,Retinal Pigment Epithelium,Aged 5,SERPINE2,33307245
Human,Retinal Pigment Epithelium,Aged 5,TMSB4X,33307245
Human,Retinal Pigment Epithelium,Aged 5,TTR,33307245
Human,Retinal Pigment Epithelium,Aged 5,SPON2,33307245
Human,Retinal Pigment Epithelium,Aged 2,DCT,33307245
Human,Retinal Pigment Epithelium,Aged 2,CALD1,33307245
Human,Retinal Pigment Epithelium,Aged 3,TTR,33307245
Human,Retinal Pigment Epithelium,Aged 3,SOX9,33307245
Human,Retinal Pigment Epithelium,Aged 3,RBP1,33307245
Human,Retinal Pigment Epithelium,Aged 3,SERPINF1,33307245
Human,Retinal Pigment Epithelium,Aged 4,VEGFA,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",TMSB4X,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3",CRYAB,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1E,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1F,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT1G,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",MT2A,33307245
Human,Retinal Pigment Epithelium,"Aged 2, 3, 4",DCT,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,MKI67,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,TOP2A,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,TPX2,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,PTTG1,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,PCLAF,33307245
Human,Retinal Pigment Epithelium (RPE),Immature subpopulation Young 3,RRM2,33307245
Human,Retinal Pigment Epithelium (RPE),Subpopulation Aged 3,PAX6,33307245
Human,Retinal Pigment Epithelium (RPE),All subpopulations,TYR,33307245
Human,Retinal Pigment Epithelium (RPE),"Subpopulations Common 5 and 6, all aged subpopulations",PMEL,33307245
,,RPE cells,CCL2,33307245
,,immature subpopulation Young 2,CCL2,33307245
,,immature subpopulation Young 2,SFRP1,33307245
,,immature subpopulation Common 6,SFRP2,33307245
,,immature subpopulation Common 5,SFRP5,33307245
,,RPE cells,SERPINF1,33307245
,,RPE cells,VEGFA,33307245
,,RPE cells,APOE,33307245
Human,RPE,,CCL2,33307245
Human,RPE,,SFRP1,33307245
Human,RPE,,SFRP2,33307245
Human,RPE,,SFRP5,33307245
Human,RPE,,FZD1,33307245
Human,RPE,,FZD8,33307245
Human,RPE,,WNT2B,33307245
Human,RPE,,WNT3,33307245
Human,RPE,,WNT4,33307245
Human,RPE,,WNT5A,33307245
Human,RPE,,VEGFA,33307245
Human,RPE,,APOE,33307245
Human,RPE,,LDLR,33307245
Human,RPE,,LRP1,33307245
Human,RPE,,LRP2,33307245
Human,RPE,,LRP8,33307245
Human,RPE,,SERPINF1,33307245
Human,RPE,,BEST1,33307245
Human,RPE,,TYR,33307245
Human,RPE,,TTR,33307245
Human,RPE,,RPE65,33307245
Human,RPE,,MKI67,33307245
Human,RPE,,DCT,33307245
Human,RPE,,LRAT,33307245
Human,RPE,,PLTP,33307245
Human,RPE,,RGR,33307245
Human,RPE,,RLBP1,33307245
Human,RPE,,INPP5K,33307245
Human,RPE,,ITGB8,33307245
Human,RPE,,EFEMP1,33307245
Human,RPE,,ITGAV,33307245
Human,RPE,,GULP1,33307245
Human,RPE,,TYRP1,33307245
Human,Retina,RPE cell,TTR,33307245
Human,Retina,RPE cell,RPE65,33307245
Human,Retina,RPE cell,BEST1,33307245
Human,Retina,RPE cell,CHRNA3,33307245
Human,Retina,RPE cell,RBP1,33307245
Human,Retina,RPE cell,MYRIP,33307245
Human,Retina,RPE cell,TFPI2,33307245
Human,Retina,RPE cell,PTGDS,33307245
Human,Retina,RPE cell,SERPINF1,33307245
Human,Retina,RPE cell,DUSP4,33307245
Human,Retina,RPE cell,GEM,33307245
Human,Retina,RPE cell,CRX,33307245
Human,Retina,RPE cell,DCT,33307245
Human,Retina,RPE cell,SFRP5,33307245
Human,Retina,RPE cell,TYRP1,33307245
Human,Retina,RPE cell,SLC6A15,33307245
Human,Retina,RPE cell,PMEL,33307245
Human,Retina,RPE cell,CST3,33307245
Human,Retina,RPE cell,CRISPLD1,33307245
Human,Retina,RPE cells,MT1E,33307245
Human,Retina,RPE cells,MT1F,33307245
Human,Retina,RPE cells,MT1G,33307245
Human,Retina,RPE cells,MT2A,33307245
Human,Retina,RPE cells,MT1X,33307245
Human,Retina,RPE cells,DCT,33307245
Human,Retina,RPE cells,MITF,33307245
Human,Retina,RPE cells,OTX2,33307245
Human,Retina,RPE cells,CTNNB1,33307245
Human,Retina,RPE cells,SOX11,33307245
Human,Retina,RPE cells,CST3,33307245
Human,Retina,RPE cell,SERPINF1,33307245
Human,Retina,RPE cell,BEST1,33307245
Human,Retina,RPE cell,TYR,33307245
Human,Retina,RPE cell,TTR,33307245
Human,Retina,RPE cell,RPE65,33307245
Human,Retina,RPE cell,SFRP2,33307245
Human,Retina,RPE cell,MKI67,33307245
Human,Retina,RPE cell,DCT,33307245
Human,Retina,RPE cell,PLTP,33307245
Human,Retina,RPE cell,RGR,33307245
Human,Retina,RPE cell,RLBP1,33307245
Human,Retina,RPE cell,LRAT,33307245
Human,Retina,RPE cell,PMEL,33307245
Human,Retina,RPE cell,TYRP1,33307245
Human,Retina,RPE cell,PTGDS,33307245
Human,Retina,RPE cell,INPP5K,33307245
Human,Retina,RPE cell,CST3,33307245
Human,Retina,RPE cell,ITGB8,33307245
Human,Retina,RPE cell,EFEMP1,33307245
Human,Retina,RPE cell,ITGAV,33307245
Human,Retina,RPE cell,CRISPLD1,33307245
Human,Retina,RPE cell,GULP1,33307245
Human,Retina,RPE cell,VEGFA,33307245
Human,Retina,RPE cell,CHRNA3,33307245
Human,Retina,RPE cell,RBP1,33307245
Human,Retina,RPE cell,MYRIP,33307245
Human,Retina,RPE cell,DUSP4,33307245
Human,Retina,RPE cell,GEM,33307245
Human,Retina,RPE cell,CRX,33307245
Human,Retina,RPE cell,TFPI2,33307245
Human,Retina,RPE cell,SFRP5,33307245
Human,Retina,RPE cell,SLC6A15,33307245
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),PD-1,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),CD39,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),TOX,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),CXCL13,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),TIGIT,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),CTLA-4,33332284
Human,"Head and neck cancer, cervical cancer, and ovarian cancer",CD4 Tumor-infiltrating lymphocyte (TIL),TIM-3,33332284
Human,Tumor,CD8 TILs,TIM-3,33332284
Human,Tumor,CD8 TILs,PD-1,33332284
Human,Tumor,CD8 TILs,TIGIT,33332284
Human,Tumor,CD8 TILs,CTLA-4,33332284
Human,Tumor,CD8 TILs,CD39,33332284
Human,Tumor,CD4 Tconv TILs,TIM-3,33332284
Human,Tumor,CD4 Tconv TILs,PD-1,33332284
Human,Tumor,CD4 Tconv TILs,TIGIT,33332284
Human,Tumor,CD4 Tconv TILs,CTLA-4,33332284
Human,Tumor,CD4 Tconv TILs,CD39,33332284
Human,Head and neck tumor,CD4 Tconv TILs,PD-1,33332284
Human,Head and neck tumor,CD4 Tconv TILs,CD39,33332284
Human,Head and neck tumor,CD4 Tconv TILs,TIM-3,33332284
Human,Head and neck tumor,CD4 Tconv TILs,TIGIT,33332284
Human,Head and neck tumor,CD4 Tconv TILs,CTLA-4,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),ENTPD1 (CD39),33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),CTLA4,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),HAVCR2 (TIM-3),33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),LAG3,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),PD-1,33332284
Human,Tumor,Conventional FOXP3- CD4 T cells (Tconvs),TOX,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),ENTPD1,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CTLA4,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),HAVCR2,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),LAG3,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),IL2RA,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),MHC class II presentation pathway genes,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),Metabolic pathway genes,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1-),CCR7,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1-),TCF7 (TCF-1),33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),S1PR1 (downmodulated),33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CXCR6,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),SOX4,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CXCL13,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),TOX,33332284
Human,Head and neck cancer,CD4 Tconvs (ENTPD1+),CD69,33332284
Human,Ovarian cancer,CD4 Tconv TILs,PD-1,33332284
Human,Ovarian cancer,CD4 Tconv TILs,CD39,33332284
Human,,CD4 T cells,PD-1,33332284
Human,,CD4 T cells,CD39,33332284
Human,,CD8 T cells,PD-1,33332284
Human,,CD8 T cells,TIM-3,33332284
Human,,CD8 T cells,TIGIT,33332284
Human,,CD8 T cells,CTLA-4,33332284
Human,Tumor,CD8 TILs,PD-1,33332284
Human,Tumor,CD8 TILs,CD39,33332284
Human,Tumor,CD8 TILs,TIM-3,33332284
Human,Tumor,CD4 TILs,PD-1,33332284
Human,Tumor,CD4 TILs,CD39,33332284
Human,Tumor,CD4 TILs,TIM-3,33332284
Human,Tumor,CD8 TILs,TOX,33332284
Human,Tumor,CD8 TILs,SOX-4,33332284
Human,Tumor,CD8 TILs,CXCL13,33332284
Human,Tumor,CD4 TILs,TOX,33332284
Human,Tumor,CD4 TILs,SOX-4,33332284
Human,Tumor,CD4 TILs,CXCL13,33332284
Human,Tumor,CD8 TILs,CD103,33332284
Human,Tumor,CD8 TILs,CD69,33332284
Human,Tumor,CD8 TILs,CD49a,33332284
Human,Tumor,CD4 TILs,CD69,33332284
Human,Tumor,CD4 TILs,CXCR6,33332284
Human,Tumor,CD4 TILs,S1PR1,33332284
Human,Tumor,CD4+ T cell,CD4,33332284
Human,Tumor,CD8+ T cell,CD8,33332284
Human,Tumor,T cell,CD3,33332284
Human,Tumor,T cell,CD45RA,33332284
Human,Tumor,T cell,PD-1,33332284
Human,Tumor,T cell,TIGIT,33332284
Human,Tumor,T cell,TIM-3,33332284
Human,Tumor,T cell,CD103,33332284
Human,Tumor,T cell,CD49a,33332284
Human,Tumor,T cell,CD69,33332284
Human,Tumor,T cell,CD39,33332284
Human,Tumor,T cell,CTLA-4,33332284
Human,Tumor,T cell,FOXP3,33332284
Human,Tumor,T cell,TOX,33332284
Human,Tumor,CD4+ TILs,CD25,33332284
Human,Tumor,CD4+ TILs,CD127,33332284
Human,Retina,Rod photoreceptor,Rhodopsin (RHO),33513359
Human,Retina,Cone photoreceptor,S Opsin,33513359
Human,Retina,Cone photoreceptor,L/M Opsin (OPN1MW),33513359
Human,Retina,Photoreceptor,Peripherin2,33513359
Human,Retina,Photoreceptor,Recoverin,33513359
Human,Retinal organoids,Rod photoreceptor,GNGT1,33513359
Human,Retinal organoids,Rod photoreceptor,GNAT1,33513359
Human,Retinal organoids,Cone photoreceptor,ARR3,33513359
Human,Retinal organoids,Cone photoreceptor,PDE6H,33513359
Human,Retinal organoids,Photoreceptor,CRX,33513359
Human,Retinal organoids,Photoreceptor,RCVRN,33513359
Human,Retinal organoids,Rod photoreceptor,RHO,33513359
Human,Retinal organoids,Cone photoreceptor,OPN1MW3,33513359
Human,Retinal organoids,Photoreceptor cells,Rhodopsin,33513359
Human,Retinal organoids,Cone photoreceptor cells,L/M Opsin,33513359
Human,Retinal organoids,Cone photoreceptor cells,S Opsin,33513359
Human,Retinal organoids,Photoreceptor cells,Recoverin,33513359
Human,Retinal organoids,Photoreceptor cells,CRX,33513359
Human,Retinal organoids,Photoreceptor cells,CRX,33513359
Human,Retinal organoids,Photoreceptor cells,RCVRN,33513359
Human,Retinal organoids,Rod photoreceptor cells,GNGT1,33513359
Human,Retinal organoids,Rod photoreceptor cells,GNAT1,33513359
Human,Retinal organoids,Cone photoreceptor cells,ARR3,33513359
Human,Retinal organoids,Cone photoreceptor cells,PDE6H,33513359
Human,Retinal organoids,Rod photoreceptor cells,Rhodopsin,33513359
Human,Retinal organoids,Cone photoreceptor cells,L/M Opsin,33513359
Human,Tumor,Mast cells,TNF,33545035
Human,Tumor,Mast cells,VEGFA,33545035
Human,Tumor,cDCs (conventional dendritic cells),LAMP3,33545035
Human,,Monocyte,CD14,33545035
Human,,Monocyte,CD16,33545035
Human,,cDC1,XCR1,33545035
Human,,cDC1,CADM1,33545035
Human,,cDC2,CD1A,33545035
Human,,cDC2,CD172A,33545035
Human,Hepatocellular carcinoma,cDCs,MP3,33545035
Human,Multiple tissues,Resident tissue macrophages (RTMs),LYVE1,33545035
Human,Colon cancer,TAMs,SPP1,33545035
Human,Hepatocellular carcinoma,TAMs,FOLR2,33545035
,Esophageal carcinoma,Mast cells,KIT,33545035
,Esophageal carcinoma,pDCs,LILRA4,33545035
,Esophageal carcinoma,pDCs,HLA/FCER1A,33545035
,Esophageal carcinoma,Monocytes/macrophages,CD68/CD163,33545035
,Esophageal carcinoma,cDC1s,CLEC9A,33545035
,Esophageal carcinoma,cDC2s,CD1C,33545035
,Esophageal carcinoma,Mature cDCs,LAMP3,33545035
,Esophageal carcinoma,Classical monocytes,CD14hiCD16-,33545035
,Esophageal carcinoma,Non-classical monocytes,CD14+CD16hi,33545035
,CRC and Myeloma,Intermediate monocytes,CD14hiCD16+,33545035
,Lung cancer,Alveolar macrophages,PPARG,33545035
,Lung cancer,Alveolar macrophages,MARCO,33545035
,Lung cancer,Alveolar macrophages,MRC1,33545035
,Lung cancer,Alveolar macrophages,MSR1,33545035
Human,Uterus,Mast cell,TNF,33545035
Human,Uterus,Mast cell,VEGFA,33545035
Human,Thyroid tumor,Mast cell,TNF,33545035
Human,Thyroid tumor,Mast cell,VEGFA,33545035
Human,Tumor tissue,Macrophage,IL1B,33545035
Human,Multiple cancer types,cDCs,LAMP3,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,LAMP3+ cDCs,CMTM6,33545035
,,LAMP3+ cDCs,PD-L1,33545035
,,LAMP3+ cDCs,AXL,33545035
,,LAMP3+ cDCs,TRL3,33545035
,,LAMP3+ cDCs,CD40,33545035
,,cDC1-derived LAMP3+ cDCs,IL12B,33545035
,,cDC1-derived LAMP3+ cDCs,BTLA,33545035
,,cDC2-derived LAMP3+ cDCs,CD1E,33545035
,,cDC2-derived LAMP3+ cDCs,CCL17,33545035
Human,,C02_cDC2_CD1A (Langerhans cell),CD1A,33545035
Human,,C02_cDC2_CD1A (Langerhans cell),CD207 (langerin),33545035
Human,,C02_cDC2_CD1A (Langerhans cell),not EPCAM,33545035
Human,,C03_cDC2_IL1B,IL1B,33545035
Human,,C03_cDC2_IL1B,TNF,33545035
Human,,C03_cDC2_IL1B,CCL3,33545035
Human,,C03_cDC2_IL1B,CCL4,33545035
Human,,C05_cDC2_ISG15,ISG15,33545035
Human,,C05_cDC2_ISG15,IFI6,33545035
Human,,C05_cDC2_ISG15,IFIT1,33545035
Human,,C06_cDC2_CXCL9,CXCL9,33545035
,,cDC1-derived LAMP3+ cDCs,LAMP3,33545035
,,cDC2-derived LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9 sub-cluster,CXCL9,33545035
,,C06_cDC2_CXCL9 sub-cluster,IDO1,33545035
,,FCN1+ cDC2 subset,FCN1,33545035
,,IL1B+ cDC2 subset,IL1B,33545035
,,monocytes,CD14,33545035
,,monocytes,CD16,33545035
,,monocytes,FCN1,33545035
Human,Tumor,Monocytes,S100A8,33545035
Human,Tumor,Monocytes,S100A9,33545035
Human,Tumor,Monocytes,CSF3R,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQA1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,HLA-DQB1,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD163,33545035
Human,Tumor or adjacent normal tissue,Monocytes,CD68,33545035
Human,Tumor,Monocytes,IL1B,33545035
Human,Tumor,Monocytes,CCL4,33545035
Human,Tumor,Monocytes,CXCL2,33545035
Human,Tumor,Monocytes,CXCR4,33545035
Human,Tumor,Monocytes,AREG,33545035
Human,Tumor,Monocytes,EGR1,33545035
Human,Tumor,Monocytes,NR4A1,33545035
Human,Tumor,Monocytes,NR4A2,33545035
Human,Tumor,Monocytes,NLRP3,33545035
Human,Tumor,Monocytes,NFKB1,33545035
Human,Tumor,Monocytes,NFKBIA,33545035
Human,Multiple cancer types,Macrophages,SPP1,33545035
Human,Multiple cancer types,Macrophages,C1QC,33545035
Human,Multiple cancer types,LYVE1+ Macrophages,LYVE1,33545035
Human,Non-cancer tissues,NLRP3+ Macrophages,NLRP3,33545035
Human,Tumor,SPP1+ TAMs,SPP1,33545035
Human,Tumor,C1QC+ TAMs,C1QC,33545035
Human,Tumor,ISG15+ TAMs,ISG15,33545035
Human,Tumor,FN1+ TAMs,FN1,33545035
,,SPP1+ TAMs,SPP1,33545035
,,C1QC+ TAMs,C1QC,33545035
,,ISG15+ TAMs,ISG15,33545035
,,VCAN+ TAMs,VCAN,33545035
,,INHBA+ TAMs,INHBA,33545035
,,FN1+ TAMs,FN1,33545035
Human,Tumor,RTMs,LYVE1,33545035
Human,Tumor,TAMs,C1QC,33545035
Human,Tumor,TAMs,FOLR2,33545035
Human,Tumor,Macrophages,SPP1,33545035
Human,KIDNEY tumor,TAMs,FN1,33545035
Human,KIDNEY tumor,TAMs,CD52,33545035
Human,SKCM tumor,Macrophages,VCAN,33545035
Human,Tumor,cDCs,LAMP3,33545035
,,cDC2 and C1QC+ TAMs,AXL,33545035
,THCA,SPP1+ macrophages,PYCR1,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,cDC1-derived LAMP3+ cDCs,LAMP3,33545035
,,cDC2-derived LAMP3+ cDCs,LAMP3,33545035
,,CXCL9+ cDC2s,CXCL9,33545035
,,cDC2-derived LAMP3+ cDCs,IDO1,33545035
Human,,cDC2,IL1B,33545035
Human,,cDC2,TNF,33545035
,Tumor,Macrophage (ISG15+ TAMs),ISG15,33545035
,Tumor,Macrophage (ISG15+ TAMs),IFIT1,33545035
,Tumor,Macrophage (ISG15+ TAMs),IFITM1,33545035
,Tumor,Macrophage (ISG15+ TAMs),TNFSF10,33545035
,Tumor,Macrophage (ISG15+ TAMs),CASP1,33545035
,Tumor,Macrophage (ISG15+ TAMs),CASP4,33545035
,Tumor,Macrophage (ISG15+ TAMs),CXCL10,33545035
,Tumor,Angiogenesis-associated macrophages,SPP1,33545035
,,Mast cell subtype,TPSAB1,33545035
,,Mast cell subtype,TNF,33545035
,,Mast cell subtype,VEGFA,33545035
Human,,LAMP3+ cDCs,CD4,33545035
Human,,LAMP3+ cDCs,CD8,33545035
Human,,LAMP3+ cDCs,FOXP3,33545035
Human,,LAMP3+ cDCs,DC_LAMP,33545035
,Tumor,SPP1+ TAMs,CD68,33545035
,Tumor,SPP1+ TAMs,SPP1,33545035
,Tumor,SPP1+ TAMs,CD52,33545035
Human,,Myeloid cell,PTPRC,33545035
Human,,Myeloid cell,CST3,33545035
Human,,T cell,CD3E,33545035
Human,,Mast cell,KIT,33545035
Human,,Mast cell,TPSAB1,33545035
Human,,Mast cell,CPA3,33545035
Human,,Mast cell,TPSB2,33545035
Human,,Macrophage,SPP1,33545035
Human,,Macrophage,FN1,33545035
Human,,Macrophage,VCAN,33545035
Human,Lung cancer,Macrophage,PPARG,33545035
Human,Lung cancer,Macrophage,MARCO,33545035
Human,Lung cancer,Macrophage,MRC1,33545035
Human,Lung cancer,Macrophage,MSR1,33545035
Human,,Mast cell,TNF,33545035
Human,,Mast cell,VEGFA,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9,CXCL9,33545035
,,C06_cDC2_CXCL9,IDO1,33545035
,,C1QC+ macrophage,C1QC,33545035
,,SPP1+ macrophage,SPP1,33545035
,,LAMP3+ cDCs,LAMP3,33545035
,,C06_cDC2_CXCL9,CXCL9,33545035
,,C06_cDC2_CXCL9,IDO1,33545035
,,C1QC+ macrophage,C1QC,33545035
,,SPP1+ macrophage,SPP1,33545035
Mouse,Retina,RGCs (Retinal Ganglion Cells),RBPMS,33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),Isl1,33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),Brn3a (Pou4f1),33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),Brn3b (Pou4f2),33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Brn3a,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Brn3b,33712461
Mouse,Retina,ipRGC (Intrinsically photosensitive Retinal Ganglion Cell),Melanopsin,33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),RBPMS,33712461
Mouse,Retina,GCL cells (Ganglion Cell Layer cells),Isl1,33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),Brn3a,33712461
Mouse,Retina,RGCs (Retinal Ganglion Cells),Brn3b,33712461
Mouse,Retina,Retinal ganglion cells,BRN3A,33712461
Mouse,Retina,Retinal ganglion cells,BRN3B,33712461
Mouse,Retina,Retinal ganglion cells,ISL1,33712461
Mouse,Retina,Retinal ganglion cells,RBPMS,33712461
Mouse,Retina,Retinal ganglion cells (RGCs),Islr2,33712461
Mouse,Retina,Mature RGCs,Pou4f2,33712461
Mouse,Retina,Mature RGCs,Gap43,33712461
Mouse,Retina,Mature RGCs,Sncg,33712461
Mouse,Retina,Mature RGCs,Isl1,33712461
Mouse,Retina,Neurogenic retinal progenitor cells (RPCs),Gal,33712461
Mouse,Retina,Neurogenic RPCs,Neurod1,33712461
Mouse,Retina,Neurogenic RPCs,Insm1,33712461
Mouse,Retina,Neurogenic RPCs,Neurod4,33712461
Mouse,Retina,Neurogenic RPCs,Hes6,33712461
Mouse,Retina,Neurogenic RPCs,Onecut1,33712461
Mouse,Retina,Neurogenic RPCs,Onecut2,33712461
Mouse,Retina,Neurogenic RPCs,Sox4,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Pou4f2 (Brn3b),33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Isl1,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Gal,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Pou4f1 (Brn3a),33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),RBPMS,33712461
Mouse,Retina,Neurogenic RPC (Retinal Progenitor Cell),Gadd45a,33712461
Mouse,Retina,Neurogenic RPC (Retinal Progenitor Cell),Sox11,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Gap43,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Igfbpl1,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Sncg,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Igfbp4,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Foxp1,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Stxbp6,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Bhlhe22,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Penk,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Ebf3,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Pou4f1,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Pou4f2,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Prdm8,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Slc17a6,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Irx3,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Calb2,33712461
Mouse,Retina,RGC (Retinal Ganglion Cell),Tac1,33712461
,,RGCs,Pou6f2,33712461
,,RGCs,Elavl4,33712461
,,RGCs,Isl1,33712461
,,RGCs,Tubb2b,33712461
,,neurogenic RPCs,Hes6,33712461
,,neurogenic RPCs,Btg2,33712461
,,neurogenic RPCs,Neurod1,33712461
,,neurogenic RPCs,Neurog2,33712461
,,neurogenic RPCs,Pou6f2,33712461
,,neurogenic RPCs,Otx2,33712461
,,neurogenic RPCs,Meis2,33712461
,,neurogenic RPCs,Lhx4,33712461
Mouse,Retina,RGCs,Atoh7-bound and down-regulated in Atoh7 mutants,33712461
Mouse,Retina,Neurogenic cells or photoreceptor precursors,Neurod1,33712461
Mouse,Retina,Neurogenic cells or photoreceptor precursors,Neurog2,33712461
Mouse,Retina,Neurogenic cells or photoreceptor precursors,Hes6,33712461
Mouse,Retina,Cone photoreceptors,Lhx4,33712461
Mouse,Retina,Cone photoreceptors,Otx2,33712461
Mouse,Retina,Cone photoreceptors,Thrb,33712461
Mouse,Retina,Neurogenic RPCs and RGCs,Galanin,33712461
