pmid,species,tissue_type,cell_name,markers
32114394,Human,,Myeloid cell,"['FCN1', 'CST4', 'SERPINA1', 'MNDA', 'LST1', 'MS4A6A']"
32114394,Human,,NK cell,['CD3-CD7+GZMB+']
32114394,Human,,NK cell (T2 subset),"['FCER1G', 'GZMB', 'GNLY', 'SPON2', 'PRF1', 'CD7', 'MYOM2', 'KLRF1', 'CD3-CD7+GZMB+']"
32114394,Human,,NK cell (T7 subset),"['GZMH', 'FGFBP2', 'GNLY', 'KLRC2 (NKG2)']"
32114394,Human,,NK cell (subset T7),['NKG2']
32114394,Human,,Naïve CD8+ T cell (T5),['CCR7']
32114394,Human,,Non-classical monocyte (M7-M9),"['CDKN1C', 'RHOC', 'LYPD2']"
32114394,Human,,Plasmacytoid dendritic cell (pDC) (M11),"['LILRA4', 'MZB1', 'ITM2C', 'CLEC4C']"
32114394,Human,,T cell,"['IFITM1', 'GIMAP7', 'CD247', 'LCK']"
32114394,Human,,T2 (subset of T cells),"['GZMB', 'SPON2']"
32114394,Human,,Transitional CD8+ effector T cell (T11),"['GZMK', 'KLRB1', 'LYAR4']"
32166394,Mouse,Aorta,Adventitial SPC population,"['Ly6a', 'Cd34']"
32166394,Mouse,Aorta,Adventitial SPCs,['Sca-1']
32166394,Mouse,Aorta,B cell,"['Cd79a', 'Cd79b']"
32166394,Mouse,Aorta,EC (Endothelial Cells),['c-Kit']
32166394,Mouse,Aorta,Endothelial Cell (EC),"['Pecam1', 'Vwf']"
32166394,Mouse,Aorta,Endothelial cell,"['CD31', 'CD144', 'CD31', 'c-Kit', 'CD144', 'Cdh5', 'Pecam1', 'Nos3', 'Kdr', 'Vwf', 'Pecam1', 'Cdh5', 'Kdr', 'Nos3', 'Flt1', 'Vwf', 'CD31', 'CD144']"
32166394,Mouse,Aorta,Endothelial cells,"['CD31', 'Cdh5']"
32166394,Mouse,Aorta,Immune cells (including DC and NK cells),['c-Kit']
32166394,Mouse,Aorta,Immune cells or their progenitors,['CD45']
32166394,Mouse,Aorta,Mesenchymal Stromal Cell (MSC),"['Lum', 'Dcn', 'Ly6a', 'Cd34', 'Pdgfra', 'Pdgfrb', 'Itgb1', 'Cd44', 'Eng', 'Thy1', 'Procr', 'Kit', 'Kdr', 'Gli1', 'Nefm', 'Nes', 'Bst1', 'Emcn', 'Mcam', 'Cspg4', 'Nt5e', 'Ptprc']"
32166394,Mouse,Aorta,Monocyte,"['Cd14', 'Fcgr3']"
32166394,Mouse,Aorta,Monocyte/Macrophage,"['Cd14', 'Fcgr3', 'Csf1r', 'Adgre1']"
32166394,Mouse,Aorta,Natural Killer (NK) cells,"['Gzma', 'Nkg7']"
32166394,Mouse,Aorta,Red Blood Cells (RBC),"['Gypa', 'Alas2']"
32166394,Mouse,Aorta,SMC (Smooth Muscle Cells),['c-Kit']
32166394,Mouse,Aorta,Smooth Muscle Cell (SMC),"['Myh11', 'Cnn1', 'Acta2', 'Tagln']"
32166394,Mouse,Aorta,Smooth muscle cells,['Myh11']
32166394,Mouse,Aorta,Stem progenitor cells,"['Ly6a', 'Cd34']"
32166394,Mouse,Aorta,Stem/Progenitor cell (SPC),"['Ly6a', 'Cd34', 'Pdgfra']"
32166394,Mouse,Aorta,T cell,"['Cd3d', 'Cd3g', 'Rora', 'Gata3']"
32166394,Mouse,Aorta,Vascular stem cells/SPCs,"['Ly6a', 'Cd34', 'c-Kit']"
32166394,Mouse,Aorta,c-Kit+ SPC,"['Sca-1', 'CD34', 'CD140a (PDGFRa)', 'CD105', 'c-Kit']"
32166394,Mouse,Aorta,c-Kit+ SPCs (Stem/Progenitor Cells),"['c-Kit', 'c-Kit']"
32166394,Mouse,Aorta,c-Kit-expressing cells,['c-Kit']
32166394,Mouse,Aortic grafts,Endothelial cell,"['CD31', 'CD31', 'CD31', 'CD31', 'CD144', 'VCAM1', 'e-NOS']"
32166394,Mouse,Aortic grafts,Endothelial cell (EC),['c-Kit']
32166394,Mouse,Aortic grafts,Leucocytes,['CD45']
32166394,,,Endothelial cell,"['CD31', 'CD144', 'Pecam1', 'Cdh5', 'CD31', 'CD144']"
32166394,,,Endovascular progenitor cell,['CD34+CD31loVEGFR2−']
32166394,,,Vascular endothelial progenitor cell,"['CD31hiEmcnhi', 'Procr', 'CD157']"
32166394,,,,"['c-Kit', 'Sca-1', 'CD34', 'CD45', 'tdTomato', 'CD144', 'CD31', 'VCAM1', 'e-NOS', 'c-Kit-PE', 'Sca-1-PE', 'CD31-PE/Cy7', 'CD34-AF647', 'CD29-FITC', 'CD45-PerCP/Cy5.5', 'CD105-PE', 'CD140a-PE', 'α-SMA-AF488']"
32231223,Human,Embryoid bodies,Pigmented cells,"['CD140b', 'GD2', 'CD184']"
32231223,Human,Eye-field Progenitor,Progenitor cell,"['SIX3/6', 'PAX6', 'LHX2', 'OTX2']"
32231223,Human,Optic vesicle,Alternative lineages,"['GD2', 'CD184']"
32231223,Human,Optic vesicle,RPE cells,"['CD140b', 'CD104']"
32231223,Human,Pluripotent Stem Cell,Undifferentiated cell,['TRA-1-60']
32231223,Human,Retina,Eye-field progenitors,"['NCAM1/CD56', 'SIX6', 'VSX2', 'PAX6', 'OTX2', 'SIX3', 'LHX2', 'RAX', 'ZIC1']"
32231223,Human,Retina,Myogenic lineage cells,"['MYOZ2', 'CASQ2', 'MYOD1', 'KLHL41']"
32231223,Human,Retina,RPE (Retinal Pigment Epithelium),"['MITF', 'CRALBP', 'PMEL', 'TYR', 'RPE65', 'BEST-1']"
32231223,Human,Retina,RPE cell,"['CD140b', 'BEST-1', 'MITF', 'CRALBP', 'RPE65']"
32231223,Human,Retina,Retinal Pigment Epithelial (RPE) cell,"['CD140b', 'BEST-1', 'MITF', 'CRALBP']"
32231223,Human,Retina,Retinal pigment epithelial cell,"['CD140b', 'CD56', 'GD2', 'CD184']"
32231223,Human,Retina,hPSC-RPE (Retinal Pigment Epithelium) cells,"['MITF', 'BEST-1', 'RLBP1', 'PMEL', 'TYR', 'RPE65', 'CD56 (NCAM1)', 'CD140b', 'CD104', 'CD184', 'GD2']"
32231223,Human,Retina,hPSC-RPE cell,"['CD140b', 'BEST-1', 'TYR', 'RPE65', 'POU5F1', 'MAP2', 'TUBB3', 'MITF']"
32231223,Human,hPSC-RPE,hPSC-RPE cells,"['BEST-1', 'CD140b']"
32231223,Human,,Eye-field progenitors or immature RPE cells,"['NCAM1/CD56', 'CD140b']"
32231223,Human,,Mesoderm lineage cells,['MYOD1']
32231223,Human,,RPE cells,"['MITF', 'BEST-1', 'RLBP1', 'PMEL', 'TYR', 'RPE65']"
32231223,Human,,hPSC-RPE,"['CD140b', 'CD56', 'TRA-1-60', 'CD184', 'GD2', 'CD104']"
32231223,Human,,hPSC-RPE (Retinal Pigment Epithelial) cells,"['CD140b', 'CD56', 'TRA-1-60', 'GD2', 'CD184', 'MITF', 'BEST-1', 'PMEL', 'RPE65']"
32231223,Human,,hPSC-RPE (Retinal Pigment Epithelium) cells,"['CD140b/PDGFRB', 'CD184', 'BEST-1', 'CD56/NCAM1']"
32231223,Human,,mature hPSC-RPE (Retinal Pigment Epithelial) cells,['CD104']
32231223,,,,"['PAX6', 'NANOG', 'BEST-1', 'MITF', 'ZO-1', 'CRALBP', 'PDGFRB', 'CD56', 'CXCR4', 'ganglioside GD2', 'NuMA', 'CD140b/PDGFRB', 'CD56/NCAM1']"
32251406,Human,,CD4+ T cells,"['GZMB', 'PRF1', 'GNLY', 'CCL5']"
32251406,Human,,CTLs (CD8+ T cells),"['GZMB', 'PRF1']"
32251406,Human,,Cytotoxic T cell,"['CD3 (CD3D', 'CD3E', 'CD3G)']"
32251406,Human,,Monocytes,"['FCGR3A', 'XCL2', 'KLRF1', 'TRDC', 'GZMK', 'CD27', 'ISG20', 'CCR7', 'TOP2A', 'PCNA', 'HIST1H4C']"
32251406,Human,,NK cell,"['CD16 (FCRG3A)', 'KLRF1']"
32251406,Human,,NK cells,"['GZMB', 'PRF1', 'GNLY', 'TRDC', 'FCGR3A']"
32251406,Human,,Non-Classical monocyte,"['CD16', 'FCGR3A']"
32251406,Human,,T cells,"['CD3D', 'CD3G']"
32268117,Human,,Endothelial cell,"['CD31', 'CD34', 'von Willebrand factor', 'Fli-1']"
32268117,Human,,Tissue-resident endothelial stem cells,['CD157']
32268117,Mouse,Choroid,Endothelial cell,"['CD31', 'CD102']"
32268117,Mouse,Choroidal tissue,CNV-ECs,"['Sparc', 'Col18a1']"
32268117,Mouse,Choroidal tissue,Endothelial cell (EC),['CD31']
32268117,Mouse,,Endothelial cell,"['Pecam1', 'Cdh5', 'CDH5', 'PECAM1']"
32268117,Mouse,,Endothelial cell (EC),['Aplnr']
32268117,Mouse,,Fibroblast,['Col1a1']
32268117,Mouse,,Leukocyte,['Ptprc']
32268117,Mouse,,Lymphatic endothelial cell,['Prox1']
32268117,Mouse,,Pericyte,['Pdgfrb']
32268117,Mouse,,Smooth muscle cell,['Acta2']
32268117,Mouse,,Venular endothelial cell,['DARC/ACKR1']
32268117,,,Arterial endothelial cell,['Gja4']
32268117,,,Arteriole endothelial cell,['CXCL12']
32268117,,,Artery endothelial cell,['ELN']
32268117,,,Capillary CEC phenotypes (inner choriocapillaries),['genes involved in fenestration and VEGF signaling']
32268117,,,Capillary CEC phenotypes (outer choriocapillaries),['genes involved in fenestration and VEGF signaling']
32268117,,,Capillary endothelial cell,['VEGFR2']
32268117,,,Immature endothelial cell,['APLNR']
32268117,,,Lymphatic endothelial cell (LEC),['Lyve-1']
32268117,,,Lymphatic endothelial cell-like (LEC-like),['Lyve-1']
32268117,,,Pcv endothelial cell (EC),['SPARCL1']
32268117,,,Tip endothelial cell (EC),"['Pgf', 'PlGF', 'LXN', 'CXCR4']"
32268117,,,Venous endothelial cell,"['Nr2f2', 'VWF', 'SELP']"
32268117,,,Venous subclusters (large caliber vessels),['markers of large caliber vessels']
32268117,,,Venous subclusters (venules),['shear stress']
32268117,,,activated arterial CEC,['activation markers and matricellular proteins']
32268117,,,arterial ECs,['Pi16']
32268117,,,post-capillary venules (pcvs),['CEC signature of resident endothelial stem cells (ESCs)']
32268117,,,,"['Nr2f2', 'Gja4', 'CD105']"
32286271,Human,Peripheral blood,CD4+ T cells,['CD4']
32286271,Human,Peripheral blood,TCM (T Central Memory) cells,['CCR7+CD45RA-']
32286271,Human,Peripheral blood,TEM (T Effector Memory) cells,['CCR7-CD45RA-']
32286271,Human,Peripheral blood,TN (T Naive) cells,['CCR7+CD45RA+']
32286271,Human,Peripheral blood,Treg (Regulatory T) cells,['FOXP3']
32286271,Human,,Memory T cells (end of trajectory),"['GZMA', 'GZMB', 'PRF1', 'IL32', 'CCL4', 'CCL5']"
32286271,Human,,TEMRA cells,"['PRF1', 'CCL4', 'GZMA', 'GZMH']"
32286271,Human,,TM (Memory T cells),['IL17F']
32286271,Human,,TN (Naive T cells),"['SELL', 'CCR7', 'LRRN3', 'FOXP3', 'CTLA4']"
32286271,Human,,TN (Naive T cells) and TM (Memory T cells),"['OAS2', 'OAS3', 'MX1', 'MX2', 'GZMA', 'GZMB']"
32286271,Human,,Th1 cell,"['GZMA', 'GZMB', 'IFIT1', 'IFI44L', 'IFI44', 'IFIT3', 'IFIT5', 'OAS3', 'OAS2', 'MX1', 'MX2', 'PRF1', 'GBP1', 'GBP4', 'SMAD9', 'CD96', 'CD38', 'AHR', 'CCL5', 'BASP1', 'RUNX1', 'ITGA4', 'CXCR4', 'BACH2', 'RRAS', 'FOXP4', 'PTK2', 'PRG4', 'CD70', 'TDRD7', 'TRIP10', 'RASGRP4', 'SEMA7A', 'LMNA', 'NCKAP1', 'ETHE1', 'LSR', 'TNFSF14', 'TBX21', 'ANXA3']"
32286271,Human,,Th17 cell,"['TNFRSF8', 'RUNX1', 'PALLD']"
32286271,Human,,Th2 cell,"['GATA3', 'MAOA', 'LIMA1', 'MRPS26']"
32286271,Human,,iTreg cell,"['FOXP3', 'LMCD1', 'LGALS3', 'CCL5']"
32286271,,,Th0-stimulated TN and TM cells,"['IL2', 'DUSP2', 'REL', 'TNF']"
32286271,,,Th17-stimulated TN and TM cells,['IL17F']
32286271,,,Th17-stimulated TN cells,['RORA']
32286271,,,iTreg-stimulated TN cells,['CTLA4']
32286271,,,nTreg cells,"['FOXP3', 'CTLA4', 'TNFRSF8']"
32286626,Human,PBMCs,B cells,['CD19']
32286626,Human,PBMCs,Dendritic cells,['FCER1A']
32286626,Human,PBMCs,Monocytes,"['LYZ', 'FCGR3A', 'CD14']"
32286626,Human,PBMCs,NK cells,['GNLY']
32286626,Human,PBMCs,T cells,['IL7R']
32286626,Human,,CD4+ T cells,['IL7R']
32286626,Human,,Monocytes,['CD14']
32341164,Human,Collector channels,,['ACKR1']
32341164,Human,Conventional outflow pathway,Beam cells,"['TMEFF2', 'PPP1R1B']"
32341164,Human,Conventional outflow pathway,"Corneoscleral rim, scleral fibroblasts",['ADH1B']
32341164,Human,Conventional outflow pathway,Junctional cells of the TM (JCT),"['ANGPTL7', 'CHI3L1']"
32341164,Human,Conventional outflow pathway,Schlemm's canal (SC) endothelium,"['CCL21', 'FLT4', 'PROX1', 'LYVE1', 'POSTN', 'TFF3']"
32341164,Human,Conventional outflow pathway,Schwalbe line cells,['AQP1']
32341164,Human,Conventional outflow pathway,Trabecular meshwork (TM) cells,"['PDPN', 'RARRES1']"
32341164,Human,Conventional outflow pathway,Vascular endothelium,"['PECAM1', 'CDH5', 'CLDN5', 'VWF', 'PLAT']"
32341164,Human,Conventional pathway cells,,"['CCL2', 'VCAM1']"
32341164,Human,Corneal endothelium,Schwalbe line cells,['POU6F2']
32341164,Human,Retina,RGCs,"['POU6F2', 'CACNA1A']"
32341164,Human,Schlemm's canal,,"['CCL21', 'FLT4/VEGFR3']"
32341164,Human,Trabecular meshwork,Beam cells and JCT,['LOXL1']
32341164,Human,Trabecular meshwork,"TM cell types (C3, C5, and C8)",['PDPN']
32341164,Human,Trabecular meshwork and associated structures,Beam A cells,['FABP4']
32341164,Human,Trabecular meshwork and associated structures,Beam B cells,['TMEFF2']
32341164,Human,Trabecular meshwork and associated structures,Junctional cells (JCT),"['CHI3L1', 'ANGPTL7']"
32341164,Human,Trabecular meshwork and associated structures,Schwalbe line cells,['AQP1']
32341164,Human,Trabecular meshwork and associated structures,Trabecular meshwork cells,"['MYOC', 'MGP', 'PDPN', 'RARRES1']"
32341164,Human,,B cells,"['CD27', 'CD79A', 'IGHM', 'IGKC', 'MZB1', 'JCHAIN']"
32341164,Human,,Beam Cell A,"['SFRP4', 'TMEFF2', 'PON1', 'FMO1', 'RARRES1']"
32341164,Human,,Beam and/or JCT cells,"['PDPN', 'RARRES1', 'CHI3L1', 'ANGPTL7']"
32341164,Human,,CM,"['MYOC', 'KALRN']"
32341164,Human,,JCT,"['CCN3', 'FMO3', 'CEMIP', 'BMP3']"
32341164,Human,,Macrophages,"['LYVE1', 'CD68', 'CXCL8', 'IL1B', 'TREM2', 'IL1RL1']"
32341164,Human,,Mast cells,"['IL1RL1', 'CPA3', 'RGS13', 'KIT']"
32341164,Human,,Melanocytes,"['MLANA', 'PMEL', 'MITF', 'TRPM1', 'TYR']"
32341164,Human,,NK/T cells,"['CD2', 'CD3D', 'IL7R', 'TRAC', 'GZMA', 'GZMB', 'NKG7']"
32341164,Human,,Neurons,"['CALB2', 'ELAVL4', 'CHRNA3', 'UCHL1', 'SCG2', 'GAP43']"
32341164,Human,,Schwalbe line cells,['MYOC']
32341164,Human,,Schwann cells (myelinating),"['MBP', 'MPZ', 'PMP2']"
32341164,Human,,Schwann cells (nonmyelinating),['CDH19']
32341164,Human,,TM,"['FOXC1', 'PITX2', 'MYOC', 'LOXL1', 'CYP1B1']"
32341164,Human,,TM cells,['PDPN']
32341164,Human,,TM clusters,"['CYP1B1', 'MGP', 'CFH', 'NR2F1']"
32341164,M. fascicularis,,mfC15,"['ANGPTL5', 'COL6A3', 'AQP1', 'POU3F3']"
32341164,M. fascicularis,,mfC2 (Beam Cell A),"['BMP5', 'EDN3']"
32341164,M. fascicularis,,mfC6,"['MYOC', 'MGP', 'ANGPTL7', 'FMOD', 'CEMIP']"
32341164,M. mulatta,,Beam Cell A,"['BMP5', 'EDN3']"
32341164,M. mulatta,,Beam Cell X,"['CYP1B1', 'MGARP']"
32341164,M. mulatta,,JCT,"['ANGPTL7', 'CHI3L1']"
32341164,Macaque,,CM,['MYOC']
32341164,Macaque,,TM,"['FOXC1', 'PITX2', 'MYOC', 'KALRN']"
32341164,Mouse,,Beam Cell Y (mC9),"['Sfrp4', 'Tmeff2', 'Fmo2']"
32341164,Mouse,,CM,['KALRN']
32341164,Mouse,,CM cluster (ssC16),"['DES', 'ACTA2']"
32341164,Mouse,,JCT cluster,"['Nell2', 'Chad', 'Tnmd']"
32341164,Mouse,,SC and JCT cells,['Postn']
32341164,Mouse,,SC endothelium (mC19),['Postn']
32341164,Mouse,,Schlemm canal endothelium,"['CCL21', 'PROX1', 'LYVE1']"
32341164,Mouse,,TM,"['FOXC1', 'PITX2', 'MYOC', 'Chil1']"
32341164,Mouse,,"TM clusters (mC6, mC9, mC14)","['Myoc', 'Mgp', 'Pdpn', 'Chil1']"
32341164,Mouse,,vascular endothelial clusters,['Pecam1']
32341164,Pig,,TM,"['FOXC1', 'PITX2', 'MYOC', 'LOXL1', 'CYP1B1']"
32341164,,Macrophages,,"['LYVE1', 'CD163', 'CD68']"
32341164,,Trabecular meshwork,TM cell types,"['CYP1B1', 'EFEMP1']"
32341164,,Trabecular meshwork and Retinal ganglion cells,Retinal ganglion cells (RGCs),['TMCO1']
32341164,,Trabecular meshwork and uveoscleral pathway,Cells of the uveoscleral pathway,"['MYOC', 'PITX2', 'FOXC1']"
32341164,,Uveoscleral pathway,Cells of the uveoscleral pathway,['KALRN']
32341164,,Vascular endothelium,,"['PECAM1', 'TIE1']"
32341164,,,CC cells,"['SELE', 'SELP', 'COL15A1', 'SELE', 'SELP', 'COL15A1']"
32341164,,,CM cells,"['DES', 'CNN1', 'MYH11', 'MYLK', 'ACTC1', 'ATP2A1/SERCA1', 'DES', 'CNN1', 'MYH11', 'MYLK', 'ACTC1', 'ATP2A1/SERCA1']"
32341164,,,Corneal epithelium,"['AQP3', 'AQP5', 'KRT5', 'AQP3', 'AQP5', 'KRT5']"
32341164,,,Endothelial cell,"['PECAM-1 (CD31)', 'ALPL', 'PECAM-1 (CD31)', 'ALPL']"
32341164,,,Endothelium of the CCs,"['ACKR1 (DARC)', 'ACKR1 (DARC)']"
32341164,,,Matrix fibroblasts,"['ADH1B', 'FBLN2', 'TIMP2', 'TNXB', 'COL1A2', 'COL6A1', 'COL6A2', 'COL6A3', 'COL14A1', 'ADH1B', 'FBLN2', 'TIMP2', 'TNXB', 'COL1A2', 'COL6A1', 'COL6A2', 'COL6A3', 'COL14A1']"
32341164,,,Vascular endothelium (C12),"['ALPL', 'ALPL']"
32341164,,,,"['MYOC', 'EDN3', 'RBP4']"
32345613,Human,Gastric cancer,Cancer stem cells (CSCs),"['YAP1', 'SOX9', 'ALDH1']"
32345613,Human,Pancreatic cancer tissue,Epithelial cell,"['EpCAM', 'Cytokeratin', 'EpCAM', 'Cytokeratin']"
32345613,Human,Pancreatic cancer tissue,Epithelial tumor cell,"['EpCAM', 'EpCAM']"
32345613,Human,Pancreatic cancer tissue,Immune cell,"['CD45', 'CD45']"
32345613,Human,Pancreatic cancer tissue,Macrophage,"['CD163', 'CD163']"
32345613,Human,Pancreatic cancer tissue,Malignant PC cell,"['YAP1', 'YAP1']"
32345613,Human,Pancreatic cancer tissue,Nonepithelial cell,"['Vimentin', 'Vimentin']"
32345613,Human,Pancreatic cancer tissue,Stromal cell,"['Vimentin', 'Vimentin']"
32345613,Human,Pancreatic cancer tissue,T lymphocyte,"['CD3', 'CD3']"
32345613,Human,,Cancer stem cell,"['ALDH1A1', 'ITGA6 (CD49f)', 'PROM1 (CD133)', 'CD44', 'SOX9', 'HES1']"
32345613,Human,,Cancer stem cells (CSC),"['SOX9', 'HES1', 'CD133', 'CD49f', 'ALDH1']"
32345613,Human,,Cancer stem cells (CSCs),['ALDH1']
32345613,Human,,Epithelial cell,['Cytokeratin']
32345613,Human,,Immune cell,['CD45']
32345613,Human,,Macrophage,['CD163']
32345613,Human,,Pancreatic cancer cells,"['EpCAM', 'YAP1', 'SOX9', 'HES1', 'EGR3', 'ALDH3A1', 'CDH11', 'DKK1', 'MFAP5', 'IGFBP2', 'IGFBP3', 'YAP1', 'EpCAM']"
32345613,Human,,Stromal cell,['Vimentin']
32345613,Human,,Tumor cell,"['YAP1', 'EpCAM', 'YAP1', 'EpCAM']"
32351504,Human,,APB Tconv,"['GZMA', 'GZMB', 'GNLY', 'IL7R', 'IL18RAP']"
32351504,Human,,APB Treg,"['GBP1', 'STAT1']"
32351504,Human,,APB Tregs,"['CD28', 'HLA-DR', 'TIGIT', 'CD95', 'CD197', 'CD194', 'FOXP3', 'IKZF2', 'TIGIT', 'TNFRSF9', 'GBP1', 'STAT1']"
32351504,Human,,CB Tconv,"['IKZF2', 'TIGIT', 'TNFRSF9', 'SOX4', 'FOXP3', 'IKZF2', 'SOX4', 'TIGIT', 'TNFRSF9']"
32351504,Human,,CB Treg,"['LGALS3', 'LGMN', 'HES1', 'GPR55', 'DST', 'TCF4', 'THEMIS', 'FOXP3', 'CTLA4', 'TIGIT']"
32351504,Human,,CB Tregs,"['CD226', 'CD73', 'CD95L', 'CD28', 'HLA-DR', 'TIGIT', 'CD95', 'CD197', 'CD194', 'LGALS3', 'LGMN', 'HES1', 'GPR55', 'DST', 'TCF4', 'THEMIS']"
32351504,Human,,TH1/17 cells,"['CCL5', 'GZMK', 'CXCR3', 'LYAR', 'NKG7', 'BHLHE40', 'IFNG', 'TBX21', 'KLRB1 (CD161)', 'TGFB1', 'IL12RB2']"
32351504,Human,,Tconv,"['CD4', 'CD127+']"
32351504,Human,,Treg,"['CD4', 'CD25hi', 'CD127lo', 'CXCR3', 'FOXP3', 'IKZF2', 'FOXP3', 'IKZF2', 'IFNG', 'CCL5', 'CXCR3', 'S100A4', 'DUSP4', 'S100A10', 'LGALS1', 'LGALS3', 'JUNB', 'DUSP2', 'ITGB1', 'IDI1', 'FCRL3', 'ID3', 'GZMK', 'LYAR', 'NKG7']"
32351504,Human,,Treg (Cluster 1 and 2),"['JUNB', 'DUSP2', 'ITGB1']"
32351504,Human,,Treg (Cluster 2),"['IDI1', 'FCRL3', 'ID3']"
32351504,Human,,Treg (Cluster 3),"['S100A4', 'S100A10', 'DUSP4', 'LGALS1', 'LGALS3', 'TNFRSF4', 'TNFRSF18', 'PRDM1']"
32351504,Human,,Treg (Cluster 4),['CCR4']
32351504,Human,,Treg (Cluster 6),"['FOXP3', 'IKZF2']"
32351504,Human,,Treg (Cluster 8),"['KLRB1', 'IFNG', 'CD40LG', 'GZMA', 'GZMB', 'CCR6', 'RORC']"
32351504,Human,,Tregs,"['TIGIT', 'CD69', 'PD-1', 'HLA-DR', 'CD28', 'CD226', 'CD73', 'CD95L', 'CXCR3']"
32351504,Human,,Tregs (APB and CB),"['FOXP3', 'IKZF2', 'CCL5', 'GZMK', 'CXCR3', 'LYAR', 'NKG7']"
32351504,Human,,Tregs (APB),"['CCL5', 'GZMK', 'CXCR3', 'LYAR', 'NKG7', 'CCL5', 'CXCR3', 'BHLHE40', 'NKG7', 'IFNG', 'TBX21', 'KLRB1', 'TGFB1', 'IL12RB2', 'CCR6', 'RORC', 'GZMK', 'LYAR']"
32351504,Human,,Tregs (CB and APB),"['FOXP3', 'IKZF2']"
32351504,Human,,Tregs (CB),['TIGIT']
32351704,Human,"Blood, Spleen, and LP",Age-associated B cells (ABCs) (C4),"['ITGAX', 'ITGAX']"
32351704,Human,"Blood, Spleen, and LP",Classical memory B (cMBC) cells (C3),"['TXNIP', 'COCH', 'SSPN', 'TXNIP', 'COCH', 'SSPN']"
32351704,Human,"Blood, Spleen, and LP",ISG+ B cells (C6),"['Interferon stimulated genes (ISG)', 'Interferon stimulated genes (ISG)']"
32351704,Human,"Blood, Spleen, and LP","NK cell subsets (CXCR6+CD16−, CXCR6−CD16−, CXCR6−CD16+)","['ki67', 'ki67']"
32351704,Human,"Blood, Spleen, and LP",ZBTB32+ B cells (C7),"['ZBTB32', 'ZBTB32']"
32351704,Human,"Blood, spleen",Megakaryocyte,"['PPBP', 'PF4', 'GNG11', 'CAVIN2', 'NRGN', 'MYL9', 'SPARC', 'TUBB1', 'ITGA2B', 'PIG6B']"
32351704,Human,"Blood, spleen, liver",C3-PC,"['HERPUD1', 'SLC3A2', 'PSAT1', 'SLC1A5', 'EIF1', 'MTHFD2', 'WARS', 'EIF4EBP1', 'HSPA5']"
32351704,Human,"Blood, spleen, liver",CD4 T Naive/CM,"['SELL', 'CCR7', 'SOCS3', 'MYC', 'LEF1', 'TSHZ2', 'MAL', 'NOSIP', 'TCF7']"
32351704,Human,"Blood, spleen, liver",CD4 T Tem,"['LTB', 'IL7R', 'CD52', 'TNFRSF4', 'AQP3', 'TIMP1']"
32351704,Human,"Blood, spleen, liver",CD4 T Treg,"['FOXP3', 'RTKN2', 'CTLA4', 'FANK1', 'IL2RA', 'ICA1', 'ARID5B', 'CORO1B', 'GBP2']"
32351704,Human,"Blood, spleen, liver",CD8 T Naive/CM,"['SELL', 'CCR7', 'MYC', 'LEF1', 'TSHZ2', 'MAL', 'NOSIP', 'TCF7', 'RCAN3', 'SOCS3']"
32351704,Human,"Blood, spleen, liver",CD8 T Tc,"['CX3CR1', 'LGALS1', 'FGFBP2', 'GNLY', 'GZMB', 'PTGDS', 'SPON2', 'PRF1', 'ZNF683', 'NKG7']"
32351704,Human,"Blood, spleen, liver",CD8 T Tem,"['CD8A/CD8B', 'CXCR3', 'CD52', 'ITGA1']"
32351704,Human,"Blood, spleen, liver",ILC cNK,"['CX3CR1', 'LGALS1', 'FGFBP2', 'GNLY', 'GZMB', 'PTGDS', 'SPON2', 'PRF1', 'TYROBP', 'NKG7', 'FCGR3A', 'PRF1']"
32351704,Human,"Blood, spleen, liver",Myeloid cells CD14+ Mo,"['LGALS2', 'VIM', 'CLEC4E', 'CRIP1', 'S100A8', 'S100A9', 'S100A12', 'RNASE2', 'PLBD1', 'CLU', 'RETN', 'VCAN', 'MNDA', 'LYZ']"
32351704,Human,"Blood, spleen, liver",Myeloid cells CD16+ Mo,"['HLA-DPB1', 'HLA-DPA1', 'CD74', 'HLA-DRB1', 'MS4A7', 'C1QA', 'C1QB', 'C1QC', 'FCGR3A', 'RHOC', 'SMIM25', 'CSF1R']"
32351704,Human,"Blood, spleen, liver",Naïve B,"['TCL1A', 'IGHD', 'IGHM', 'FCER2', 'CXCR4', 'APLP2', 'PLPP5', 'IL4R']"
32351704,Human,"Blood, spleen, liver",PB,"['JCHAIN', 'DPEP1', 'IGHA2', 'IGKC']"
32351704,Human,"Blood, spleen, liver",cMBC,"['TSC22D3', 'CRIP1', 'COCH', 'CD27', 'ITGB1', 'ANXA2', 'IGHA2']"
32351704,Human,"Blood, spleen, liver",pDC,"['HLA-DQA1', 'HLA-DQB1', 'CD1C', 'PPA1', 'FCER1A']"
32351704,Human,Liver,B cell,['CD19']
32351704,Human,Liver,C7-cycling subset (NK-like),"['NCAM1', 'KLRF1', 'CCR7', 'SELL', 'IL7R', 'IL18RAP', 'TNFRSF18']"
32351704,Human,Liver,CD16+ monocytes,"['CD16', 'CD16']"
32351704,Human,Liver,CD8+ tissue-resident memory T (Trm) cells,"['CD69', 'CXCR6']"
32351704,Human,Liver,Classic CD14+ monocytes,"['CD14', 'CD14']"
32351704,Human,Liver,Conventional NK (cNK) cells,['CX3CR1']
32351704,Human,Liver,Cytotoxic T cells (Tc),['CX3CR1']
