original,corrected,candidates,reason
HPGDS+,HPGDS,"[{'symbol': 'HPGDS', 'alias_symbol': 'GSTS PGDS H-PGDS PGD2 GSTS1-1 GSTS1', 'prev_symbol': '', 'name': 'hematopoietic prostaglandin D synthase', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目包含'symbol'为""HPGDS""，并且其'alias_symbol'中包含了与原始标记""HPGDS+""高度相关的词根""HPGDS""。这表明该条目与原始标记最为匹配。因此，选择该条目的'symbol'作为标准化结果。"
CRTH2+,PTGDR2,"[{'symbol': 'PTGDR2', 'alias_symbol': 'CRTH2 CD294 DP2', 'prev_symbol': 'GPR44', 'name': 'prostaglandin D2 receptor 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP1', 'alias_symbol': '', 'prev_symbol': 'MTHSP1', 'name': 'mitochondrially encoded major H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""CRTH2+""中的""CRTH2""与候选信息中symbol为""PTGDR2""的alias_symbol字段匹配（包含""CRTH2""），因此可以认为这是最匹配的结果。"
IL-17RB+,IL-17RB+,"[{'symbol': 'IL22', 'alias_symbol': 'ILTIF IL-21 zcyto18 IL-TIF IL-D110 TIFa TIFIL-23 IL-22 MGC79382 MGC79384', 'prev_symbol': '', 'name': 'interleukin 22', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL36G', 'alias_symbol': 'IL-1H1 IL-1RP2 IL-1F9 IL1H1 IL1E', 'prev_symbol': 'IL1F9', 'name': 'interleukin 36 gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL37', 'alias_symbol': 'FIL1 FIL1Z FIL1(ZETA) IL-1H4 IL-1RP1 IL-1F7', 'prev_symbol': 'IL1F7', 'name': 'interleukin 37', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL25', 'alias_symbol': 'IL-25 IL-17E', 'prev_symbol': 'IL17E', 'name': 'interleukin 25', 'alias_name': '', 'prev_name': ''}, {'symbol': 'IL18', 'alias_symbol': 'IGIF IL1F4 IL-1g IL-18', 'prev_symbol': '', 'name': 'interleukin 18', 'alias_name': '', 'prev_name': ''}]","原始标记""IL-17RB+""与候选信息中的任何一个条目均无直接匹配。虽然候选信息中包含一些与IL-17相关的符号（如IL25的别名中有IL-17E），但没有找到明确的IL-17RB或其相关变体的匹配信息。因此，无法从候选信息中选择一个合适的标准化结果。"
CD40LG CD154 +,CD40LG,"[{'symbol': 'CD40LG', 'alias_symbol': 'CD40L TRAP gp39 hCD40L CD154 CD40-L HIGM1 T-BAM', 'prev_symbol': 'HIGM1 IMD3 TNFSF5', 'name': 'CD40 ligand', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""CD40LG CD154 +""中的""CD40LG""和""CD154""均出现在第一个候选信息的'alias_symbol'字段中，表明该候选信息与原始标记高度匹配。其他候选信息与原始标记无关。"
NFAT1+,NFATC2,"[{'symbol': 'NFATC2', 'alias_symbol': 'NF-ATP NFATp NFAT1', 'prev_symbol': '', 'name': 'nuclear factor of activated T cells 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'NFATC2'，其'alias_symbol'包含'NFAT1'，这与原始标记'NFAT1+'中的'NFAT1'高度匹配。其他候选信息与原始标记无明显关联。
NFkappa-B1+,NFkappa-B1+,"[{'symbol': 'SNAR-B1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'small NF90 (ILF3) associated RNA B1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CPB1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'carboxypeptidase B1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'LMNB1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'lamin B1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CRYBB1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'crystallin beta B1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'KATNB1', 'alias_symbol': '', 'prev_symbol': '', 'name': 'katanin regulatory subunit B1', 'alias_name': '', 'prev_name': ''}]","原始标记""NFkappa-B1+""中的""NFkappa""可能是指核因子κB（NF-κB），但候选信息列表中没有直接与NF-κB相关的基因符号。此外，原始标记中的""B1""部分虽然与多个候选信息中的""B1""部分匹配（如SNAR-B1、CPB1、LMNB1等），但这些基因的名称和功能与NF-κB无明显关联。因此，无法确定任何一个候选信息与原始标记高度匹配。"
AHR+,AHR,"[{'symbol': 'AHR', 'alias_symbol': 'bHLHe76', 'prev_symbol': '', 'name': 'aryl hydrocarbon receptor', 'alias_name': '', 'prev_name': ''}, {'symbol': 'AIP', 'alias_symbol': 'XAP2 ARA9 FKBP16 FKBP37', 'prev_symbol': '', 'name': 'AHR interacting HSP90 co-chaperone', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-LIPCAR', 'alias_symbol': 'uc022bqs.1 LIPCAR', 'prev_symbol': '', 'name': 'mitochondrially encoded long non-coding cardiac associated RNA', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'AHR', 'alias_symbol': 'bHLHe76', ...} 的'symbol'为'AHR'，与原始标记""AHR+""非常接近。虽然原始标记中包含一个""+""符号，但这个符号通常用于表示某种修饰或状态，并不影响基因本身的标准化命名。因此，选择该条目的'symbol'作为标准化结果是合理的。"
NR3C1+,NR3C1,"[{'symbol': 'NR3C1', 'alias_symbol': 'GR', 'prev_symbol': 'GRL', 'name': 'nuclear receptor subfamily 3 group C member 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第一个条目{'symbol': 'NR3C1', 'alias_symbol': 'GR', 'prev_symbol': 'GRL', ...} 的 symbol 为 'NR3C1'，与原始标记 ""NR3C1+"" 高度匹配。虽然原始标记多了一个 ""+"" 符号，但这可能是标记的变体或修饰形式，而标准化结果通常优先选择核心基因符号。因此，选择 'NR3C1' 作为标准化结果。"
PPARG+,PPARG,"[{'symbol': 'PARAL1', 'alias_symbol': 'NR_109', 'prev_symbol': '', 'name': 'PPARG activating RBM14 associated lncRNA 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PPARGC1B', 'alias_symbol': 'PERC PGC1B PPARAGCIβ', 'prev_symbol': '', 'name': 'PPARG coactivator 1 beta', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PPRC1', 'alias_symbol': 'PRC KIAA0595 MGC74642', 'prev_symbol': '', 'name': 'PPARG related coactivator 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PPARG', 'alias_symbol': 'PPARG1 PPARG2 NR1C3 PPARgamma', 'prev_symbol': '', 'name': 'peroxisome proliferator activated receptor gamma', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PPARGC1A', 'alias_symbol': 'PGC1 PGC1A PGC-1alpha PPARAGCIα', 'prev_symbol': 'PPARGC1', 'name': 'PPARG coactivator 1 alpha', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，有一个条目与原始标记""PPARG+""高度匹配。该条目的'symbol'为'PPARG'，并且其'alias_symbol'中包含'PPARgamma'，这与原始标记的意图一致。其他条目虽然也包含'PPARG'相关的字段，但它们主要描述的是共激活因子或其他相关基因，而非直接指代'PPARG'本身。因此，最匹配的结果是'PPARG'。"
CD56bright/CD16neg,CD56bright/CD16neg,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","原始标记""CD56bright/CD16neg""描述的是一种免疫细胞亚群的表型，通常与自然杀伤细胞（NK细胞）相关。然而，候选信息列表中的基因符号和相关信息均与线粒体基因或脂肪酸代谢相关基因有关，完全不涉及免疫细胞标志物或相关术语。因此，在候选信息中找不到与原始标记匹配的结果。"
Osteopontin,Osteopontin,"[{'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，没有任何一个条目的symbol、alias_symbol、prev_symbol、name、alias_name或prev_name与""Osteopontin""相关。因此无法找到匹配的标准化结果。"
CD45,PTPRC,"[{'symbol': 'PTPRCAP', 'alias_symbol': 'LPAP CD45-AP', 'prev_symbol': '', 'name': 'protein tyrosine phosphatase receptor type C associated protein', 'alias_name': '', 'prev_name': ''}, {'symbol': 'PTPRC', 'alias_symbol': 'LCA T200 GP180 LY5 B220 CD45R', 'prev_symbol': 'CD45', 'name': 'protein tyrosine phosphatase receptor type C', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-OLR', 'alias_symbol': 'OriL', 'prev_symbol': 'MTOLR', 'name': 'mitochondrially encoded light strand origin of replication', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND6', 'alias_symbol': 'NAD6 ND6', 'prev_symbol': 'MTND6', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，第二个候选信息的 'prev_symbol' 包含了原始标记 ""CD45""，并且其 'symbol' 为 ""PTPRC""，这表明 ""PTPRC"" 是 ""CD45"" 的标准化符号。因此，选择该候选信息的 'symbol' 作为修正结果。"
CD3,CD3,"[{'symbol': 'CD3G', 'alias_symbol': 'CD3-GAMMA CD3GAMMA', 'prev_symbol': '', 'name': 'CD3 gamma subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD3E', 'alias_symbol': 'CD3epsilon CD3-epsilon', 'prev_symbol': '', 'name': 'CD3 epsilon subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD3D', 'alias_symbol': 'CD3DELTA CD3-DELTA', 'prev_symbol': 'T3D', 'name': 'CD3 delta subunit of T-cell receptor complex', 'alias_name': '', 'prev_name': ''}, {'symbol': 'CD247', 'alias_symbol': 'CD3H CD3Q TCRZ CD3-ZETA CD3ZETA', 'prev_symbol': 'CD3Z', 'name': 'CD247 molecule', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","原始标记""CD3""是一个通用的标记，可能指代T细胞受体复合物的CD3分子的任意亚基。在候选信息列表中，有多个与CD3相关的亚基（CD3G、CD3E、CD3D、CD247），但没有明确指向某个特定亚基的信息。因此，无法确定具体是哪一个亚基，返回原始标记名称。"
CD56,NCAM1,"[{'symbol': 'NCAM1', 'alias_symbol': 'NCAM CD56', 'prev_symbol': '', 'name': 'neural cell adhesion molecule 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4', 'alias_symbol': 'ND4 NAD4', 'prev_symbol': 'MTND4 LHON', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4', 'alias_name': '', 'prev_name': ''}]",在候选信息列表中，第一个条目'symbol'为'NCAM1'，其'alias_symbol'包含'CD56'，这表明'CD56'是'NCAM1'的一个别名。因此，可以确定'NCAM1'是与原始标记'CD56'最匹配的结果。
OPN,SPP1,"[{'symbol': 'SPP1', 'alias_symbol': 'BSPI ETA-1 lnc-PKD2-2-3', 'prev_symbol': 'BNSP OPN', 'name': 'secreted phosphoprotein 1', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND5', 'alias_symbol': 'ND5 NAD5', 'prev_symbol': 'MTND5', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]",在候选信息中，第一个条目包含'prev_symbol'为'OPN'，这与原始标记完全匹配。因此，选择该条目的'symbol'作为标准化结果。
CAP3,SERPINB9,"[{'symbol': 'SERPINB9', 'alias_symbol': 'CAP3', 'prev_symbol': 'PI9', 'name': 'serpin family B member 9', 'alias_name': '', 'prev_name': ''}, {'symbol': 'ST14', 'alias_symbol': 'SNC19 HAI MT-SP1 TMPRSS14 CAP3', 'prev_symbol': 'PRSS14', 'name': 'ST14 transmembrane serine protease matriptase', 'alias_name': '', 'prev_name': ''}, {'symbol': 'FADS2', 'alias_symbol': 'FADSD6 D6D TU13 DES6 SLL0262', 'prev_symbol': 'LLCDL2', 'name': 'fatty acid desaturase 2', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-HSP2', 'alias_symbol': '', 'prev_symbol': 'MTHSP2', 'name': 'mitochondrially encoded minor H-strand promoter', 'alias_name': '', 'prev_name': ''}, {'symbol': 'MT-ND4L', 'alias_symbol': 'ND4L NAD4L', 'prev_symbol': 'MTND4L', 'name': 'mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L', 'alias_name': '', 'prev_name': ''}]","在候选信息列表中，有两个条目包含""CAP3""作为别名或相关符号。第一个是{'symbol': 'SERPINB9', 'alias_symbol': 'CAP3'}，第二个是{'symbol': 'ST14', 'alias_symbol': 'SNC19 HAI MT-SP1 TMPRSS14 CAP3'}。根据优先级规则，当多个候选信息匹配时，应选择排序靠前的唯一匹配结果。这里'SERPINB9'直接将'CAP3'列为别名，具有更高的匹配度和明确性，因此选择'SERPINB9'作为标准化结果。"
